Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Egypt,Fruits,Offline,M,6/17/2014,165648782,6/24/2014,8010,9.33,6.92,74733.30,55429.20,19304.10
"Sub-Saharan Africa",Zambia,Cosmetics,Online,H,3/1/2012,725354564,4/2/2012,7389,437.20,263.33,3230470.80,1945745.37,1284725.43
Europe,Denmark,Household,Offline,M,8/19/2010,803817975,9/10/2010,6456,668.27,502.54,4314351.12,3244398.24,1069952.88
"Middle East and North Africa",Iraq,"Office Supplies",Online,L,8/15/2012,763587844,9/26/2012,1466,651.21,524.96,954673.86,769591.36,185082.50
Asia,Malaysia,Clothes,Offline,M,5/28/2014,587525498,6/17/2014,706,109.28,35.84,77151.68,25303.04,51848.64
Asia,China,Vegetables,Offline,H,2/2/2017,328804767,2/23/2017,9492,154.06,90.93,1462337.52,863107.56,599229.96
"Australia and Oceania",Kiribati,Cosmetics,Offline,C,4/13/2015,560911977,5/10/2015,5173,437.20,263.33,2261635.60,1362206.09,899429.51
Asia,Taiwan,Snacks,Offline,C,1/4/2016,127645957,1/6/2016,2130,152.58,97.44,324995.40,207547.20,117448.20
"Sub-Saharan Africa",Djibouti,Vegetables,Online,C,3/22/2012,193118035,4/22/2012,6773,154.06,90.93,1043448.38,615868.89,427579.49
Europe,Iceland,Beverages,Online,L,11/13/2016,191752040,12/13/2016,2545,47.45,31.79,120760.25,80905.55,39854.70
Europe,Switzerland,Vegetables,Online,H,8/30/2013,978284299,10/3/2013,4919,154.06,90.93,757821.14,447284.67,310536.47
"Australia and Oceania",Tuvalu,Beverages,Offline,L,11/23/2013,777763640,12/4/2013,6400,47.45,31.79,303680.00,203456.00,100224.00
"Central America and the Caribbean",Barbados,Cosmetics,Offline,M,10/11/2014,135551393,11/29/2014,1524,437.20,263.33,666292.80,401314.92,264977.88
Europe,Iceland,Cosmetics,Offline,M,10/16/2010,567321383,11/1/2010,1859,437.20,263.33,812754.80,489530.47,323224.33
Europe,Norway,"Office Supplies",Online,C,8/20/2012,509059941,8/21/2012,1004,651.21,524.96,653814.84,527059.84,126755.00
"Middle East and North Africa",Morocco,Household,Offline,L,2/21/2013,267065894,3/20/2013,9588,668.27,502.54,6407372.76,4818353.52,1589019.24
"Australia and Oceania","Papua New Guinea",Meat,Offline,H,10/12/2013,667950570,11/11/2013,272,421.89,364.69,114754.08,99195.68,15558.40
Europe,Malta,Vegetables,Online,M,4/17/2013,808637797,5/24/2013,2749,154.06,90.93,423510.94,249966.57,173544.37
