Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"North America","United States of America","Baby Food",Offline,C,4/18/2010,854105317,5/13/2010,7598,255.28,159.42,1939617.44,1211273.16,728344.28
"Australia and Oceania",Australia,Beverages,Online,C,8/14/2011,968370425,9/17/2011,1183,47.45,31.79,56133.35,37607.57,18525.78
"Sub-Saharan Africa",Guinea,Clothes,Online,C,11/7/2011,360572850,12/25/2011,374,109.28,35.84,40870.72,13404.16,27466.56
"Middle East and North Africa",Yemen,Meat,Offline,C,1/27/2017,912011420,2/24/2017,3301,421.89,364.69,1392658.89,1203841.69,188817.20
Europe,Russia,Snacks,Offline,L,9/20/2011,524297463,9/20/2011,125,152.58,97.44,19072.50,12180.00,6892.50
"Sub-Saharan Africa",Niger,Household,Offline,L,5/10/2015,769354808,6/7/2015,8039,668.27,502.54,5372222.53,4039919.06,1332303.47
"Sub-Saharan Africa","Central African Republic",Meat,Online,C,10/4/2010,139419782,11/9/2010,6266,421.89,364.69,2643562.74,2285147.54,358415.20
"Sub-Saharan Africa",Malawi,Beverages,Offline,M,11/4/2015,797041213,12/14/2015,1062,47.45,31.79,50391.90,33760.98,16630.92
"Sub-Saharan Africa","The Gambia",Meat,Online,M,9/22/2011,925080430,10/8/2011,711,421.89,364.69,299963.79,259294.59,40669.20
"Central America and the Caribbean",Dominica,Household,Online,L,8/29/2014,576711261,10/1/2014,533,668.27,502.54,356187.91,267853.82,88334.09
"Middle East and North Africa",Jordan,Household,Offline,L,9/7/2011,325420033,9/26/2011,7874,668.27,502.54,5261957.98,3956999.96,1304958.02
"Sub-Saharan Africa","Sierra Leone",Snacks,Online,H,5/24/2017,815005576,7/5/2017,7116,152.58,97.44,1085759.28,693383.04,392376.24
"Sub-Saharan Africa",Malawi,Fruits,Online,M,3/4/2017,509579217,4/4/2017,4669,9.33,6.92,43561.77,32309.48,11252.29
"Central America and the Caribbean",Belize,Cosmetics,Online,C,5/22/2016,643564784,5/30/2016,3976,437.20,263.33,1738307.20,1047000.08,691307.12
"Central America and the Caribbean","Saint Lucia","Office Supplies",Offline,C,11/28/2013,271698606,12/2/2013,510,651.21,524.96,332117.10,267729.60,64387.50
"Sub-Saharan Africa","South Africa",Fruits,Offline,H,6/12/2013,319029510,7/24/2013,6776,9.33,6.92,63220.08,46889.92,16330.16
Asia,Brunei,Cosmetics,Offline,L,3/18/2012,430918824,3/20/2012,7311,437.20,263.33,3196369.20,1925205.63,1271163.57
"Middle East and North Africa",Lebanon,Vegetables,Online,M,4/6/2012,323040378,4/16/2012,3681,154.06,90.93,567094.86,334713.33,232381.53
Europe,Romania,Cosmetics,Online,C,9/23/2016,231380498,9/23/2016,9486,437.20,263.33,4147279.20,2497948.38,1649330.82
"Middle East and North Africa",Qatar,"Office Supplies",Offline,L,11/11/2010,462238013,12/29/2010,5355,651.21,524.96,3487229.55,2811160.80,676068.75
"Sub-Saharan Africa",Malawi,Household,Offline,H,4/11/2011,942224252,5/19/2011,3949,668.27,502.54,2638998.23,1984530.46,654467.77
"Sub-Saharan Africa",Sudan,"Office Supplies",Offline,M,9/20/2016,768263041,11/6/2016,4961,651.21,524.96,3230652.81,2604326.56,626326.25
Asia,Malaysia,Beverages,Offline,C,11/10/2011,457590711,11/24/2011,115,47.45,31.79,5456.75,3655.85,1800.90
Europe,Finland,Household,Online,M,7/1/2016,597756087,7/18/2016,8165,668.27,502.54,5456424.55,4103239.10,1353185.45
"Central America and the Caribbean",Belize,Clothes,Online,C,8/27/2013,496620500,10/11/2013,9897,109.28,35.84,1081544.16,354708.48,726835.68
Asia,China,"Personal Care",Offline,C,11/25/2013,432357776,12/22/2013,3129,81.73,56.67,255733.17,177320.43,78412.74
"Sub-Saharan Africa",Senegal,"Baby Food",Offline,M,9/26/2013,303454244,9/30/2013,7709,255.28,159.42,1967953.52,1228968.78,738984.74
"Central America and the Caribbean",Haiti,Cereal,Offline,L,7/5/2014,978708732,7/13/2014,518,205.70,117.11,106552.60,60662.98,45889.62
"Sub-Saharan Africa","Cote d'Ivoire",Snacks,Online,C,1/24/2011,247232568,2/25/2011,466,152.58,97.44,71102.28,45407.04,25695.24
Asia,India,Cereal,Offline,L,9/1/2010,468449580,9/7/2010,3496,205.70,117.11,719127.20,409416.56,309710.64
"Middle East and North Africa","Saudi Arabia","Personal Care",Online,C,1/28/2014,922096097,2/25/2014,7581,81.73,56.67,619595.13,429615.27,189979.86
Europe,Norway,"Baby Food",Offline,M,10/2/2011,958220946,10/31/2011,7727,255.28,159.42,1972548.56,1231838.34,740710.22
"Sub-Saharan Africa",Botswana,"Baby Food",Offline,M,5/16/2010,447185456,5/22/2010,969,255.28,159.42,247366.32,154477.98,92888.34
Europe,Belgium,Cosmetics,Offline,C,11/20/2013,229663455,1/4/2014,1375,437.20,263.33,601150.00,362078.75,239071.25
"Central America and the Caribbean",Grenada,Beverages,Offline,H,3/3/2012,766641271,4/15/2012,5043,47.45,31.79,239290.35,160316.97,78973.38
"Middle East and North Africa",Turkey,"Personal Care",Offline,M,2/2/2015,789417731,3/11/2015,5104,81.73,56.67,417149.92,289243.68,127906.24
"Sub-Saharan Africa",Mozambique,"Personal Care",Offline,H,11/11/2010,449604165,12/7/2010,6718,81.73,56.67,549062.14,380709.06,168353.08
"Middle East and North Africa","Tunisia ",Cereal,Online,C,4/10/2015,869124400,5/30/2015,2079,205.70,117.11,427650.30,243471.69,184178.61
Europe,Ireland,Cosmetics,Online,M,11/18/2014,990214765,11/25/2014,5408,437.20,263.33,2364377.60,1424088.64,940288.96
Europe,Netherlands,Cereal,Offline,H,3/29/2016,725424087,5/8/2016,7963,205.70,117.11,1637989.10,932546.93,705442.17
"Central America and the Caribbean","Costa Rica",Household,Offline,H,10/30/2011,507613694,12/19/2011,3027,668.27,502.54,2022853.29,1521188.58,501664.71
Europe,Andorra,Beverages,Online,H,2/12/2014,839957416,3/12/2014,920,47.45,31.79,43654.00,29246.80,14407.20
"Australia and Oceania",Palau,Household,Offline,M,12/4/2013,945941579,1/2/2014,3989,668.27,502.54,2665729.03,2004632.06,661096.97
Europe,Malta,Household,Online,M,6/30/2014,119365012,8/15/2014,1615,668.27,502.54,1079256.05,811602.10,267653.95
Europe,Finland,Meat,Offline,L,7/23/2012,874339044,8/26/2012,5208,421.89,364.69,2197203.12,1899305.52,297897.60
"Sub-Saharan Africa",Malawi,"Baby Food",Online,C,4/13/2017,395287501,5/21/2017,3211,255.28,159.42,819704.08,511897.62,307806.46
"Sub-Saharan Africa",Ghana,Meat,Offline,L,3/1/2016,886946713,3/16/2016,6097,421.89,364.69,2572263.33,2223514.93,348748.40
"Central America and the Caribbean","Dominican Republic",Meat,Online,H,9/17/2016,124365508,9/29/2016,1372,421.89,364.69,578833.08,500354.68,78478.40
Europe,"Vatican City","Office Supplies",Offline,L,5/7/2012,902905213,6/13/2012,8572,651.21,524.96,5582172.12,4499957.12,1082215.00
"Middle East and North Africa",Morocco,Meat,Offline,M,6/26/2016,688239657,8/3/2016,4264,421.89,364.69,1798938.96,1555038.16,243900.80
"Middle East and North Africa",Israel,Beverages,Offline,L,4/27/2013,166355168,5/22/2013,7046,47.45,31.79,334332.70,223992.34,110340.36
Europe,Georgia,"Baby Food",Online,L,8/13/2014,993550574,9/29/2014,2549,255.28,159.42,650708.72,406361.58,244347.14
"North America",Greenland,Meat,Online,H,6/24/2010,846437203,7/11/2010,8433,421.89,364.69,3557798.37,3075430.77,482367.60
"Australia and Oceania",Fiji,Household,Online,L,1/7/2011,171938884,2/11/2011,9391,668.27,502.54,6275723.57,4719353.14,1556370.43
"Central America and the Caribbean",Nicaragua,Fruits,Offline,L,4/2/2012,837291944,4/16/2012,2147,9.33,6.92,20031.51,14857.24,5174.27
Asia,Tajikistan,Cosmetics,Online,L,1/24/2015,280045211,2/1/2015,456,437.20,263.33,199363.20,120078.48,79284.72
"Sub-Saharan Africa",Guinea-Bissau,Cereal,Online,M,10/26/2013,958060014,11/26/2013,103,205.70,117.11,21187.10,12062.33,9124.77
Europe,Georgia,Clothes,Offline,M,4/24/2015,899510180,5/31/2015,3906,109.28,35.84,426847.68,139991.04,286856.64
Europe,Ukraine,"Personal Care",Offline,L,4/1/2012,452882039,5/14/2012,6714,81.73,56.67,548735.22,380482.38,168252.84
Europe,Belgium,Vegetables,Offline,M,5/7/2017,936974418,5/10/2017,407,154.06,90.93,62702.42,37008.51,25693.91
"Central America and the Caribbean","Saint Vincent and the Grenadines",Fruits,Offline,C,1/31/2014,590898644,3/10/2014,8895,9.33,6.92,82990.35,61553.40,21436.95
"Sub-Saharan Africa",Swaziland,Snacks,Offline,C,7/7/2013,424078547,7/9/2013,3121,152.58,97.44,476202.18,304110.24,172091.94
"Middle East and North Africa","Saudi Arabia",Fruits,Online,L,8/9/2012,166250455,8/26/2012,6059,9.33,6.92,56530.47,41928.28,14602.19
Europe,Belarus,Clothes,Online,C,3/9/2013,517463195,4/19/2013,7713,109.28,35.84,842876.64,276433.92,566442.72
"Central America and the Caribbean",Belize,"Office Supplies",Online,H,7/26/2010,898078095,9/9/2010,121,651.21,524.96,78796.41,63520.16,15276.25
"Australia and Oceania","Marshall Islands",Vegetables,Offline,C,6/27/2012,798768985,8/5/2012,2348,154.06,90.93,361732.88,213503.64,148229.24
"Middle East and North Africa",Lebanon,Vegetables,Online,C,8/10/2012,230522191,9/25/2012,5494,154.06,90.93,846405.64,499569.42,346836.22
Europe,Ukraine,"Personal Care",Online,C,1/4/2017,174636542,2/1/2017,7689,81.73,56.67,628421.97,435735.63,192686.34
"Australia and Oceania",Kiribati,"Personal Care",Offline,C,2/15/2010,332723367,2/24/2010,9093,81.73,56.67,743170.89,515300.31,227870.58
"Australia and Oceania","East Timor",Fruits,Offline,C,7/10/2011,476706492,7/13/2011,6899,9.33,6.92,64367.67,47741.08,16626.59
"Sub-Saharan Africa",Mozambique,Cosmetics,Online,M,7/20/2011,898822247,8/25/2011,332,437.20,263.33,145150.40,87425.56,57724.84
Europe,Germany,"Baby Food",Online,C,12/20/2012,161619460,1/11/2013,5645,255.28,159.42,1441055.60,899925.90,541129.70
"Middle East and North Africa",Bahrain,Cereal,Offline,H,1/20/2012,947959458,2/29/2012,1124,205.70,117.11,231206.80,131631.64,99575.16
"Middle East and North Africa",Somalia,"Baby Food",Online,M,6/25/2017,611016070,6/29/2017,2088,255.28,159.42,533024.64,332868.96,200155.68
Europe,Sweden,Beverages,Offline,C,4/14/2016,624275624,5/30/2016,5885,47.45,31.79,279243.25,187084.15,92159.10
"Middle East and North Africa",Syria,Fruits,Offline,L,7/2/2015,731536948,8/3/2015,6894,9.33,6.92,64321.02,47706.48,16614.54
"Central America and the Caribbean","Saint Vincent and the Grenadines",Cereal,Offline,M,8/22/2015,296911370,10/5/2015,1527,205.70,117.11,314103.90,178826.97,135276.93
Europe,Belarus,Household,Offline,C,7/5/2014,554822719,8/24/2014,3227,668.27,502.54,2156507.29,1621696.58,534810.71
"Central America and the Caribbean","Saint Vincent and the Grenadines",Snacks,Offline,M,12/20/2010,560007321,1/22/2011,7466,152.58,97.44,1139162.28,727487.04,411675.24
"Central America and the Caribbean",Belize,Household,Online,H,4/24/2016,337514007,5/9/2016,6750,668.27,502.54,4510822.50,3392145.00,1118677.50
"Sub-Saharan Africa",Malawi,Beverages,Online,H,8/7/2012,432704102,9/5/2012,5614,47.45,31.79,266384.30,178469.06,87915.24
Europe,Slovenia,Meat,Online,M,1/14/2017,561251437,3/2/2017,5627,421.89,364.69,2373975.03,2052110.63,321864.40
"Sub-Saharan Africa",Benin,Cereal,Online,M,1/12/2010,959142339,1/17/2010,387,205.70,117.11,79605.90,45321.57,34284.33
"Sub-Saharan Africa",Eritrea,Vegetables,Offline,M,9/14/2014,132675635,10/13/2014,524,154.06,90.93,80727.44,47647.32,33080.12
Asia,Indonesia,Household,Offline,L,5/17/2017,708462655,5/20/2017,8698,668.27,502.54,5812612.46,4371092.92,1441519.54
