Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Djibouti,"Personal Care",Offline,M,6/24/2016,204293191,7/18/2016,3750,81.73,56.67,306487.50,212512.50,93975.00
Europe,Lithuania,Vegetables,Offline,H,2/11/2013,246323192,3/18/2013,1361,154.06,90.93,209675.66,123755.73,85919.93
Europe,Germany,"Office Supplies",Online,C,3/21/2011,453985822,3/24/2011,3348,651.21,524.96,2180251.08,1757566.08,422685.00
Europe,Denmark,Meat,Offline,C,7/23/2013,289829909,9/6/2013,5966,421.89,364.69,2516995.74,2175740.54,341255.20
"Australia and Oceania","Marshall Islands","Baby Food",Offline,M,5/25/2016,636716783,6/29/2016,7500,255.28,159.42,1914600.00,1195650.00,718950.00
"Middle East and North Africa",Lebanon,Meat,Online,L,4/11/2013,647820270,5/23/2013,3269,421.89,364.69,1379158.41,1192171.61,186986.80
Asia,China,Cereal,Online,C,12/11/2013,896626698,1/24/2014,620,205.70,117.11,127534.00,72608.20,54925.80
"Sub-Saharan Africa","Central African Republic",Fruits,Offline,M,4/15/2010,226934897,4/24/2010,3934,9.33,6.92,36704.22,27223.28,9480.94
Europe,Luxembourg,"Baby Food",Online,C,5/26/2010,702856194,6/14/2010,9622,255.28,159.42,2456304.16,1533939.24,922364.92
"Sub-Saharan Africa",Eritrea,Household,Online,H,1/29/2012,858814418,3/12/2012,1126,668.27,502.54,752472.02,565860.04,186611.98
"Middle East and North Africa",Algeria,Beverages,Online,C,3/10/2014,649545896,3/22/2014,3920,47.45,31.79,186004.00,124616.80,61387.20
Europe,Switzerland,Cereal,Online,C,11/16/2012,100099456,1/4/2013,508,205.70,117.11,104495.60,59491.88,45003.72
"Central America and the Caribbean","Antigua and Barbuda ",Clothes,Offline,H,12/2/2012,655836427,1/6/2013,5428,109.28,35.84,593171.84,194539.52,398632.32
Europe,Malta,Beverages,Online,M,5/20/2016,232430636,7/5/2016,245,47.45,31.79,11625.25,7788.55,3836.70
"Middle East and North Africa",Algeria,Cosmetics,Online,M,3/29/2011,865868413,4/13/2011,8560,437.20,263.33,3742432.00,2254104.80,1488327.20
"Middle East and North Africa",Bahrain,Fruits,Online,H,1/15/2013,162448585,2/1/2013,1001,9.33,6.92,9339.33,6926.92,2412.41
"Sub-Saharan Africa",Ghana,Meat,Online,H,9/7/2015,748782479,10/17/2015,230,421.89,364.69,97034.70,83878.70,13156.00
"Central America and the Caribbean","Trinidad and Tobago",Household,Online,M,5/4/2010,821793925,5/12/2010,5939,668.27,502.54,3968855.53,2984585.06,984270.47
Europe,Monaco,"Baby Food",Offline,C,12/18/2011,898719251,12/29/2011,9853,255.28,159.42,2515273.84,1570765.26,944508.58
Asia,Maldives,Snacks,Offline,M,1/27/2010,667107284,2/22/2010,725,152.58,97.44,110620.50,70644.00,39976.50
Europe,Portugal,"Office Supplies",Online,C,5/27/2010,334819352,7/8/2010,9342,651.21,524.96,6083603.82,4904176.32,1179427.50
"Sub-Saharan Africa",Rwanda,"Baby Food",Offline,M,12/13/2015,180029284,1/21/2016,3521,255.28,159.42,898840.88,561317.82,337523.06
Europe,Latvia,"Personal Care",Offline,C,8/24/2015,101223409,9/1/2015,3111,81.73,56.67,254262.03,176300.37,77961.66
"Central America and the Caribbean","Saint Lucia",Cosmetics,Offline,M,11/1/2010,967200553,12/1/2010,4992,437.20,263.33,2182502.40,1314543.36,867959.04
Asia,Japan,Clothes,Online,M,7/6/2011,567072045,8/24/2011,8075,109.28,35.84,882436.00,289408.00,593028.00
Europe,Liechtenstein,Cosmetics,Offline,M,5/12/2017,360261714,6/26/2017,8302,437.20,263.33,3629634.40,2186165.66,1443468.74
Europe,Netherlands,Cosmetics,Offline,C,1/1/2014,526505887,1/15/2014,3647,437.20,263.33,1594468.40,960364.51,634103.89
Europe,Armenia,Meat,Offline,L,8/13/2014,415853393,9/22/2014,9115,421.89,364.69,3845527.35,3324149.35,521378.00
"Sub-Saharan Africa",Zimbabwe,Clothes,Offline,L,9/23/2010,798665559,10/11/2010,1742,109.28,35.84,190365.76,62433.28,127932.48
"Sub-Saharan Africa","Cote d'Ivoire","Office Supplies",Online,M,11/12/2013,715616214,12/16/2013,5595,651.21,524.96,3643519.95,2937151.20,706368.75
"Australia and Oceania",Vanuatu,"Baby Food",Online,L,11/25/2013,627691686,1/1/2014,6773,255.28,159.42,1729011.44,1079751.66,649259.78
Europe,Latvia,"Baby Food",Offline,L,2/17/2013,166190803,2/28/2013,8406,255.28,159.42,2145883.68,1340084.52,805799.16
Europe,Slovakia,Meat,Offline,C,12/1/2014,382724893,12/8/2014,5656,421.89,364.69,2386209.84,2062686.64,323523.20
"Middle East and North Africa",Pakistan,Beverages,Online,M,4/28/2012,599217784,5/12/2012,713,47.45,31.79,33831.85,22666.27,11165.58
Europe,Netherlands,Vegetables,Offline,M,8/18/2014,657905805,9/20/2014,7803,154.06,90.93,1202130.18,709526.79,492603.39
Europe,Italy,Snacks,Online,L,3/31/2013,471337783,4/2/2013,8179,152.58,97.44,1247951.82,796961.76,450990.06
"Middle East and North Africa",Egypt,"Office Supplies",Offline,H,10/17/2015,472375047,11/12/2015,5128,651.21,524.96,3339404.88,2691994.88,647410.00
Europe,"Bosnia and Herzegovina","Baby Food",Online,H,1/10/2012,264191424,2/23/2012,8968,255.28,159.42,2289351.04,1429678.56,859672.48
"Middle East and North Africa",Libya,Vegetables,Offline,C,6/24/2015,870273244,7/5/2015,2047,154.06,90.93,315360.82,186133.71,129227.11
"Sub-Saharan Africa",Angola,Vegetables,Online,C,4/2/2014,684419333,4/24/2014,3745,154.06,90.93,576954.70,340532.85,236421.85
Europe,Germany,"Personal Care",Offline,H,8/25/2012,420741021,9/24/2012,5473,81.73,56.67,447308.29,310154.91,137153.38
Europe,Iceland,Household,Online,M,4/5/2012,863662135,5/5/2012,5673,668.27,502.54,3791095.71,2850909.42,940186.29
"Sub-Saharan Africa","Burkina Faso",Cosmetics,Offline,L,9/27/2015,617919003,10/28/2015,4820,437.20,263.33,2107304.00,1269250.60,838053.40
"Central America and the Caribbean",Nicaragua,Household,Online,C,6/8/2015,158560454,7/5/2015,417,668.27,502.54,278668.59,209559.18,69109.41
