Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,Cambodia,Fruits,Offline,L,10/30/2011,852783524,12/4/2011,6450,9.33,6.92,60178.50,44634.00,15544.50
"Sub-Saharan Africa",Zimbabwe,Snacks,Online,H,4/21/2012,255464160,5/21/2012,6377,152.58,97.44,973002.66,621374.88,351627.78
"Middle East and North Africa",Somalia,Cosmetics,Offline,C,11/1/2010,141941487,12/2/2010,2495,437.20,263.33,1090814.00,657008.35,433805.65
Asia,Indonesia,"Baby Food",Offline,L,7/21/2012,931014335,8/31/2012,6686,255.28,159.42,1706802.08,1065882.12,640919.96
"Middle East and North Africa","Saudi Arabia","Office Supplies",Online,H,2/1/2016,861794030,3/1/2016,2859,651.21,524.96,1861809.39,1500860.64,360948.75
"Middle East and North Africa",Egypt,Cereal,Online,H,5/5/2017,943704402,5/6/2017,1959,205.70,117.11,402966.30,229418.49,173547.81
Asia,"North Korea",Cereal,Offline,L,4/16/2013,906481778,5/16/2013,6957,205.70,117.11,1431054.90,814734.27,616320.63
Europe,Slovenia,Clothes,Online,M,5/1/2013,550174987,5/22/2013,7860,109.28,35.84,858940.80,281702.40,577238.40
"Australia and Oceania",Vanuatu,Cereal,Online,L,10/10/2012,195145356,11/27/2012,6702,205.70,117.11,1378601.40,784871.22,593730.18
Europe,Montenegro,Cosmetics,Offline,L,10/16/2011,232066714,11/4/2011,2553,437.20,263.33,1116171.60,672281.49,443890.11
"Central America and the Caribbean",Haiti,"Baby Food",Online,C,8/10/2011,671925389,8/18/2011,6509,255.28,159.42,1661617.52,1037664.78,623952.74
"Sub-Saharan Africa","Burkina Faso","Office Supplies",Offline,L,9/27/2010,696020209,10/24/2010,6702,651.21,524.96,4364409.42,3518281.92,846127.50
"Sub-Saharan Africa",Chad,Fruits,Online,H,4/29/2016,905962502,6/18/2016,3292,9.33,6.92,30714.36,22780.64,7933.72
Asia,Uzbekistan,Vegetables,Offline,H,1/31/2010,173676097,3/12/2010,3471,154.06,90.93,534742.26,315618.03,219124.23
Europe,Cyprus,Cereal,Online,C,8/24/2012,591397321,9/16/2012,6464,205.70,117.11,1329644.80,756999.04,572645.76
"Australia and Oceania",Tuvalu,Fruits,Online,C,8/21/2011,721675002,9/4/2011,8525,9.33,6.92,79538.25,58993.00,20545.25
"Sub-Saharan Africa",Guinea,Vegetables,Offline,C,11/21/2010,547370469,1/2/2011,7940,154.06,90.93,1223236.40,721984.20,501252.20
"Sub-Saharan Africa",Benin,Household,Online,H,7/8/2011,121657550,7/30/2011,27,668.27,502.54,18043.29,13568.58,4474.71
"Central America and the Caribbean","Dominican Republic","Personal Care",Online,M,9/13/2015,918022572,10/16/2015,2135,81.73,56.67,174493.55,120990.45,53503.10
"Sub-Saharan Africa",Nigeria,Meat,Offline,L,4/27/2015,880264365,6/9/2015,8642,421.89,364.69,3645973.38,3151650.98,494322.40
"Central America and the Caribbean","Dominican Republic",Vegetables,Offline,C,11/23/2010,272494256,12/26/2010,5961,154.06,90.93,918351.66,542033.73,376317.93
Europe,Monaco,Meat,Online,M,5/18/2015,329136073,6/10/2015,7533,421.89,364.69,3178097.37,2747209.77,430887.60
"Sub-Saharan Africa",Mozambique,Clothes,Offline,L,6/25/2012,104926145,8/9/2012,8833,109.28,35.84,965270.24,316574.72,648695.52
"Central America and the Caribbean",Nicaragua,Fruits,Online,L,7/2/2013,524913299,7/21/2013,2365,9.33,6.92,22065.45,16365.80,5699.65
"Central America and the Caribbean",Dominica,Household,Offline,C,8/21/2015,334458863,9/21/2015,2665,668.27,502.54,1780939.55,1339269.10,441670.45
"Sub-Saharan Africa",Rwanda,"Baby Food",Offline,C,5/20/2013,149236667,5/21/2013,1301,255.28,159.42,332119.28,207405.42,124713.86
Europe,"Moldova ",Clothes,Offline,L,6/7/2017,205233037,6/24/2017,1871,109.28,35.84,204462.88,67056.64,137406.24
"Sub-Saharan Africa",Ghana,Snacks,Online,C,1/16/2013,808746802,1/17/2013,5006,152.58,97.44,763815.48,487784.64,276030.84
"Middle East and North Africa",Azerbaijan,Meat,Online,M,10/30/2016,986389291,12/12/2016,3366,421.89,364.69,1420081.74,1227546.54,192535.20
Europe,Bulgaria,"Office Supplies",Online,L,5/24/2012,735084331,6/8/2012,6643,651.21,524.96,4325988.03,3487309.28,838678.75
"Sub-Saharan Africa",Mauritania,Beverages,Offline,M,9/10/2014,572068250,9/17/2014,6563,47.45,31.79,311414.35,208637.77,102776.58
"Central America and the Caribbean","Trinidad and Tobago",Vegetables,Offline,L,3/29/2013,184889876,5/17/2013,1878,154.06,90.93,289324.68,170766.54,118558.14
"Sub-Saharan Africa",Chad,Beverages,Online,C,10/7/2013,681410539,11/2/2013,3376,47.45,31.79,160191.20,107323.04,52868.16
"Middle East and North Africa",Qatar,Beverages,Offline,H,9/15/2011,539804065,10/6/2011,8873,47.45,31.79,421023.85,282072.67,138951.18
