Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,Malaysia,Clothes,Offline,C,12/3/2014,789529740,12/25/2014,8250,109.28,35.84,901560.00,295680.00,605880.00
"Middle East and North Africa",Azerbaijan,Beverages,Online,M,6/3/2017,372386157,7/11/2017,6194,47.45,31.79,293905.30,196907.26,96998.04
Asia,Maldives,Cereal,Offline,H,4/5/2017,692164266,4/20/2017,5642,205.70,117.11,1160559.40,660734.62,499824.78
"Sub-Saharan Africa","South Africa",Snacks,Online,L,1/2/2012,367662894,1/12/2012,8476,152.58,97.44,1293268.08,825901.44,467366.64
Europe,"San Marino",Meat,Offline,H,6/5/2015,337993371,7/18/2015,8604,421.89,364.69,3629941.56,3137792.76,492148.80
"Middle East and North Africa",Pakistan,"Personal Care",Online,M,11/11/2015,712579524,11/27/2015,6971,81.73,56.67,569739.83,395046.57,174693.26
Europe,Denmark,Fruits,Offline,C,4/12/2010,321157681,4/15/2010,6550,9.33,6.92,61111.50,45326.00,15785.50
Europe,Latvia,Snacks,Offline,L,8/26/2015,763776671,9/7/2015,7345,152.58,97.44,1120700.10,715696.80,405003.30
"Australia and Oceania",Fiji,Fruits,Offline,H,2/22/2012,560797822,3/6/2012,1393,9.33,6.92,12996.69,9639.56,3357.13
"Sub-Saharan Africa",Mauritania,Household,Offline,H,1/26/2015,102894961,2/12/2015,7760,668.27,502.54,5185775.20,3899710.40,1286064.80
"Sub-Saharan Africa",Namibia,"Baby Food",Online,C,7/8/2010,301054418,8/24/2010,7547,255.28,159.42,1926598.16,1203142.74,723455.42
"Middle East and North Africa",Afghanistan,Cosmetics,Online,L,2/21/2012,336575019,3/5/2012,8882,437.20,263.33,3883210.40,2338897.06,1544313.34
"Sub-Saharan Africa",Namibia,"Baby Food",Online,M,12/10/2011,811068093,1/21/2012,1927,255.28,159.42,491924.56,307202.34,184722.22
Europe,"Czech Republic",Fruits,Offline,C,5/5/2014,596457469,6/20/2014,3875,9.33,6.92,36153.75,26815.00,9338.75
"Australia and Oceania","Solomon Islands","Office Supplies",Online,C,4/7/2017,884979474,4/7/2017,3947,651.21,524.96,2570325.87,2072017.12,498308.75
Europe,"Vatican City",Fruits,Online,H,11/28/2015,239182937,12/19/2015,8401,9.33,6.92,78381.33,58134.92,20246.41
"Central America and the Caribbean",Dominica,Cereal,Online,L,2/7/2014,441929185,3/15/2014,5521,205.70,117.11,1135669.70,646564.31,489105.39
"Middle East and North Africa",Iran,Meat,Offline,H,12/18/2012,646392047,12/28/2012,626,421.89,364.69,264103.14,228295.94,35807.20
"Middle East and North Africa",Jordan,Clothes,Offline,C,9/2/2014,526057851,9/27/2014,1063,109.28,35.84,116164.64,38097.92,78066.72
"Australia and Oceania","Marshall Islands",Cereal,Offline,M,2/6/2011,724725425,3/24/2011,1213,205.70,117.11,249514.10,142054.43,107459.67
