Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Australia and Oceania","Federated States of Micronesia",Fruits,Offline,M,7/20/2016,789313447,8/14/2016,4244,9.33,6.92,39596.52,29368.48,10228.04
"Australia and Oceania","New Zealand",Cereal,Online,M,11/7/2012,893910586,12/12/2012,6862,205.70,117.11,1411513.40,803608.82,607904.58
Asia,Philippines,Clothes,Offline,M,10/26/2016,754570043,11/16/2016,2899,109.28,35.84,316802.72,103900.16,212902.56
"North America",Mexico,"Office Supplies",Offline,C,10/25/2011,452590644,12/8/2011,484,651.21,524.96,315185.64,254080.64,61105.00
Europe,France,"Personal Care",Online,M,7/23/2012,589583718,8/21/2012,9779,81.73,56.67,799237.67,554175.93,245061.74
"Australia and Oceania","Papua New Guinea",Cosmetics,Offline,M,11/29/2015,937473094,1/7/2016,7976,437.20,263.33,3487107.20,2100320.08,1386787.12
"Sub-Saharan Africa",Gabon,Household,Online,C,3/17/2012,888495099,3/17/2012,4299,668.27,502.54,2872892.73,2160419.46,712473.27
Europe,Malta,Beverages,Online,C,10/18/2011,805198562,11/14/2011,5003,47.45,31.79,237392.35,159045.37,78346.98
"Central America and the Caribbean",Guatemala,Cosmetics,Online,H,12/9/2010,670444810,1/27/2011,8373,437.20,263.33,3660675.60,2204862.09,1455813.51
Europe,Croatia,Beverages,Online,H,9/30/2010,537407672,10/29/2010,9727,47.45,31.79,461546.15,309221.33,152324.82
Europe,Portugal,"Personal Care",Offline,L,5/25/2013,979573476,7/13/2013,6415,81.73,56.67,524297.95,363538.05,160759.90
Europe,Estonia,Vegetables,Online,C,10/10/2010,840741050,11/5/2010,2815,154.06,90.93,433678.90,255967.95,177710.95
Asia,Tajikistan,Fruits,Offline,M,12/22/2010,385021722,2/1/2011,5338,9.33,6.92,49803.54,36938.96,12864.58
Europe,Liechtenstein,Clothes,Online,C,10/18/2011,846839320,10/31/2011,7428,109.28,35.84,811731.84,266219.52,545512.32
"Central America and the Caribbean","Saint Kitts and Nevis ",Meat,Online,M,2/7/2012,380930173,3/3/2012,4558,421.89,364.69,1922974.62,1662257.02,260717.60
"Sub-Saharan Africa",Cameroon,Clothes,Offline,L,8/12/2015,812343108,9/30/2015,9233,109.28,35.84,1008982.24,330910.72,678071.52
Europe,Bulgaria,Cosmetics,Online,H,12/17/2011,886439454,1/1/2012,5988,437.20,263.33,2617953.60,1576820.04,1041133.56
"Central America and the Caribbean",Nicaragua,Household,Offline,M,10/11/2010,318893039,11/30/2010,6392,668.27,502.54,4271581.84,3212235.68,1059346.16
"Sub-Saharan Africa",Burundi,Beverages,Online,L,3/11/2015,245690190,4/17/2015,4042,47.45,31.79,191792.90,128495.18,63297.72
"Sub-Saharan Africa",Tanzania,Meat,Online,H,6/15/2010,973129737,6/16/2010,9569,421.89,364.69,4037065.41,3489718.61,547346.80
"Central America and the Caribbean",Belize,Cereal,Online,C,3/8/2013,627823007,4/6/2013,5634,205.70,117.11,1158913.80,659797.74,499116.06
Europe,Luxembourg,Cereal,Offline,L,7/21/2014,106693828,9/6/2014,1929,205.70,117.11,396795.30,225905.19,170890.11
Asia,Brunei,Snacks,Offline,C,5/16/2014,826978528,6/27/2014,179,152.58,97.44,27311.82,17441.76,9870.06
Europe,Georgia,Snacks,Offline,L,4/22/2017,676225936,6/4/2017,9137,152.58,97.44,1394123.46,890309.28,503814.18
Europe,Bulgaria,Cereal,Offline,M,12/7/2013,762297379,1/16/2014,9589,205.70,117.11,1972457.30,1122967.79,849489.51
"Middle East and North Africa",Afghanistan,"Baby Food",Online,C,11/3/2014,463366687,11/13/2014,9355,255.28,159.42,2388144.40,1491374.10,896770.30
Asia,Cambodia,"Personal Care",Online,L,7/7/2016,577920186,8/24/2016,8281,81.73,56.67,676806.13,469284.27,207521.86
Europe,Russia,Snacks,Offline,C,9/28/2012,174756705,10/29/2012,3247,152.58,97.44,495427.26,316387.68,179039.58
"Australia and Oceania",Kiribati,"Personal Care",Offline,L,7/4/2013,642987573,7/8/2013,3166,81.73,56.67,258757.18,179417.22,79339.96
"Middle East and North Africa","Tunisia ",Snacks,Online,H,12/5/2010,742036616,1/24/2011,3979,152.58,97.44,607115.82,387713.76,219402.06
Asia,Taiwan,Vegetables,Offline,M,5/3/2013,651640164,5/15/2013,3660,154.06,90.93,563859.60,332803.80,231055.80
"Central America and the Caribbean","Trinidad and Tobago",Clothes,Offline,H,3/13/2011,621847045,4/6/2011,7214,109.28,35.84,788345.92,258549.76,529796.16
"Sub-Saharan Africa","Seychelles ",Household,Online,C,3/9/2011,523018586,4/11/2011,1677,668.27,502.54,1120688.79,842759.58,277929.21
Asia,Tajikistan,Clothes,Offline,M,4/2/2017,295828616,4/25/2017,1116,109.28,35.84,121956.48,39997.44,81959.04
"Sub-Saharan Africa","Republic of the Congo",Vegetables,Online,C,9/12/2011,401263463,10/25/2011,1631,154.06,90.93,251271.86,148306.83,102965.03
Europe,Croatia,Snacks,Offline,M,12/18/2011,470621955,1/16/2012,6350,152.58,97.44,968883.00,618744.00,350139.00
Europe,"San Marino","Personal Care",Online,C,11/1/2013,655515420,12/2/2013,435,81.73,56.67,35552.55,24651.45,10901.10
"Middle East and North Africa",Bahrain,Beverages,Online,M,5/21/2010,277867686,6/27/2010,6078,47.45,31.79,288401.10,193219.62,95181.48
"Middle East and North Africa",Morocco,Clothes,Offline,M,11/20/2010,979915082,1/8/2011,7503,109.28,35.84,819927.84,268907.52,551020.32
"Sub-Saharan Africa","Sao Tome and Principe","Office Supplies",Offline,L,4/29/2014,874206435,5/3/2014,5966,651.21,524.96,3885118.86,3131911.36,753207.50
"Middle East and North Africa",Libya,Household,Offline,L,3/5/2013,393603074,3/12/2013,4751,668.27,502.54,3174950.77,2387567.54,787383.23
"Sub-Saharan Africa",Madagascar,"Personal Care",Offline,L,5/2/2012,941278827,6/21/2012,4177,81.73,56.67,341386.21,236710.59,104675.62
Asia,Cambodia,Beverages,Online,M,3/13/2010,840720021,4/18/2010,6592,47.45,31.79,312790.40,209559.68,103230.72
"Sub-Saharan Africa",Botswana,Meat,Online,H,1/2/2010,285725486,1/8/2010,1376,421.89,364.69,580520.64,501813.44,78707.20
Europe,Netherlands,Beverages,Online,M,1/25/2016,890406548,2/14/2016,9939,47.45,31.79,471605.55,315960.81,155644.74
Europe,Luxembourg,Beverages,Online,C,10/26/2014,739187037,11/15/2014,726,47.45,31.79,34448.70,23079.54,11369.16
"North America",Greenland,Beverages,Online,H,6/28/2016,236803281,7/10/2016,4208,47.45,31.79,199669.60,133772.32,65897.28
"Middle East and North Africa",Israel,"Office Supplies",Online,M,6/9/2013,758304107,7/25/2013,7891,651.21,524.96,5138698.11,4142459.36,996238.75
"Central America and the Caribbean",Grenada,Clothes,Offline,H,3/23/2014,599050843,4/19/2014,1312,109.28,35.84,143375.36,47022.08,96353.28
Europe,Malta,Fruits,Online,M,2/16/2017,824717319,2/19/2017,1036,9.33,6.92,9665.88,7169.12,2496.76
"Middle East and North Africa",Iraq,Cereal,Offline,H,11/29/2013,321289861,1/6/2014,5664,205.70,117.11,1165084.80,663311.04,501773.76
"Sub-Saharan Africa",Madagascar,"Office Supplies",Offline,H,5/3/2016,745067298,5/30/2016,825,651.21,524.96,537248.25,433092.00,104156.25
Asia,Mongolia,Fruits,Offline,C,7/8/2014,672660958,8/12/2014,4180,9.33,6.92,38999.40,28925.60,10073.80
"Middle East and North Africa","Saudi Arabia",Household,Online,L,12/24/2010,550994670,1/3/2011,422,668.27,502.54,282009.94,212071.88,69938.06
Europe,Georgia,Meat,Offline,L,11/23/2016,447304761,12/11/2016,6274,421.89,364.69,2646937.86,2288065.06,358872.80
"Sub-Saharan Africa",Zimbabwe,Household,Online,L,6/5/2010,499140059,6/15/2010,5490,668.27,502.54,3668802.30,2758944.60,909857.70
Europe,Belarus,Clothes,Offline,L,3/25/2016,464361894,3/27/2016,3858,109.28,35.84,421602.24,138270.72,283331.52
"Middle East and North Africa",Turkey,Meat,Online,M,10/22/2010,171144092,12/9/2010,4195,421.89,364.69,1769828.55,1529874.55,239954.00
Europe,Poland,"Personal Care",Online,L,2/28/2017,867972981,3/12/2017,1348,81.73,56.67,110172.04,76391.16,33780.88
"Australia and Oceania","Marshall Islands","Office Supplies",Online,L,2/19/2010,273647391,2/22/2010,7199,651.21,524.96,4688060.79,3779187.04,908873.75
"Central America and the Caribbean","Saint Lucia",Vegetables,Online,M,1/30/2011,227278649,3/9/2011,5658,154.06,90.93,871671.48,514481.94,357189.54
"Sub-Saharan Africa",Tanzania,"Baby Food",Online,H,11/26/2015,838290584,12/18/2015,7667,255.28,159.42,1957231.76,1222273.14,734958.62
"Sub-Saharan Africa",Uganda,Vegetables,Offline,H,12/30/2013,936419522,1/27/2014,6201,154.06,90.93,955326.06,563856.93,391469.13
Europe,Armenia,Snacks,Offline,L,10/5/2014,321714293,10/17/2014,1263,152.58,97.44,192708.54,123066.72,69641.82
"North America",Greenland,Vegetables,Online,M,7/5/2013,214536225,8/22/2013,4891,154.06,90.93,753507.46,444738.63,308768.83
"North America",Mexico,Cosmetics,Offline,H,5/30/2010,105559146,7/12/2010,6152,437.20,263.33,2689654.40,1620006.16,1069648.24
Asia,Nepal,Cereal,Offline,M,4/7/2014,905769383,4/29/2014,6144,205.70,117.11,1263820.80,719523.84,544296.96
Europe,France,Cosmetics,Online,C,1/5/2016,896465766,2/21/2016,2996,437.20,263.33,1309851.20,788936.68,520914.52
Europe,Iceland,"Baby Food",Online,M,3/25/2015,679259622,5/5/2015,6872,255.28,159.42,1754284.16,1095534.24,658749.92
"Central America and the Caribbean",Jamaica,"Office Supplies",Online,M,5/3/2016,926074779,5/20/2016,4961,651.21,524.96,3230652.81,2604326.56,626326.25
Europe,Monaco,Cereal,Offline,H,4/4/2017,129147565,4/7/2017,6489,205.70,117.11,1334787.30,759926.79,574860.51
"North America","United States of America",Household,Online,M,3/8/2013,451026809,3/21/2013,7710,668.27,502.54,5152361.70,3874583.40,1277778.30
"Central America and the Caribbean","Costa Rica","Office Supplies",Online,L,7/12/2015,974573838,8/5/2015,6911,651.21,524.96,4500512.31,3627998.56,872513.75
"North America",Greenland,"Baby Food",Online,C,4/3/2010,852962481,4/5/2010,9408,255.28,159.42,2401674.24,1499823.36,901850.88
Europe,Estonia,Meat,Offline,L,9/9/2014,659679067,10/8/2014,2550,421.89,364.69,1075819.50,929959.50,145860.00
Europe,Andorra,Meat,Offline,H,2/20/2013,138522422,3/12/2013,718,421.89,364.69,302917.02,261847.42,41069.60
"North America",Canada,Snacks,Online,C,9/13/2013,453603875,9/19/2013,322,152.58,97.44,49130.76,31375.68,17755.08
"Sub-Saharan Africa",Cameroon,Beverages,Offline,C,3/5/2014,139347255,3/13/2014,4804,47.45,31.79,227949.80,152719.16,75230.64
"Middle East and North Africa",Libya,"Personal Care",Offline,C,6/4/2013,950488889,6/11/2013,9639,81.73,56.67,787795.47,546242.13,241553.34
"Australia and Oceania","Federated States of Micronesia",Beverages,Online,M,3/2/2015,212077605,3/27/2015,7331,47.45,31.79,347855.95,233052.49,114803.46
"Sub-Saharan Africa",Angola,"Personal Care",Online,M,8/10/2016,269474732,9/24/2016,2416,81.73,56.67,197459.68,136914.72,60544.96
Europe,Serbia,"Personal Care",Offline,H,3/28/2012,838354098,5/7/2012,6463,81.73,56.67,528220.99,366258.21,161962.78
Europe,Netherlands,Meat,Offline,C,10/2/2012,354702031,11/17/2012,3068,421.89,364.69,1294358.52,1118868.92,175489.60
"Australia and Oceania","Papua New Guinea",Cereal,Online,C,12/25/2010,924817359,1/30/2011,2863,205.70,117.11,588919.10,335285.93,253633.17
Europe,Greece,Clothes,Online,H,12/20/2015,675311410,2/6/2016,8508,109.28,35.84,929754.24,304926.72,624827.52
Europe,Denmark,Cosmetics,Online,L,4/24/2011,503108012,4/30/2011,9696,437.20,263.33,4239091.20,2553247.68,1685843.52
Europe,Portugal,Meat,Offline,M,12/19/2011,925443494,12/21/2011,8150,421.89,364.69,3438403.50,2972223.50,466180.00
"Sub-Saharan Africa",Eritrea,Vegetables,Offline,L,1/10/2015,729866683,1/20/2015,2626,154.06,90.93,404561.56,238782.18,165779.38
