Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,Bhutan,"Personal Care",Online,H,1/9/2015,224981820,1/12/2015,5975,81.73,56.67,488336.75,338603.25,149733.50
"Sub-Saharan Africa","Republic of the Congo",Cosmetics,Online,L,6/5/2016,590669047,6/28/2016,952,437.20,263.33,416214.40,250690.16,165524.24
"Sub-Saharan Africa",Comoros,Cosmetics,Online,H,7/10/2016,313395154,8/15/2016,9445,437.20,263.33,4129354.00,2487151.85,1642202.15
"Australia and Oceania","Solomon Islands",Beverages,Offline,L,5/23/2012,880708968,6/8/2012,210,47.45,31.79,9964.50,6675.90,3288.60
Europe,Latvia,"Personal Care",Offline,H,5/5/2017,700471818,5/12/2017,4032,81.73,56.67,329535.36,228493.44,101041.92
"Middle East and North Africa",Pakistan,Meat,Online,H,8/28/2011,950857532,10/4/2011,8729,421.89,364.69,3682677.81,3183379.01,499298.80
"Central America and the Caribbean",Haiti,"Personal Care",Offline,L,7/22/2014,630352437,9/7/2014,4149,81.73,56.67,339097.77,235123.83,103973.94
Asia,Taiwan,Beverages,Online,L,3/27/2012,607755362,4/13/2012,7172,47.45,31.79,340311.40,227997.88,112313.52
"Middle East and North Africa",Egypt,Meat,Online,L,9/11/2014,472177636,10/22/2014,6710,421.89,364.69,2830881.90,2447069.90,383812.00
"Central America and the Caribbean","Dominican Republic",Cereal,Offline,C,1/17/2014,783043086,1/17/2014,8705,205.70,117.11,1790618.50,1019442.55,771175.95
Asia,Singapore,Meat,Offline,C,1/18/2011,820088040,3/1/2011,1130,421.89,364.69,476735.70,412099.70,64636.00
"Sub-Saharan Africa",Mozambique,Meat,Offline,C,4/25/2011,833361327,6/11/2011,8991,421.89,364.69,3793212.99,3278927.79,514285.20
"Sub-Saharan Africa",Djibouti,Meat,Online,M,12/10/2013,693224275,12/22/2013,9323,421.89,364.69,3933280.47,3400004.87,533275.60
"Middle East and North Africa",Qatar,Vegetables,Online,M,4/24/2015,340350711,5/17/2015,6194,154.06,90.93,954247.64,563220.42,391027.22
"Central America and the Caribbean","El Salvador",Cosmetics,Offline,H,11/14/2012,235726964,12/12/2012,5702,437.20,263.33,2492914.40,1501507.66,991406.74
Europe,Spain,Household,Offline,L,6/26/2016,910651862,7/9/2016,978,668.27,502.54,653568.06,491484.12,162083.94
Europe,Spain,Beverages,Offline,M,5/17/2014,716736733,6/15/2014,7182,47.45,31.79,340785.90,228315.78,112470.12
"North America","United States of America",Fruits,Online,M,9/30/2014,775905406,10/11/2014,6507,9.33,6.92,60710.31,45028.44,15681.87
Europe,Slovakia,Snacks,Online,H,9/26/2011,930394208,10/10/2011,3176,152.58,97.44,484594.08,309469.44,175124.64
"Central America and the Caribbean","Antigua and Barbuda ",Household,Offline,C,11/24/2011,192751967,12/19/2011,8445,668.27,502.54,5643540.15,4243950.30,1399589.85
"Sub-Saharan Africa","Sierra Leone",Snacks,Online,C,4/13/2015,795840013,6/1/2015,5600,152.58,97.44,854448.00,545664.00,308784.00
"Australia and Oceania","Federated States of Micronesia",Fruits,Online,L,8/21/2011,542832171,9/14/2011,4957,9.33,6.92,46248.81,34302.44,11946.37
"Middle East and North Africa",Jordan,"Personal Care",Offline,C,7/4/2014,457214772,7/11/2014,8866,81.73,56.67,724618.18,502436.22,222181.96
Europe,Latvia,Beverages,Online,L,12/26/2011,732786643,2/4/2012,6707,47.45,31.79,318247.15,213215.53,105031.62
"Middle East and North Africa","Tunisia ","Personal Care",Online,L,12/14/2015,283659112,1/12/2016,9890,81.73,56.67,808309.70,560466.30,247843.40
"Sub-Saharan Africa",Niger,"Office Supplies",Online,L,11/6/2012,794256007,11/24/2012,6858,651.21,524.96,4465998.18,3600175.68,865822.50
Asia,Singapore,Snacks,Offline,C,11/25/2012,869313657,12/10/2012,8084,152.58,97.44,1233456.72,787704.96,445751.76
Europe,"Moldova ","Office Supplies",Offline,H,1/15/2016,983880889,1/30/2016,1074,651.21,524.96,699399.54,563807.04,135592.50
Asia,"North Korea",Vegetables,Online,H,9/6/2015,333319032,10/5/2015,5363,154.06,90.93,826223.78,487657.59,338566.19
"Central America and the Caribbean",Haiti,"Baby Food",Online,H,2/6/2010,883301913,2/7/2010,7520,255.28,159.42,1919705.60,1198838.40,720867.20
"Central America and the Caribbean","Saint Lucia",Household,Offline,L,10/14/2013,619815862,11/29/2013,6142,668.27,502.54,4104514.34,3086600.68,1017913.66
Asia,Kyrgyzstan,"Office Supplies",Online,H,10/11/2015,299159705,10/20/2015,6860,651.21,524.96,4467300.60,3601225.60,866075.00
"Sub-Saharan Africa","Burkina Faso",Fruits,Online,C,10/2/2013,297944772,10/7/2013,7334,9.33,6.92,68426.22,50751.28,17674.94
"Sub-Saharan Africa","Central African Republic",Vegetables,Offline,M,4/2/2010,163094890,5/5/2010,2257,154.06,90.93,347713.42,205229.01,142484.41
"Middle East and North Africa",Libya,Vegetables,Offline,M,6/11/2016,861846387,6/18/2016,8353,154.06,90.93,1286863.18,759538.29,527324.89
"Sub-Saharan Africa","Central African Republic",Fruits,Online,L,6/26/2010,731748092,7/26/2010,9376,9.33,6.92,87478.08,64881.92,22596.16
"North America",Greenland,Household,Online,M,1/12/2017,430661332,1/28/2017,1113,668.27,502.54,743784.51,559327.02,184457.49
Europe,Slovakia,"Office Supplies",Offline,H,8/5/2012,686759936,8/24/2012,6381,651.21,524.96,4155371.01,3349769.76,805601.25
"Middle East and North Africa",Libya,"Baby Food",Online,M,8/6/2012,948530232,8/13/2012,29,255.28,159.42,7403.12,4623.18,2779.94
"Sub-Saharan Africa",Eritrea,"Baby Food",Offline,C,8/8/2014,734771049,9/11/2014,3936,255.28,159.42,1004782.08,627477.12,377304.96
Asia,India,Clothes,Online,H,3/29/2017,984593713,4/17/2017,2014,109.28,35.84,220089.92,72181.76,147908.16
Europe,Kosovo,Household,Offline,C,6/1/2016,907422053,6/19/2016,5205,668.27,502.54,3478345.35,2615720.70,862624.65
Asia,Kazakhstan,"Baby Food",Online,M,9/5/2016,232992398,9/7/2016,6483,255.28,159.42,1654980.24,1033519.86,621460.38
"Central America and the Caribbean",Guatemala,"Baby Food",Offline,C,4/10/2012,561353576,5/10/2012,5852,255.28,159.42,1493898.56,932925.84,560972.72
"Central America and the Caribbean",Barbados,Household,Offline,L,8/30/2013,412866914,9/21/2013,5349,668.27,502.54,3574576.23,2688086.46,886489.77
"Sub-Saharan Africa",Mauritania,Fruits,Online,H,6/9/2013,178206241,7/18/2013,4042,9.33,6.92,37711.86,27970.64,9741.22
Asia,Turkmenistan,"Office Supplies",Online,M,11/1/2012,768357884,11/3/2012,3027,651.21,524.96,1971212.67,1589053.92,382158.75
"Sub-Saharan Africa","Cape Verde","Office Supplies",Offline,L,5/12/2010,464620673,6/7/2010,437,651.21,524.96,284578.77,229407.52,55171.25
"Central America and the Caribbean","Antigua and Barbuda ",Clothes,Online,C,2/28/2013,768605935,4/2/2013,6431,109.28,35.84,702779.68,230487.04,472292.64
"Middle East and North Africa",Bahrain,Fruits,Offline,H,7/10/2010,552237498,8/17/2010,8203,9.33,6.92,76533.99,56764.76,19769.23
"Sub-Saharan Africa","South Africa",Household,Offline,L,7/3/2015,107751691,7/17/2015,4975,668.27,502.54,3324643.25,2500136.50,824506.75
Europe,Lithuania,"Office Supplies",Online,H,9/23/2015,697697341,10/23/2015,3002,651.21,524.96,1954932.42,1575929.92,379002.50
Europe,Kosovo,Cereal,Offline,L,1/12/2015,504935777,1/22/2015,572,205.70,117.11,117660.40,66986.92,50673.48
"Sub-Saharan Africa",Rwanda,Cereal,Online,C,7/12/2014,482640826,8/3/2014,3001,205.70,117.11,617305.70,351447.11,265858.59
"Sub-Saharan Africa",Benin,Clothes,Online,C,5/24/2016,304298818,7/9/2016,7637,109.28,35.84,834571.36,273710.08,560861.28
"Middle East and North Africa",Algeria,Vegetables,Offline,M,7/7/2012,613708579,8/25/2012,8861,154.06,90.93,1365125.66,805730.73,559394.93
Europe,Slovenia,"Baby Food",Online,C,12/26/2010,774981439,1/5/2011,3084,255.28,159.42,787283.52,491651.28,295632.24
"Middle East and North Africa",Yemen,Beverages,Online,M,3/5/2017,222541224,3/6/2017,3749,47.45,31.79,177890.05,119180.71,58709.34
"Australia and Oceania",Fiji,"Baby Food",Online,M,10/21/2014,711124265,10/25/2014,6328,255.28,159.42,1615411.84,1008809.76,606602.08
Europe,France,Vegetables,Online,L,3/2/2015,465779387,4/12/2015,3326,154.06,90.93,512403.56,302433.18,209970.38
"Middle East and North Africa",Yemen,"Personal Care",Online,H,6/18/2015,931867921,7/31/2015,9281,81.73,56.67,758536.13,525954.27,232581.86
"Sub-Saharan Africa",Namibia,Snacks,Online,C,3/7/2010,925063693,4/9/2010,5759,152.58,97.44,878708.22,561156.96,317551.26
