Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa","Tunisia ",Beverages,Online,L,10/31/2010,119310510,12/8/2010,5486,47.45,31.79,260310.70,174399.94,85910.76
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Online,C,6/19/2017,984326350,7/20/2017,2896,81.73,56.67,236690.08,164116.32,72573.76
"Middle East and North Africa",Somalia,Cereal,Online,L,10/27/2013,802084195,11/29/2013,3392,205.70,117.11,697734.40,397237.12,300497.28
Asia,Indonesia,Clothes,Offline,C,11/13/2016,272632873,11/16/2016,6980,109.28,35.84,762774.40,250163.20,512611.20
"Sub-Saharan Africa","Cote d'Ivoire",Household,Online,C,5/10/2014,616333711,5/23/2014,5696,668.27,502.54,3806465.92,2862467.84,943998.08
"Middle East and North Africa",Libya,Beverages,Offline,C,1/5/2014,423860538,1/28/2014,8607,47.45,31.79,408402.15,273616.53,134785.62
"Middle East and North Africa","United Arab Emirates",Vegetables,Offline,M,1/28/2017,606199681,2/1/2017,6812,154.06,90.93,1049456.72,619415.16,430041.56
Asia,"South Korea","Baby Food",Offline,M,6/26/2014,344649970,7/17/2014,8440,255.28,159.42,2154563.20,1345504.80,809058.40
"Central America and the Caribbean","Saint Vincent and the Grenadines",Meat,Online,L,5/19/2013,240822732,7/5/2013,3653,421.89,364.69,1541164.17,1332212.57,208951.60
Europe,Spain,Clothes,Offline,M,8/15/2010,966641795,9/28/2010,9643,109.28,35.84,1053787.04,345605.12,708181.92
"Australia and Oceania",Kiribati,Vegetables,Online,H,9/12/2011,114343488,10/21/2011,5634,154.06,90.93,867974.04,512299.62,355674.42
"Sub-Saharan Africa",Comoros,Snacks,Online,L,10/21/2011,746476638,12/7/2011,7880,152.58,97.44,1202330.40,767827.20,434503.20
Europe,"Moldova ",Household,Online,H,10/11/2014,145902574,11/25/2014,4669,668.27,502.54,3120152.63,2346359.26,773793.37
Asia,Taiwan,"Office Supplies",Offline,C,2/26/2014,165795123,2/26/2014,1316,651.21,524.96,856992.36,690847.36,166145.00
"Sub-Saharan Africa",Botswana,Fruits,Online,M,2/12/2012,479640614,3/25/2012,5171,9.33,6.92,48245.43,35783.32,12462.11
Europe,Latvia,"Personal Care",Online,L,9/10/2015,831237876,10/17/2015,614,81.73,56.67,50182.22,34795.38,15386.84
Europe,Russia,"Office Supplies",Online,H,4/4/2010,584698235,4/21/2010,4056,651.21,524.96,2641307.76,2129237.76,512070.00
Europe,Russia,"Baby Food",Online,H,4/30/2016,974445521,5/1/2016,8939,255.28,159.42,2281947.92,1425055.38,856892.54
"Sub-Saharan Africa","South Africa",Vegetables,Offline,M,1/20/2010,155216062,2/11/2010,737,154.06,90.93,113542.22,67015.41,46526.81
