Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa","Tunisia ","Baby Food",Online,L,6/14/2012,146762597,7/17/2012,9169,255.28,159.42,2340662.32,1461721.98,878940.34
"Central America and the Caribbean",Grenada,"Office Supplies",Online,C,2/9/2014,534971797,3/11/2014,8898,651.21,524.96,5794466.58,4671094.08,1123372.50
"Sub-Saharan Africa",Madagascar,Snacks,Offline,M,7/12/2011,424360501,8/27/2011,6557,152.58,97.44,1000467.06,638914.08,361552.98
"Australia and Oceania","Marshall Islands",Cereal,Online,L,4/25/2010,964977538,5/7/2010,7152,205.70,117.11,1471166.40,837570.72,633595.68
Asia,Indonesia,Household,Offline,M,2/21/2017,227184236,3/20/2017,7719,668.27,502.54,5158376.13,3879106.26,1279269.87
Europe,Portugal,Fruits,Offline,M,3/31/2013,851654422,4/26/2013,2324,9.33,6.92,21682.92,16082.08,5600.84
Europe,Sweden,Cosmetics,Online,L,3/22/2011,599374425,3/27/2011,7067,437.20,263.33,3089692.40,1860953.11,1228739.29
"Sub-Saharan Africa",Nigeria,Beverages,Online,L,5/10/2013,901643073,5/12/2013,5077,47.45,31.79,240903.65,161397.83,79505.82
Asia,Cambodia,Household,Offline,L,6/12/2015,110071694,6/29/2015,1515,668.27,502.54,1012429.05,761348.10,251080.95
"Australia and Oceania",Vanuatu,Snacks,Offline,M,7/20/2010,246584117,8/27/2010,8575,152.58,97.44,1308373.50,835548.00,472825.50
"Central America and the Caribbean",Honduras,"Office Supplies",Offline,C,7/12/2015,253416669,7/26/2015,479,651.21,524.96,311929.59,251455.84,60473.75
Asia,Taiwan,Household,Online,C,3/18/2014,943118178,4/25/2014,8482,668.27,502.54,5668266.14,4262544.28,1405721.86
"Central America and the Caribbean",Guatemala,Vegetables,Online,H,3/22/2014,948549973,4/1/2014,5871,154.06,90.93,904486.26,533850.03,370636.23
"Central America and the Caribbean",Haiti,Meat,Offline,C,11/19/2012,772885882,12/12/2012,2963,421.89,364.69,1250060.07,1080576.47,169483.60
"North America",Greenland,Beverages,Offline,C,3/2/2016,539612233,4/2/2016,2106,47.45,31.79,99929.70,66949.74,32979.96
"Middle East and North Africa",Iran,Meat,Offline,C,3/2/2012,442527854,3/28/2012,2681,421.89,364.69,1131087.09,977733.89,153353.20
"Middle East and North Africa",Libya,Household,Online,H,10/6/2012,295744073,10/20/2012,6098,668.27,502.54,4075110.46,3064488.92,1010621.54
"Sub-Saharan Africa","Democratic Republic of the Congo",Vegetables,Offline,C,12/20/2011,883684718,1/30/2012,800,154.06,90.93,123248.00,72744.00,50504.00
"Sub-Saharan Africa",Botswana,Clothes,Online,L,6/8/2012,811086118,6/20/2012,7261,109.28,35.84,793482.08,260234.24,533247.84
Europe,"Moldova ","Personal Care",Online,M,2/3/2014,552997100,2/28/2014,2986,81.73,56.67,244045.78,169216.62,74829.16
"Middle East and North Africa",Qatar,Cereal,Online,L,5/12/2010,204778993,6/19/2010,7509,205.70,117.11,1544601.30,879378.99,665222.31
"Sub-Saharan Africa","Democratic Republic of the Congo","Personal Care",Offline,L,8/30/2014,832105624,10/17/2014,7400,81.73,56.67,604802.00,419358.00,185444.00
Europe,"Moldova ",Fruits,Offline,L,3/10/2011,420963323,3/26/2011,1257,9.33,6.92,11727.81,8698.44,3029.37
Europe,Andorra,Vegetables,Offline,M,9/12/2011,627650916,10/25/2011,4709,154.06,90.93,725468.54,428189.37,297279.17
Asia,Malaysia,Household,Online,M,11/16/2013,928779733,12/24/2013,5417,668.27,502.54,3620018.59,2722259.18,897759.41
Asia,China,Meat,Online,C,9/6/2012,871273601,9/8/2012,8075,421.89,364.69,3406761.75,2944871.75,461890.00
"Middle East and North Africa",Morocco,"Personal Care",Online,L,9/19/2011,522368848,9/20/2011,9405,81.73,56.67,768670.65,532981.35,235689.30
