Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Croatia,Cosmetics,Offline,H,11/4/2012,108835732,11/26/2012,5767,437.20,263.33,2521332.40,1518624.11,1002708.29
"Central America and the Caribbean",Barbados,Cereal,Offline,L,8/26/2013,912437999,9/26/2013,9535,205.70,117.11,1961349.50,1116643.85,844705.65
"Middle East and North Africa",Iran,Household,Online,M,11/4/2010,995735394,12/20/2010,9086,668.27,502.54,6071901.22,4566078.44,1505822.78
Europe,Iceland,Beverages,Offline,L,12/19/2010,271276748,12/23/2010,5673,47.45,31.79,269183.85,180344.67,88839.18
Europe,Belarus,Beverages,Offline,H,1/28/2014,971923387,2/8/2014,2583,47.45,31.79,122563.35,82113.57,40449.78
Europe,Netherlands,Meat,Online,H,6/30/2017,900849139,7/6/2017,134,421.89,364.69,56533.26,48868.46,7664.80
"Middle East and North Africa",Qatar,Meat,Offline,L,1/18/2012,181540334,3/4/2012,674,421.89,364.69,284353.86,245801.06,38552.80
Europe,Norway,Snacks,Online,H,2/11/2016,807795798,3/2/2016,3583,152.58,97.44,546694.14,349127.52,197566.62
"Sub-Saharan Africa",Kenya,Beverages,Online,M,4/16/2011,793726861,5/23/2011,271,47.45,31.79,12858.95,8615.09,4243.86
Europe,Bulgaria,Household,Online,L,4/20/2014,923757350,5/29/2014,9183,668.27,502.54,6136723.41,4614824.82,1521898.59
Asia,Bangladesh,Vegetables,Offline,L,8/29/2012,702623593,10/3/2012,790,154.06,90.93,121707.40,71834.70,49872.70
"Middle East and North Africa",Morocco,Meat,Online,C,11/12/2013,605374419,12/3/2013,2598,421.89,364.69,1096070.22,947464.62,148605.60
"Middle East and North Africa",Jordan,Meat,Online,M,5/5/2011,727371156,5/10/2011,4144,421.89,364.69,1748312.16,1511275.36,237036.80
"Central America and the Caribbean","Costa Rica",Household,Online,H,12/6/2010,334287631,1/11/2011,1993,668.27,502.54,1331862.11,1001562.22,330299.89
"Sub-Saharan Africa",Tanzania,Cosmetics,Offline,C,12/22/2011,112110173,1/14/2012,4746,437.20,263.33,2074951.20,1249764.18,825187.02
Asia,Malaysia,Fruits,Online,L,2/2/2011,817137610,2/17/2011,8032,9.33,6.92,74938.56,55581.44,19357.12
"Australia and Oceania",Australia,Clothes,Online,M,7/11/2013,125981271,8/6/2013,9512,109.28,35.84,1039471.36,340910.08,698561.28
"Central America and the Caribbean","Saint Kitts and Nevis ",Beverages,Online,C,4/1/2014,285564982,4/5/2014,3879,47.45,31.79,184058.55,123313.41,60745.14
Europe,Croatia,"Office Supplies",Online,L,11/7/2016,463125073,11/23/2016,7856,651.21,524.96,5115905.76,4124085.76,991820.00
Europe,Montenegro,Fruits,Offline,M,8/23/2014,796210372,9/3/2014,5197,9.33,6.92,48488.01,35963.24,12524.77
Europe,Ireland,"Baby Food",Online,M,2/17/2017,142682206,2/23/2017,1690,255.28,159.42,431423.20,269419.80,162003.40
"Sub-Saharan Africa",Zambia,Meat,Online,C,12/20/2015,130714404,12/24/2015,152,421.89,364.69,64127.28,55432.88,8694.40
"Sub-Saharan Africa",Botswana,Cosmetics,Offline,C,6/9/2011,208793294,7/1/2011,5430,437.20,263.33,2373996.00,1429881.90,944114.10
"Sub-Saharan Africa","Republic of the Congo",Household,Online,L,3/31/2016,795717704,4/16/2016,9406,668.27,502.54,6285747.62,4726891.24,1558856.38
"Australia and Oceania","Solomon Islands",Vegetables,Online,M,11/16/2013,130598962,11/19/2013,5990,154.06,90.93,922819.40,544670.70,378148.70
"Sub-Saharan Africa",Liberia,Household,Online,C,5/21/2015,122860896,7/2/2015,6124,668.27,502.54,4092485.48,3077554.96,1014930.52
Europe,Greece,Clothes,Offline,L,3/2/2010,502239835,3/2/2010,2783,109.28,35.84,304126.24,99742.72,204383.52
Europe,Bulgaria,Beverages,Offline,C,3/11/2015,168784606,4/18/2015,5971,47.45,31.79,283323.95,189818.09,93505.86
Asia,Tajikistan,Cosmetics,Offline,L,8/16/2010,342856538,9/11/2010,7723,437.20,263.33,3376495.60,2033697.59,1342798.01
"Sub-Saharan Africa","Cape Verde",Household,Offline,H,10/14/2011,515129458,11/8/2011,7109,668.27,502.54,4750731.43,3572556.86,1178174.57
"Sub-Saharan Africa",Mali,Fruits,Online,H,4/29/2012,696589696,5/6/2012,5226,9.33,6.92,48758.58,36163.92,12594.66
"Central America and the Caribbean",Jamaica,"Baby Food",Offline,M,10/5/2010,968536078,11/8/2010,203,255.28,159.42,51821.84,32362.26,19459.58
"Middle East and North Africa",Morocco,Meat,Offline,C,3/28/2014,132579934,4/29/2014,2204,421.89,364.69,929845.56,803776.76,126068.80
Asia,China,Household,Online,L,1/12/2012,660645091,1/23/2012,8418,668.27,502.54,5625496.86,4230381.72,1395115.14
Europe,Liechtenstein,"Baby Food",Online,H,3/18/2017,144967877,3/18/2017,8071,255.28,159.42,2060364.88,1286678.82,773686.06
Asia,Malaysia,Cosmetics,Offline,H,5/26/2017,748097121,6/8/2017,7417,437.20,263.33,3242712.40,1953118.61,1289593.79
"Sub-Saharan Africa",Angola,Household,Offline,H,6/6/2016,652894151,7/4/2016,4743,668.27,502.54,3169604.61,2383547.22,786057.39
"Middle East and North Africa",Israel,Beverages,Online,M,6/2/2015,812532794,6/11/2015,5365,47.45,31.79,254569.25,170553.35,84015.90
"Central America and the Caribbean","Antigua and Barbuda ",Cosmetics,Offline,C,7/15/2016,900499379,8/23/2016,6632,437.20,263.33,2899510.40,1746404.56,1153105.84
Asia,"North Korea",Snacks,Offline,H,9/4/2011,660592734,10/7/2011,2925,152.58,97.44,446296.50,285012.00,161284.50
"Sub-Saharan Africa","South Africa",Beverages,Online,C,6/30/2016,356924188,7/22/2016,654,47.45,31.79,31032.30,20790.66,10241.64
"Central America and the Caribbean",Dominica,Household,Offline,L,8/28/2013,323917567,9/24/2013,3261,668.27,502.54,2179228.47,1638782.94,540445.53
"Sub-Saharan Africa",Benin,"Baby Food",Offline,M,3/2/2017,516309201,4/1/2017,6221,255.28,159.42,1588096.88,991751.82,596345.06
"Australia and Oceania","Samoa ","Baby Food",Online,L,8/6/2015,959147918,8/6/2015,2038,255.28,159.42,520260.64,324897.96,195362.68
"Middle East and North Africa","Tunisia ",Vegetables,Offline,L,9/22/2013,397795045,10/15/2013,5249,154.06,90.93,808660.94,477291.57,331369.37
"Central America and the Caribbean",Panama,Cereal,Offline,C,8/12/2013,347924411,9/3/2013,7420,205.70,117.11,1526294.00,868956.20,657337.80
"Middle East and North Africa",Azerbaijan,Household,Online,L,10/25/2010,145522344,11/25/2010,2150,668.27,502.54,1436780.50,1080461.00,356319.50
"Middle East and North Africa",Syria,Beverages,Offline,M,4/21/2013,996887671,5/15/2013,70,47.45,31.79,3321.50,2225.30,1096.20
"Middle East and North Africa",Lebanon,Fruits,Offline,L,12/23/2014,128631722,1/31/2015,3840,9.33,6.92,35827.20,26572.80,9254.40
"Sub-Saharan Africa",Djibouti,Vegetables,Offline,C,7/31/2014,237678325,8/1/2014,3153,154.06,90.93,485751.18,286702.29,199048.89
Europe,Malta,"Office Supplies",Online,M,12/3/2011,941263806,1/22/2012,9732,651.21,524.96,6337575.72,5108910.72,1228665.00
"Middle East and North Africa",Yemen,Beverages,Online,L,9/1/2011,126936995,9/12/2011,2333,47.45,31.79,110700.85,74166.07,36534.78
Asia,Turkmenistan,Beverages,Online,C,12/22/2011,702559220,1/17/2012,1741,47.45,31.79,82610.45,55346.39,27264.06
Europe,Armenia,Clothes,Offline,H,11/4/2015,246304309,11/27/2015,5773,109.28,35.84,630873.44,206904.32,423969.12
"Sub-Saharan Africa","South Africa",Meat,Offline,H,3/14/2012,456658589,4/28/2012,4279,421.89,364.69,1805267.31,1560508.51,244758.80
Europe,Norway,Cereal,Offline,H,7/18/2017,402420890,8/7/2017,4139,205.70,117.11,851392.30,484718.29,366674.01
Europe,Norway,"Office Supplies",Offline,L,7/29/2011,572702538,9/10/2011,4263,651.21,524.96,2776108.23,2237904.48,538203.75
"Sub-Saharan Africa","Central African Republic","Personal Care",Online,L,9/10/2016,626927363,10/26/2016,593,81.73,56.67,48465.89,33605.31,14860.58
"Sub-Saharan Africa",Zimbabwe,Cereal,Offline,L,12/11/2010,744831693,1/3/2011,1105,205.70,117.11,227298.50,129406.55,97891.95
"Middle East and North Africa",Lebanon,Clothes,Offline,H,1/31/2015,276464354,2/8/2015,801,109.28,35.84,87533.28,28707.84,58825.44
"Central America and the Caribbean",Barbados,Cosmetics,Offline,M,1/25/2013,892186677,3/14/2013,6719,437.20,263.33,2937546.80,1769314.27,1168232.53
Europe,Italy,Beverages,Online,C,6/2/2016,732672488,6/29/2016,2926,47.45,31.79,138838.70,93017.54,45821.16
"Australia and Oceania",Nauru,Vegetables,Online,H,1/6/2015,258908116,2/18/2015,5520,154.06,90.93,850411.20,501933.60,348477.60
"Australia and Oceania","East Timor",Cereal,Online,L,2/22/2011,902192389,3/28/2011,7632,205.70,117.11,1569902.40,893783.52,676118.88
"Sub-Saharan Africa","South Sudan",Cosmetics,Offline,C,10/1/2015,114136636,11/18/2015,4422,437.20,263.33,1933298.40,1164445.26,768853.14
"Sub-Saharan Africa",Ethiopia,"Baby Food",Offline,M,4/26/2014,816664683,5/20/2014,8083,255.28,159.42,2063428.24,1288591.86,774836.38
Europe,Kosovo,Household,Online,M,2/16/2016,152012860,2/28/2016,2838,668.27,502.54,1896550.26,1426208.52,470341.74
Asia,India,Fruits,Offline,L,8/4/2012,732729995,8/8/2012,9943,9.33,6.92,92768.19,68805.56,23962.63
"Sub-Saharan Africa",Madagascar,Clothes,Online,M,5/1/2011,291677415,5/2/2011,2684,109.28,35.84,293307.52,96194.56,197112.96
"Middle East and North Africa",Kuwait,Cereal,Online,L,3/30/2017,232028949,5/14/2017,1377,205.70,117.11,283248.90,161260.47,121988.43
"Central America and the Caribbean","Saint Kitts and Nevis ",Cereal,Offline,M,7/29/2013,677270925,9/7/2013,8372,205.70,117.11,1722120.40,980444.92,741675.48
"Australia and Oceania",Australia,"Personal Care",Offline,H,2/21/2011,921202170,3/21/2011,3048,81.73,56.67,249113.04,172730.16,76382.88
"Sub-Saharan Africa","Cote d'Ivoire",Cereal,Online,L,4/2/2014,777934014,4/17/2014,6817,205.70,117.11,1402256.90,798338.87,603918.03
Asia,Turkmenistan,"Office Supplies",Offline,M,12/1/2016,131890285,1/18/2017,8121,651.21,524.96,5288476.41,4263200.16,1025276.25
Asia,Singapore,Beverages,Offline,L,3/21/2014,287807309,4/21/2014,7433,47.45,31.79,352695.85,236295.07,116400.78
Asia,Bangladesh,Fruits,Offline,H,8/28/2013,820733916,9/8/2013,2259,9.33,6.92,21076.47,15632.28,5444.19
Asia,Malaysia,Meat,Online,H,3/24/2016,926031434,5/12/2016,2135,421.89,364.69,900735.15,778613.15,122122.00
"Australia and Oceania","New Zealand",Cosmetics,Offline,L,8/18/2012,769373691,9/27/2012,3627,437.20,263.33,1585724.40,955097.91,630626.49
"Middle East and North Africa",Israel,"Office Supplies",Offline,L,5/7/2017,136747014,6/22/2017,5335,651.21,524.96,3474205.35,2800661.60,673543.75
"Sub-Saharan Africa","Burkina Faso","Office Supplies",Offline,C,11/9/2011,684450232,11/23/2011,2889,651.21,524.96,1881345.69,1516609.44,364736.25
"Middle East and North Africa",Syria,Cereal,Online,M,7/19/2016,989094674,7/27/2016,3949,205.70,117.11,812309.30,462467.39,349841.91
Asia,Myanmar,"Personal Care",Online,M,3/30/2011,597604167,4/28/2011,3208,81.73,56.67,262189.84,181797.36,80392.48
Europe,Belgium,Household,Online,L,9/7/2014,477215039,10/17/2014,7390,668.27,502.54,4938515.30,3713770.60,1224744.70
Europe,Germany,Vegetables,Online,M,8/6/2012,765476119,9/18/2012,249,154.06,90.93,38360.94,22641.57,15719.37
"Central America and the Caribbean","Saint Vincent and the Grenadines",Cosmetics,Offline,C,7/3/2014,320248734,7/6/2014,7572,437.20,263.33,3310478.40,1993934.76,1316543.64
