Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa","Cape Verde",Fruits,Online,H,4/27/2012,574304139,6/14/2012,8212,9.33,6.92,76617.96,56827.04,19790.92
Europe,Netherlands,"Personal Care",Offline,H,10/4/2011,236591708,10/23/2011,1599,81.73,56.67,130686.27,90615.33,40070.94
Asia,"Sri Lanka",Cereal,Offline,M,3/12/2016,604160344,3/20/2016,3326,205.70,117.11,684158.20,389507.86,294650.34
"Central America and the Caribbean","Dominican Republic",Cereal,Online,C,9/6/2014,633308875,9/19/2014,9025,205.70,117.11,1856442.50,1056917.75,799524.75
"Sub-Saharan Africa","Republic of the Congo","Office Supplies",Online,H,6/19/2012,700648629,8/6/2012,6354,651.21,524.96,4137788.34,3335595.84,802192.50
"Sub-Saharan Africa","Burkina Faso",Vegetables,Online,H,2/1/2012,353103435,2/11/2012,8,154.06,90.93,1232.48,727.44,505.04
"Central America and the Caribbean",Belize,"Office Supplies",Online,H,2/20/2017,557909619,3/9/2017,6709,651.21,524.96,4368967.89,3521956.64,847011.25
"Sub-Saharan Africa","South Sudan",Snacks,Online,H,5/9/2013,552616012,5/28/2013,213,152.58,97.44,32499.54,20754.72,11744.82
"Australia and Oceania","Papua New Guinea","Baby Food",Online,C,3/31/2010,995083940,5/1/2010,6306,255.28,159.42,1609795.68,1005302.52,604493.16
"Central America and the Caribbean",Honduras,Beverages,Online,H,8/10/2014,813487231,8/17/2014,7804,47.45,31.79,370299.80,248089.16,122210.64
Europe,Romania,Snacks,Offline,L,7/30/2011,356312215,8/14/2011,9557,152.58,97.44,1458207.06,931234.08,526972.98
"Central America and the Caribbean",Belize,"Personal Care",Offline,C,11/11/2013,942357718,11/19/2013,3445,81.73,56.67,281559.85,195228.15,86331.70
"Sub-Saharan Africa","Seychelles ",Vegetables,Offline,C,7/9/2012,810735070,7/16/2012,3378,154.06,90.93,520414.68,307161.54,213253.14
"Sub-Saharan Africa",Benin,"Personal Care",Offline,L,1/13/2011,970868098,1/30/2011,300,81.73,56.67,24519.00,17001.00,7518.00
"Middle East and North Africa",Libya,Meat,Online,M,12/10/2013,252493131,12/19/2013,7183,421.89,364.69,3030435.87,2619568.27,410867.60
Asia,Mongolia,Meat,Offline,M,7/1/2015,255658996,8/11/2015,4033,421.89,364.69,1701482.37,1470794.77,230687.60
"Sub-Saharan Africa",Madagascar,"Office Supplies",Online,L,1/6/2011,400727021,2/9/2011,2885,651.21,524.96,1878740.85,1514509.60,364231.25
"Middle East and North Africa",Somalia,"Personal Care",Offline,C,10/22/2015,178371036,12/9/2015,2808,81.73,56.67,229497.84,159129.36,70368.48
"Middle East and North Africa",Jordan,Household,Online,H,12/16/2015,499577367,12/23/2015,4899,668.27,502.54,3273854.73,2461943.46,811911.27
"Sub-Saharan Africa","Mauritius ",Snacks,Online,L,7/19/2017,545644843,8/10/2017,7289,152.58,97.44,1112155.62,710240.16,401915.46
"Middle East and North Africa",Iraq,Household,Online,H,8/2/2012,918184792,8/20/2012,139,668.27,502.54,92889.53,69853.06,23036.47
"Sub-Saharan Africa","Equatorial Guinea",Cereal,Online,C,1/24/2013,489121043,1/31/2013,641,205.70,117.11,131853.70,75067.51,56786.19
"Sub-Saharan Africa",Namibia,"Personal Care",Offline,H,11/27/2016,450689923,12/14/2016,8018,81.73,56.67,655311.14,454380.06,200931.08
"Middle East and North Africa",Iraq,Snacks,Offline,L,9/25/2011,265440261,10/6/2011,8527,152.58,97.44,1301049.66,830870.88,470178.78
Europe,Malta,Fruits,Online,H,7/10/2016,816233384,7/27/2016,452,9.33,6.92,4217.16,3127.84,1089.32
"Central America and the Caribbean",Belize,Vegetables,Online,L,4/1/2017,356243121,4/3/2017,9111,154.06,90.93,1403640.66,828463.23,575177.43
Europe,"United Kingdom",Vegetables,Online,H,1/31/2016,358955800,3/18/2016,1853,154.06,90.93,285473.18,168493.29,116979.89
"Central America and the Caribbean",Cuba,Household,Online,M,6/26/2012,568170249,7/11/2012,3058,668.27,502.54,2043569.66,1536767.32,506802.34
"Australia and Oceania","East Timor",Vegetables,Online,L,7/20/2014,347997796,8/30/2014,9136,154.06,90.93,1407492.16,830736.48,576755.68
Asia,Uzbekistan,"Personal Care",Offline,H,7/2/2012,932862269,8/14/2012,3531,81.73,56.67,288588.63,200101.77,88486.86
"Sub-Saharan Africa",Burundi,Vegetables,Online,M,10/11/2012,477499997,10/14/2012,1715,154.06,90.93,264212.90,155944.95,108267.95
Europe,Macedonia,"Personal Care",Online,C,7/11/2011,806959807,8/23/2011,6194,81.73,56.67,506235.62,351013.98,155221.64
Asia,Nepal,Cosmetics,Online,H,7/10/2013,666603028,8/25/2013,1504,437.20,263.33,657548.80,396048.32,261500.48
