Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Djibouti,Vegetables,Online,L,7/22/2014,927387559,9/8/2014,3442,154.06,90.93,530274.52,312981.06,217293.46
Europe,Kosovo,Beverages,Offline,H,11/27/2012,413784015,1/8/2013,6740,47.45,31.79,319813.00,214264.60,105548.40
"Australia and Oceania",Nauru,Snacks,Online,M,11/12/2013,559758412,11/23/2013,3808,152.58,97.44,581024.64,371051.52,209973.12
"Sub-Saharan Africa",Comoros,Fruits,Online,L,11/19/2016,209109580,12/13/2016,9026,9.33,6.92,84212.58,62459.92,21752.66
"Sub-Saharan Africa","Sao Tome and Principe",Fruits,Offline,M,12/2/2014,525948846,12/12/2014,8806,9.33,6.92,82159.98,60937.52,21222.46
"Australia and Oceania",Nauru,Cosmetics,Offline,C,5/3/2013,944700038,6/12/2013,6589,437.20,263.33,2880710.80,1735081.37,1145629.43
Europe,Serbia,Snacks,Offline,L,1/1/2011,520099484,2/15/2011,7850,152.58,97.44,1197753.00,764904.00,432849.00
Europe,Belgium,Vegetables,Offline,H,8/21/2011,177196013,10/7/2011,5093,154.06,90.93,784627.58,463106.49,321521.09
Asia,Vietnam,Meat,Online,L,6/10/2012,461350953,7/9/2012,2854,421.89,364.69,1204074.06,1040825.26,163248.80
"Middle East and North Africa",Bahrain,Cereal,Online,C,6/26/2015,188238131,7/10/2015,2701,205.70,117.11,555595.70,316314.11,239281.59
Europe,Italy,Clothes,Online,L,4/22/2016,493843877,5/30/2016,8232,109.28,35.84,899592.96,295034.88,604558.08
"Middle East and North Africa",Qatar,Vegetables,Online,C,4/28/2015,784467017,5/23/2015,78,154.06,90.93,12016.68,7092.54,4924.14
Asia,Brunei,Cosmetics,Offline,C,12/28/2013,986718881,1/8/2014,899,437.20,263.33,393042.80,236733.67,156309.13
Europe,Malta,Beverages,Offline,H,1/24/2011,197523295,2/16/2011,387,47.45,31.79,18363.15,12302.73,6060.42
Asia,Laos,Clothes,Offline,M,12/3/2013,734116590,1/22/2014,267,109.28,35.84,29177.76,9569.28,19608.48
"Australia and Oceania",Australia,Fruits,Offline,H,2/1/2012,484047591,2/18/2012,9294,9.33,6.92,86713.02,64314.48,22398.54
"Sub-Saharan Africa",Senegal,Meat,Online,L,4/13/2011,555177628,4/29/2011,8252,421.89,364.69,3481436.28,3009421.88,472014.40
Asia,Vietnam,Snacks,Offline,H,7/7/2014,325680530,8/2/2014,4961,152.58,97.44,756949.38,483399.84,273549.54
"Australia and Oceania",Fiji,Cereal,Offline,C,9/17/2010,594042623,10/24/2010,9268,205.70,117.11,1906427.60,1085375.48,821052.12
"Sub-Saharan Africa",Guinea,Meat,Online,L,5/14/2016,429062736,6/14/2016,8053,421.89,364.69,3397480.17,2936848.57,460631.60
Asia,Myanmar,Snacks,Offline,M,3/6/2011,319852197,3/6/2011,228,152.58,97.44,34788.24,22216.32,12571.92
"Sub-Saharan Africa","Democratic Republic of the Congo",Cereal,Online,H,7/21/2017,825834834,8/18/2017,1734,205.70,117.11,356683.80,203068.74,153615.06
Europe,Italy,Beverages,Offline,H,7/15/2013,326746976,7/23/2013,546,47.45,31.79,25907.70,17357.34,8550.36
"Middle East and North Africa",Israel,Cereal,Online,C,4/22/2012,872637450,5/16/2012,1668,205.70,117.11,343107.60,195339.48,147768.12
Asia,Taiwan,Fruits,Online,L,12/19/2012,533867585,1/11/2013,2137,9.33,6.92,19938.21,14788.04,5150.17
"Central America and the Caribbean","Costa Rica",Beverages,Offline,C,11/25/2011,151111209,1/3/2012,6020,47.45,31.79,285649.00,191375.80,94273.20
"Sub-Saharan Africa",Niger,"Office Supplies",Online,M,2/12/2014,185354650,3/5/2014,9415,651.21,524.96,6131142.15,4942498.40,1188643.75
"Central America and the Caribbean",Belize,"Office Supplies",Offline,M,5/6/2014,267896735,5/11/2014,5452,651.21,524.96,3550396.92,2862081.92,688315.00
Europe,Finland,"Baby Food",Offline,M,12/11/2015,550348794,1/21/2016,9293,255.28,159.42,2372317.04,1481490.06,890826.98
Asia,Philippines,Meat,Online,H,12/26/2011,354634654,1/11/2012,3130,421.89,364.69,1320515.70,1141479.70,179036.00
"Sub-Saharan Africa",Cameroon,"Baby Food",Offline,M,9/27/2011,422990643,10/30/2011,1186,255.28,159.42,302762.08,189072.12,113689.96
Europe,Estonia,"Personal Care",Online,M,3/12/2014,667965590,4/12/2014,4717,81.73,56.67,385520.41,267312.39,118208.02
"Middle East and North Africa",Iran,Vegetables,Online,M,10/28/2011,622420823,11/8/2011,7008,154.06,90.93,1079652.48,637237.44,442415.04
"Sub-Saharan Africa",Comoros,Cereal,Offline,C,2/5/2017,789530169,2/22/2017,8377,205.70,117.11,1723148.90,981030.47,742118.43
Europe,Georgia,Household,Offline,M,4/8/2013,392779958,4/10/2013,1173,668.27,502.54,783880.71,589479.42,194401.29
"Sub-Saharan Africa",Tanzania,Beverages,Offline,H,2/23/2011,525969016,3/4/2011,4775,47.45,31.79,226573.75,151797.25,74776.50
Asia,Cambodia,"Office Supplies",Online,C,1/15/2015,103208673,2/28/2015,595,651.21,524.96,387469.95,312351.20,75118.75
"Sub-Saharan Africa",Mali,Beverages,Offline,H,5/23/2011,808922755,5/23/2011,7074,47.45,31.79,335661.30,224882.46,110778.84
"Middle East and North Africa",Qatar,Clothes,Online,M,6/3/2010,347847592,7/10/2010,4687,109.28,35.84,512195.36,167982.08,344213.28
"Central America and the Caribbean",Panama,"Personal Care",Offline,M,1/24/2012,995032012,3/13/2012,939,81.73,56.67,76744.47,53213.13,23531.34
Europe,Armenia,"Personal Care",Offline,L,4/23/2017,145837342,6/7/2017,5365,81.73,56.67,438481.45,304034.55,134446.90
"Sub-Saharan Africa",Malawi,Cosmetics,Online,C,11/11/2016,665937411,12/3/2016,4533,437.20,263.33,1981827.60,1193674.89,788152.71
"Sub-Saharan Africa","Cote d'Ivoire",Meat,Online,H,1/22/2010,541318547,3/7/2010,7042,421.89,364.69,2970949.38,2568146.98,402802.40
"Australia and Oceania","Solomon Islands",Clothes,Offline,H,3/27/2016,528279578,4/1/2016,8522,109.28,35.84,931284.16,305428.48,625855.68
Europe,Hungary,Beverages,Offline,H,5/10/2010,103431832,6/1/2010,6633,47.45,31.79,314735.85,210863.07,103872.78
Asia,Nepal,Cereal,Offline,M,2/3/2010,613699138,3/18/2010,6067,205.70,117.11,1247981.90,710506.37,537475.53
"Middle East and North Africa",Turkey,"Baby Food",Offline,H,6/24/2011,326317822,7/25/2011,3550,255.28,159.42,906244.00,565941.00,340303.00
Europe,"Czech Republic",Household,Online,M,5/20/2015,278836715,6/29/2015,2835,668.27,502.54,1894545.45,1424700.90,469844.55
