Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Turkey,Fruits,Online,C,9/23/2016,761415040,10/17/2016,8486,9.33,6.92,79174.38,58723.12,20451.26
"Central America and the Caribbean",Nicaragua,Beverages,Online,L,3/24/2011,833712375,3/25/2011,2873,47.45,31.79,136323.85,91332.67,44991.18
Europe,Slovakia,"Personal Care",Offline,H,12/31/2016,275353276,1/20/2017,2008,81.73,56.67,164113.84,113793.36,50320.48
"Middle East and North Africa",Turkey,Snacks,Online,L,9/24/2011,292636573,9/26/2011,6520,152.58,97.44,994821.60,635308.80,359512.80
"Middle East and North Africa","Saudi Arabia",Fruits,Offline,H,1/13/2012,812173593,2/18/2012,9069,9.33,6.92,84613.77,62757.48,21856.29
Asia,Turkmenistan,Meat,Offline,L,8/28/2016,930888164,10/14/2016,9349,421.89,364.69,3944249.61,3409486.81,534762.80
"North America",Greenland,Household,Offline,H,4/7/2010,266016614,4/30/2010,9082,668.27,502.54,6069228.14,4564068.28,1505159.86
Europe,"Moldova ",Fruits,Online,L,8/31/2012,305107772,10/13/2012,7025,9.33,6.92,65543.25,48613.00,16930.25
"Sub-Saharan Africa","Cape Verde",Meat,Offline,M,6/11/2014,356022965,7/26/2014,3962,421.89,364.69,1671528.18,1444901.78,226626.40
"Central America and the Caribbean",Dominica,"Personal Care",Offline,M,1/11/2011,696936023,1/20/2011,7711,81.73,56.67,630220.03,436982.37,193237.66
"Middle East and North Africa","United Arab Emirates",Meat,Offline,H,1/24/2014,326333272,2/20/2014,8122,421.89,364.69,3426590.58,2962012.18,464578.40
"Middle East and North Africa",Yemen,"Office Supplies",Offline,L,5/1/2017,113013541,5/30/2017,2073,651.21,524.96,1349958.33,1088242.08,261716.25
Asia,Japan,Cosmetics,Online,H,9/2/2015,546088159,9/10/2015,8476,437.20,263.33,3705707.20,2231985.08,1473722.12
Europe,Lithuania,"Personal Care",Online,H,5/6/2016,384980952,6/22/2016,3274,81.73,56.67,267584.02,185537.58,82046.44
Asia,Maldives,"Office Supplies",Offline,C,7/17/2012,709428250,8/26/2012,4439,651.21,524.96,2890721.19,2330297.44,560423.75
"Middle East and North Africa",Egypt,"Personal Care",Online,M,6/11/2017,869478881,7/1/2017,6977,81.73,56.67,570230.21,395386.59,174843.62
"Sub-Saharan Africa",Burundi,"Office Supplies",Online,C,1/3/2015,735494172,2/7/2015,7925,651.21,524.96,5160839.25,4160308.00,1000531.25
"Australia and Oceania",Vanuatu,"Personal Care",Online,C,10/2/2016,248147952,10/20/2016,1348,81.73,56.67,110172.04,76391.16,33780.88
Europe,Kosovo,"Personal Care",Offline,L,7/23/2012,768426549,8/11/2012,3347,81.73,56.67,273550.31,189674.49,83875.82
"North America","United States of America",Snacks,Online,M,4/16/2012,127628791,5/10/2012,7050,152.58,97.44,1075689.00,686952.00,388737.00
Asia,Cambodia,Meat,Offline,M,9/28/2011,277366006,10/30/2011,7620,421.89,364.69,3214801.80,2778937.80,435864.00
"Sub-Saharan Africa","The Gambia",Beverages,Online,L,7/18/2011,539562022,8/18/2011,7247,47.45,31.79,343870.15,230382.13,113488.02
"Central America and the Caribbean",Haiti,Cosmetics,Offline,C,5/28/2013,756453168,6/20/2013,157,437.20,263.33,68640.40,41342.81,27297.59
"Sub-Saharan Africa",Malawi,Meat,Online,H,4/24/2016,840588271,6/11/2016,7604,421.89,364.69,3208051.56,2773102.76,434948.80
Europe,Romania,Household,Offline,C,9/26/2012,324828660,10/2/2012,2874,668.27,502.54,1920607.98,1444299.96,476308.02
Asia,"Sri Lanka",Clothes,Offline,M,2/24/2015,612348163,4/8/2015,6284,109.28,35.84,686715.52,225218.56,461496.96
Asia,Uzbekistan,Meat,Offline,L,5/17/2014,926633107,5/25/2014,183,421.89,364.69,77205.87,66738.27,10467.60
Europe,France,Clothes,Offline,H,8/25/2013,561482322,10/13/2013,3951,109.28,35.84,431765.28,141603.84,290161.44
Europe,Malta,Cereal,Offline,M,4/14/2017,231007134,5/1/2017,8999,205.70,117.11,1851094.30,1053872.89,797221.41
Europe,Netherlands,Fruits,Online,M,9/20/2011,719631373,9/30/2011,3770,9.33,6.92,35174.10,26088.40,9085.70
Europe,Iceland,Household,Offline,L,10/2/2014,632091367,11/6/2014,8737,668.27,502.54,5838674.99,4390691.98,1447983.01
"Central America and the Caribbean",Cuba,Snacks,Online,H,3/2/2011,443435943,4/7/2011,1404,152.58,97.44,214222.32,136805.76,77416.56
Europe,Belgium,Cereal,Offline,L,2/5/2017,249026429,2/27/2017,1309,205.70,117.11,269261.30,153296.99,115964.31
"Middle East and North Africa",Iran,Clothes,Online,M,9/7/2015,214536654,10/20/2015,5018,109.28,35.84,548367.04,179845.12,368521.92
"Sub-Saharan Africa","Equatorial Guinea","Baby Food",Online,M,10/30/2013,125952947,11/7/2013,1131,255.28,159.42,288721.68,180304.02,108417.66
"Sub-Saharan Africa",Zambia,"Baby Food",Online,M,9/22/2015,739574134,10/8/2015,5276,255.28,159.42,1346857.28,841099.92,505757.36
Europe,Spain,Clothes,Offline,C,6/23/2011,632011544,7/22/2011,5115,109.28,35.84,558967.20,183321.60,375645.60
"Sub-Saharan Africa",Chad,Vegetables,Online,M,3/11/2011,250189006,4/29/2011,5341,154.06,90.93,822834.46,485657.13,337177.33
"Central America and the Caribbean",Nicaragua,"Personal Care",Offline,M,11/24/2010,561342847,12/31/2010,2678,81.73,56.67,218872.94,151762.26,67110.68
"Sub-Saharan Africa",Eritrea,"Office Supplies",Online,L,6/20/2011,803021895,8/7/2011,879,651.21,524.96,572413.59,461439.84,110973.75
