Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Montenegro,Vegetables,Offline,M,4/1/2017,125526368,4/5/2017,4897,154.06,90.93,754431.82,445284.21,309147.61
"Middle East and North Africa",Libya,Cosmetics,Offline,L,8/7/2016,268136203,8/28/2016,6316,437.20,263.33,2761355.20,1663192.28,1098162.92
"Australia and Oceania","New Zealand","Office Supplies",Offline,C,11/12/2015,230089604,11/14/2015,7482,651.21,524.96,4872353.22,3927750.72,944602.50
Asia,"Sri Lanka",Beverages,Offline,C,6/13/2015,317685401,7/6/2015,9025,47.45,31.79,428236.25,286904.75,141331.50
"Australia and Oceania","Solomon Islands","Baby Food",Online,L,10/25/2016,457534921,11/14/2016,3605,255.28,159.42,920284.40,574709.10,345575.30
"Middle East and North Africa",Yemen,"Office Supplies",Online,M,2/22/2011,646561992,3/13/2011,916,651.21,524.96,596508.36,480863.36,115645.00
"Central America and the Caribbean",Barbados,Fruits,Online,L,5/23/2013,502002942,5/31/2013,2681,9.33,6.92,25013.73,18552.52,6461.21
"Sub-Saharan Africa","Sao Tome and Principe",Cereal,Offline,C,1/26/2013,611406600,2/11/2013,7655,205.70,117.11,1574633.50,896477.05,678156.45
Asia,Bhutan,Beverages,Online,M,11/29/2015,282634294,12/31/2015,6623,47.45,31.79,314261.35,210545.17,103716.18
Europe,Austria,Cosmetics,Online,C,5/7/2017,693859851,6/11/2017,7404,437.20,263.33,3237028.80,1949695.32,1287333.48
"Sub-Saharan Africa",Senegal,Snacks,Online,L,11/16/2013,843569600,12/2/2013,9846,152.58,97.44,1502302.68,959394.24,542908.44
"Middle East and North Africa","Tunisia ",Beverages,Online,L,6/3/2014,700562369,6/9/2014,828,47.45,31.79,39288.60,26322.12,12966.48
"Sub-Saharan Africa",Zimbabwe,Fruits,Online,H,10/28/2013,753949487,12/16/2013,9262,9.33,6.92,86414.46,64093.04,22321.42
"Sub-Saharan Africa",Benin,Snacks,Offline,L,10/12/2011,663154780,11/7/2011,1091,152.58,97.44,166464.78,106307.04,60157.74
"Middle East and North Africa","Saudi Arabia","Office Supplies",Online,H,8/12/2016,607914578,9/13/2016,4288,651.21,524.96,2792388.48,2251028.48,541360.00
"Sub-Saharan Africa","Republic of the Congo",Household,Online,H,3/22/2011,838277709,3/22/2011,3857,668.27,502.54,2577517.39,1938296.78,639220.61
Asia,Taiwan,Cosmetics,Offline,L,6/3/2017,324605500,7/1/2017,6836,437.20,263.33,2988699.20,1800123.88,1188575.32
"Sub-Saharan Africa",Mozambique,"Personal Care",Offline,H,6/12/2016,807571780,6/12/2016,7291,81.73,56.67,595893.43,413180.97,182712.46
Asia,"Sri Lanka",Fruits,Online,C,4/26/2013,948162877,5/10/2013,1320,9.33,6.92,12315.60,9134.40,3181.20
