Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Australia and Oceania",Tuvalu,"Personal Care",Online,L,2/18/2016,251431405,3/18/2016,2995,81.73,56.67,244781.35,169726.65,75054.70
"Australia and Oceania",Nauru,Beverages,Online,M,8/27/2013,201395976,9/14/2013,6400,47.45,31.79,303680.00,203456.00,100224.00
Europe,Macedonia,Vegetables,Offline,H,4/24/2015,267774426,5/17/2015,9258,154.06,90.93,1426287.48,841829.94,584457.54
Europe,Ireland,Cereal,Offline,H,8/11/2010,138115584,8/31/2010,325,205.70,117.11,66852.50,38060.75,28791.75
"Sub-Saharan Africa",Chad,Meat,Offline,H,11/10/2012,920280778,11/10/2012,388,421.89,364.69,163693.32,141499.72,22193.60
"Central America and the Caribbean","Trinidad and Tobago",Snacks,Online,M,6/29/2017,192443835,8/11/2017,7262,152.58,97.44,1108035.96,707609.28,400426.68
Europe,Latvia,Beverages,Offline,L,6/6/2013,553091084,7/16/2013,798,47.45,31.79,37865.10,25368.42,12496.68
Europe,Romania,"Baby Food",Online,H,3/3/2017,171021354,3/22/2017,7874,255.28,159.42,2010074.72,1255273.08,754801.64
Europe,Belgium,Beverages,Offline,H,12/25/2015,435345971,1/21/2016,7402,47.45,31.79,351224.90,235309.58,115915.32
"Sub-Saharan Africa","Cote d'Ivoire","Personal Care",Online,M,2/16/2017,105488765,4/1/2017,5325,81.73,56.67,435212.25,301767.75,133444.50
Europe,Romania,"Personal Care",Online,M,10/19/2013,261186063,11/2/2013,9615,81.73,56.67,785833.95,544882.05,240951.90
"Central America and the Caribbean",Honduras,Beverages,Online,M,8/8/2011,252486693,8/31/2011,5278,47.45,31.79,250441.10,167787.62,82653.48
"Middle East and North Africa",Jordan,Beverages,Offline,H,3/18/2017,849751985,4/3/2017,9350,47.45,31.79,443657.50,297236.50,146421.00
"Central America and the Caribbean",Barbados,Vegetables,Online,M,11/10/2011,193655765,12/7/2011,5899,154.06,90.93,908799.94,536396.07,372403.87
Asia,India,Meat,Offline,M,9/17/2015,545184361,9/23/2015,1023,421.89,364.69,431593.47,373077.87,58515.60
"Middle East and North Africa",Syria,Beverages,Offline,L,12/1/2015,635636603,1/9/2016,7851,47.45,31.79,372529.95,249583.29,122946.66
"Sub-Saharan Africa",Kenya,Clothes,Online,C,11/2/2015,616623818,11/27/2015,1545,109.28,35.84,168837.60,55372.80,113464.80
"Central America and the Caribbean",Cuba,"Office Supplies",Offline,M,2/11/2016,710069835,2/13/2016,4298,651.21,524.96,2798900.58,2256278.08,542622.50
Europe,Slovenia,Snacks,Offline,H,11/17/2010,758210980,12/9/2010,333,152.58,97.44,50809.14,32447.52,18361.62
"Sub-Saharan Africa",Gabon,Vegetables,Offline,L,4/4/2014,673596084,4/29/2014,905,154.06,90.93,139424.30,82291.65,57132.65
Europe,"San Marino",Household,Offline,L,2/26/2011,889086472,3/10/2011,9300,668.27,502.54,6214911.00,4673622.00,1541289.00
"Middle East and North Africa",Iraq,"Baby Food",Offline,L,1/15/2014,107855975,2/10/2014,5835,255.28,159.42,1489558.80,930215.70,559343.10
Europe,Albania,Beverages,Offline,C,9/26/2013,253390920,10/17/2013,2859,47.45,31.79,135659.55,90887.61,44771.94
"North America",Mexico,Vegetables,Offline,C,6/27/2013,619490134,8/5/2013,9752,154.06,90.93,1502393.12,886749.36,615643.76
"Sub-Saharan Africa",Burundi,Beverages,Online,M,1/8/2010,120264947,2/13/2010,7925,47.45,31.79,376041.25,251935.75,124105.50
"Sub-Saharan Africa",Ghana,Fruits,Offline,L,7/2/2012,440139186,7/9/2012,5821,9.33,6.92,54309.93,40281.32,14028.61
"Sub-Saharan Africa","The Gambia",Snacks,Offline,M,1/4/2016,183849179,1/13/2016,3913,152.58,97.44,597045.54,381282.72,215762.82
Asia,China,Cosmetics,Online,H,11/23/2012,726443755,12/31/2012,9705,437.20,263.33,4243026.00,2555617.65,1687408.35
"Sub-Saharan Africa",Mali,"Personal Care",Online,C,9/24/2011,363284242,9/27/2011,2735,81.73,56.67,223531.55,154992.45,68539.10
"Sub-Saharan Africa",Ethiopia,Meat,Online,C,10/15/2010,160044467,10/17/2010,9569,421.89,364.69,4037065.41,3489718.61,547346.80
Europe,Iceland,Snacks,Offline,H,12/23/2016,802710759,2/6/2017,8806,152.58,97.44,1343619.48,858056.64,485562.84
"Central America and the Caribbean",Guatemala,Cereal,Online,M,10/10/2011,347581946,11/10/2011,6077,205.70,117.11,1250038.90,711677.47,538361.43
"Middle East and North Africa",Turkey,"Baby Food",Offline,M,7/28/2015,971269357,8/19/2015,9041,255.28,159.42,2307986.48,1441316.22,866670.26
Europe,"Vatican City",Snacks,Offline,H,10/6/2015,420696818,10/26/2015,2392,152.58,97.44,364971.36,233076.48,131894.88
Europe,Switzerland,Fruits,Offline,M,12/10/2015,563100659,1/16/2016,2853,9.33,6.92,26618.49,19742.76,6875.73
"Sub-Saharan Africa",Cameroon,Fruits,Offline,C,12/25/2016,636029708,1/19/2017,4179,9.33,6.92,38990.07,28918.68,10071.39
Europe,Montenegro,"Office Supplies",Online,H,4/6/2013,397345292,4/7/2013,2157,651.21,524.96,1404659.97,1132338.72,272321.25
Europe,Ukraine,"Personal Care",Online,L,7/26/2011,575221240,8/12/2011,9602,81.73,56.67,784771.46,544145.34,240626.12
"Central America and the Caribbean",Dominica,Cosmetics,Offline,M,3/7/2012,618143880,4/18/2012,1365,437.20,263.33,596778.00,359445.45,237332.55
"Sub-Saharan Africa",Cameroon,Snacks,Online,L,9/2/2012,944912040,10/1/2012,9325,152.58,97.44,1422808.50,908628.00,514180.50
"Sub-Saharan Africa",Gabon,Beverages,Offline,L,8/31/2011,694637048,10/17/2011,7394,47.45,31.79,350845.30,235055.26,115790.04
Asia,Tajikistan,Beverages,Offline,H,8/21/2012,876742732,8/24/2012,6512,47.45,31.79,308994.40,207016.48,101977.92
"Australia and Oceania",Vanuatu,Snacks,Online,C,7/26/2012,320965421,8/13/2012,9655,152.58,97.44,1473159.90,940783.20,532376.70
"Australia and Oceania",Vanuatu,Cosmetics,Offline,L,4/9/2013,627353942,5/28/2013,6827,437.20,263.33,2984764.40,1797753.91,1187010.49
"Central America and the Caribbean",Honduras,Snacks,Online,M,1/25/2010,316269624,2/12/2010,65,152.58,97.44,9917.70,6333.60,3584.10
"Sub-Saharan Africa",Eritrea,"Baby Food",Offline,H,9/11/2010,678386294,10/16/2010,8435,255.28,159.42,2153286.80,1344707.70,808579.10
"Middle East and North Africa",Azerbaijan,"Personal Care",Offline,C,5/20/2016,824690282,6/12/2016,3036,81.73,56.67,248132.28,172050.12,76082.16
Asia,Indonesia,"Office Supplies",Offline,L,7/2/2010,836480414,8/15/2010,1998,651.21,524.96,1301117.58,1048870.08,252247.50
Europe,"Moldova ","Office Supplies",Online,M,5/3/2015,415368020,5/25/2015,5482,651.21,524.96,3569933.22,2877830.72,692102.50
"Sub-Saharan Africa",Liberia,Cosmetics,Online,H,8/7/2012,233276927,8/27/2012,681,437.20,263.33,297733.20,179327.73,118405.47
Europe,Russia,"Office Supplies",Online,L,5/10/2015,582443463,5/25/2015,6819,651.21,524.96,4440600.99,3579702.24,860898.75
"Middle East and North Africa",Kuwait,Snacks,Offline,H,3/23/2011,925416457,4/13/2011,149,152.58,97.44,22734.42,14518.56,8215.86
