Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Belgium,"Baby Food",Online,L,9/7/2013,862296998,9/28/2013,1699,255.28,159.42,433720.72,270854.58,162866.14
"Middle East and North Africa",Kuwait,Fruits,Online,H,10/19/2011,545238864,11/2/2011,7151,9.33,6.92,66718.83,49484.92,17233.91
"Sub-Saharan Africa","Equatorial Guinea",Beverages,Offline,M,1/5/2011,525649297,2/16/2011,163,47.45,31.79,7734.35,5181.77,2552.58
Europe,Estonia,Household,Offline,M,9/23/2011,209827125,10/23/2011,1364,668.27,502.54,911520.28,685464.56,226055.72
Europe,Bulgaria,Cereal,Offline,H,5/30/2015,424383676,6/13/2015,3415,205.70,117.11,702465.50,399930.65,302534.85
Europe,Germany,Clothes,Offline,M,3/28/2013,266242778,4/18/2013,6009,109.28,35.84,656663.52,215362.56,441300.96
Asia,Laos,Snacks,Online,L,8/4/2012,252640759,9/12/2012,870,152.58,97.44,132744.60,84772.80,47971.80
Europe,"Moldova ",Snacks,Offline,L,7/25/2010,971126449,9/9/2010,6752,152.58,97.44,1030220.16,657914.88,372305.28
Europe,"Bosnia and Herzegovina",Beverages,Offline,L,11/17/2012,829561173,12/17/2012,4441,47.45,31.79,210725.45,141179.39,69546.06
"Australia and Oceania","Samoa ",Vegetables,Offline,C,12/22/2014,106118762,1/12/2015,1755,154.06,90.93,270375.30,159582.15,110793.15
"Central America and the Caribbean",Cuba,Cereal,Online,L,5/6/2013,499285542,5/18/2013,8542,205.70,117.11,1757089.40,1000353.62,756735.78
"Sub-Saharan Africa",Botswana,Fruits,Offline,L,11/29/2016,177860343,12/31/2016,1683,9.33,6.92,15702.39,11646.36,4056.03
"Sub-Saharan Africa",Cameroon,Household,Offline,L,12/13/2012,530954492,1/7/2013,88,668.27,502.54,58807.76,44223.52,14584.24
Europe,Norway,Vegetables,Online,C,4/18/2016,317991816,5/10/2016,9700,154.06,90.93,1494382.00,882021.00,612361.00
"Sub-Saharan Africa",Burundi,Snacks,Offline,M,7/23/2012,618708646,8/11/2012,8492,152.58,97.44,1295709.36,827460.48,468248.88
Europe,Slovakia,Cereal,Offline,C,12/4/2014,783153808,1/22/2015,1470,205.70,117.11,302379.00,172151.70,130227.30
"Sub-Saharan Africa","Seychelles ",Meat,Online,C,12/2/2014,681688630,12/9/2014,5669,421.89,364.69,2391694.41,2067427.61,324266.80
"Middle East and North Africa",Lebanon,Snacks,Offline,M,7/1/2016,254986941,8/1/2016,5157,152.58,97.44,786855.06,502498.08,284356.98
"Sub-Saharan Africa",Kenya,Vegetables,Offline,H,2/7/2017,864035069,2/24/2017,6033,154.06,90.93,929443.98,548580.69,380863.29
Europe,Albania,"Personal Care",Online,L,6/17/2011,340131843,6/19/2011,1426,81.73,56.67,116546.98,80811.42,35735.56
"Middle East and North Africa",Somalia,Clothes,Online,M,7/2/2010,634888589,8/7/2010,6497,109.28,35.84,709992.16,232852.48,477139.68
"Central America and the Caribbean",Nicaragua,Cosmetics,Offline,H,11/13/2014,170229136,11/19/2014,3439,437.20,263.33,1503530.80,905591.87,597938.93
Europe,Armenia,Snacks,Online,L,2/12/2011,588389813,2/27/2011,6476,152.58,97.44,988108.08,631021.44,357086.64
Europe,Montenegro,"Baby Food",Online,H,5/18/2013,901919448,5/18/2013,6862,255.28,159.42,1751731.36,1093940.04,657791.32
"Middle East and North Africa",Oman,Meat,Offline,L,2/17/2014,643679368,3/6/2014,7884,421.89,364.69,3326180.76,2875215.96,450964.80
Asia,Uzbekistan,"Office Supplies",Offline,L,9/11/2010,316843402,9/16/2010,9858,651.21,524.96,6419628.18,5175055.68,1244572.50
"Central America and the Caribbean","El Salvador",Meat,Online,H,8/11/2016,944897878,8/31/2016,5135,421.89,364.69,2166405.15,1872683.15,293722.00
Europe,Kosovo,Meat,Offline,C,5/27/2012,921641623,5/29/2012,3092,421.89,364.69,1304483.88,1127621.48,176862.40
"Middle East and North Africa",Morocco,Cereal,Online,C,7/10/2017,961185967,7/20/2017,5142,205.70,117.11,1057709.40,602179.62,455529.78
Asia,Turkmenistan,Beverages,Offline,L,11/4/2010,947954738,12/11/2010,9727,47.45,31.79,461546.15,309221.33,152324.82
Asia,Tajikistan,Meat,Offline,L,2/26/2010,386684262,4/7/2010,7321,421.89,364.69,3088656.69,2669895.49,418761.20
"North America",Canada,Vegetables,Online,M,5/23/2015,652423369,6/6/2015,5428,154.06,90.93,836237.68,493568.04,342669.64
"Central America and the Caribbean",Jamaica,Household,Online,C,5/26/2012,940533387,6/16/2012,3585,668.27,502.54,2395747.95,1801605.90,594142.05
Asia,China,Beverages,Online,M,8/7/2014,516688144,8/13/2014,8359,47.45,31.79,396634.55,265732.61,130901.94
"Middle East and North Africa",Yemen,Cosmetics,Online,C,10/4/2013,966873967,11/5/2013,8348,437.20,263.33,3649745.60,2198278.84,1451466.76
Europe,Albania,Household,Offline,M,1/23/2014,347389686,3/10/2014,9183,668.27,502.54,6136723.41,4614824.82,1521898.59
"Sub-Saharan Africa",Senegal,"Office Supplies",Offline,H,3/12/2013,834846627,3/21/2013,8524,651.21,524.96,5550914.04,4474759.04,1076155.00
"Middle East and North Africa",Morocco,Meat,Online,L,9/8/2013,176168620,10/3/2013,1064,421.89,364.69,448890.96,388030.16,60860.80
Europe,Montenegro,Household,Offline,M,7/26/2011,238591992,7/30/2011,3527,668.27,502.54,2356988.29,1772458.58,584529.71
Asia,Cambodia,Snacks,Online,H,4/12/2015,259665572,4/14/2015,9668,152.58,97.44,1475143.44,942049.92,533093.52
Europe,Cyprus,Household,Offline,H,8/16/2011,897250688,9/17/2011,5272,668.27,502.54,3523119.44,2649390.88,873728.56
Asia,Taiwan,Beverages,Online,M,12/18/2014,179521167,2/4/2015,3157,47.45,31.79,149799.65,100361.03,49438.62
Asia,"North Korea",Cosmetics,Online,C,6/10/2010,254963338,6/26/2010,8172,437.20,263.33,3572798.40,2151932.76,1420865.64
"Middle East and North Africa",Iran,Beverages,Online,M,10/5/2010,642376029,11/17/2010,2197,47.45,31.79,104247.65,69842.63,34405.02
Europe,Malta,"Personal Care",Online,L,7/21/2014,480870568,9/6/2014,9142,81.73,56.67,747175.66,518077.14,229098.52
Asia,Thailand,Meat,Online,H,2/24/2010,779870784,3/30/2010,9950,421.89,364.69,4197805.50,3628665.50,569140.00
Europe,Spain,"Baby Food",Online,M,3/30/2017,369113004,4/23/2017,7595,255.28,159.42,1938851.60,1210794.90,728056.70
"Middle East and North Africa",Afghanistan,Fruits,Online,M,12/9/2014,848646056,1/4/2015,2082,9.33,6.92,19425.06,14407.44,5017.62
"Central America and the Caribbean",Belize,Vegetables,Offline,L,9/11/2013,738831269,9/22/2013,5446,154.06,90.93,839010.76,495204.78,343805.98
"Sub-Saharan Africa",Angola,"Office Supplies",Offline,M,9/5/2013,430342471,10/16/2013,6755,651.21,524.96,4398923.55,3546104.80,852818.75
"Middle East and North Africa",Jordan,Fruits,Offline,C,2/14/2016,834165990,3/21/2016,7108,9.33,6.92,66317.64,49187.36,17130.28
Europe,Finland,"Baby Food",Online,H,12/17/2011,231600654,12/25/2011,4635,255.28,159.42,1183222.80,738911.70,444311.10
"Middle East and North Africa",Bahrain,Cosmetics,Offline,M,12/1/2015,124257791,1/5/2016,9496,437.20,263.33,4151651.20,2500581.68,1651069.52
Asia,Tajikistan,Clothes,Offline,M,4/8/2017,284061229,5/4/2017,8885,109.28,35.84,970952.80,318438.40,652514.40
"North America",Mexico,Fruits,Offline,L,12/8/2013,103247296,12/17/2013,2024,9.33,6.92,18883.92,14006.08,4877.84
"Middle East and North Africa",Bahrain,Vegetables,Offline,C,4/5/2016,844364821,5/24/2016,5169,154.06,90.93,796336.14,470017.17,326318.97
"Central America and the Caribbean",Honduras,"Office Supplies",Offline,L,12/7/2012,690275132,12/30/2012,6606,651.21,524.96,4301893.26,3467885.76,834007.50
"Sub-Saharan Africa",Zambia,Beverages,Offline,H,8/21/2012,594152057,10/8/2012,1652,47.45,31.79,78387.40,52517.08,25870.32
