Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa","Republic of the Congo",Meat,Online,L,6/2/2016,277614915,6/5/2016,1277,421.89,364.69,538753.53,465709.13,73044.40
"Central America and the Caribbean",Honduras,"Office Supplies",Online,H,12/21/2010,667966449,1/12/2011,4971,651.21,524.96,3237164.91,2609576.16,627588.75
"Central America and the Caribbean","The Bahamas",Snacks,Offline,L,2/2/2011,663208425,3/16/2011,6966,152.58,97.44,1062872.28,678767.04,384105.24
Europe,Finland,Snacks,Online,L,6/10/2012,457139670,6/14/2012,6642,152.58,97.44,1013436.36,647196.48,366239.88
"Central America and the Caribbean","Saint Lucia",Beverages,Online,L,10/7/2011,763871514,10/25/2011,5411,47.45,31.79,256751.95,172015.69,84736.26
"Central America and the Caribbean","Antigua and Barbuda ",Household,Offline,C,8/24/2010,567827785,9/18/2010,1715,668.27,502.54,1146083.05,861856.10,284226.95
Asia,China,Household,Offline,L,9/25/2011,273744809,10/28/2011,6027,668.27,502.54,4027663.29,3028808.58,998854.71
Europe,Malta,Meat,Online,C,12/16/2014,356671416,1/24/2015,5853,421.89,364.69,2469322.17,2134530.57,334791.60
"Australia and Oceania",Vanuatu,Fruits,Online,M,9/28/2013,911968934,9/29/2013,728,9.33,6.92,6792.24,5037.76,1754.48
Europe,Ireland,"Office Supplies",Offline,H,12/6/2013,305311191,12/23/2013,7221,651.21,524.96,4702387.41,3790736.16,911651.25
Asia,"Sri Lanka",Cosmetics,Offline,L,11/12/2014,122684514,12/30/2014,3929,437.20,263.33,1717758.80,1034623.57,683135.23
Asia,Philippines,Household,Online,L,2/26/2013,220387732,4/9/2013,6482,668.27,502.54,4331726.14,3257464.28,1074261.86
"Middle East and North Africa",Egypt,Snacks,Offline,M,1/23/2014,975032174,2/3/2014,2543,152.58,97.44,388010.94,247789.92,140221.02
Europe,Switzerland,Snacks,Offline,H,7/17/2012,133541667,7/23/2012,6802,152.58,97.44,1037849.16,662786.88,375062.28
"Middle East and North Africa",Oman,Meat,Offline,C,3/13/2012,463152539,4/25/2012,5983,421.89,364.69,2524167.87,2181940.27,342227.60
"Sub-Saharan Africa",Kenya,"Personal Care",Offline,C,11/25/2013,301413619,12/15/2013,3843,81.73,56.67,314088.39,217782.81,96305.58
"Central America and the Caribbean",Belize,Beverages,Online,C,1/8/2012,306186234,1/13/2012,6166,47.45,31.79,292576.70,196017.14,96559.56
Europe,France,Cosmetics,Online,L,5/7/2013,305644214,5/8/2013,5770,437.20,263.33,2522644.00,1519414.10,1003229.90
"Sub-Saharan Africa",Ghana,Snacks,Offline,C,8/7/2010,648273885,9/2/2010,7503,152.58,97.44,1144807.74,731092.32,413715.42
"Sub-Saharan Africa","South Sudan",Meat,Offline,C,6/24/2016,852874076,7/27/2016,3247,421.89,364.69,1369876.83,1184148.43,185728.40
"Central America and the Caribbean",Haiti,"Personal Care",Online,H,6/22/2014,958556115,8/3/2014,6911,81.73,56.67,564836.03,391646.37,173189.66
Europe,Belgium,Meat,Offline,C,8/20/2015,174743831,8/29/2015,9438,421.89,364.69,3981797.82,3441944.22,539853.60
"Middle East and North Africa",Algeria,"Office Supplies",Online,H,12/5/2016,931173551,12/10/2016,3801,651.21,524.96,2475249.21,1995372.96,479876.25
"Sub-Saharan Africa",Lesotho,Household,Online,L,8/12/2012,327894103,9/19/2012,6,668.27,502.54,4009.62,3015.24,994.38
"Sub-Saharan Africa","Cape Verde",Cosmetics,Offline,C,2/22/2013,485266816,3/23/2013,89,437.20,263.33,38910.80,23436.37,15474.43
"Sub-Saharan Africa",Guinea,Cosmetics,Offline,C,2/12/2011,893965518,3/22/2011,3118,437.20,263.33,1363189.60,821062.94,542126.66
"Sub-Saharan Africa",Lesotho,Meat,Online,M,5/3/2015,664976537,6/11/2015,189,421.89,364.69,79737.21,68926.41,10810.80
"Sub-Saharan Africa",Zimbabwe,Cosmetics,Online,H,9/25/2016,779598701,11/7/2016,9435,437.20,263.33,4124982.00,2484518.55,1640463.45
"Middle East and North Africa",Qatar,Snacks,Online,H,11/22/2014,939443337,12/15/2014,1015,152.58,97.44,154868.70,98901.60,55967.10
"Middle East and North Africa",Bahrain,"Office Supplies",Online,L,3/26/2014,916434276,5/11/2014,2122,651.21,524.96,1381867.62,1113965.12,267902.50
