Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Albania,Household,Online,L,1/12/2015,845776307,2/28/2015,2859,668.27,502.54,1910583.93,1436761.86,473822.07
"Australia and Oceania","East Timor",Household,Offline,H,2/23/2015,265485751,3/3/2015,1988,668.27,502.54,1328520.76,999049.52,329471.24
"Sub-Saharan Africa","Sierra Leone","Baby Food",Online,H,7/14/2015,277976262,7/20/2015,8208,255.28,159.42,2095338.24,1308519.36,786818.88
Asia,Bangladesh,Beverages,Offline,H,10/20/2012,739546668,11/29/2012,7148,47.45,31.79,339172.60,227234.92,111937.68
"Middle East and North Africa",Algeria,"Office Supplies",Offline,L,3/20/2012,226808297,4/9/2012,6470,651.21,524.96,4213328.70,3396491.20,816837.50
Europe,"United Kingdom","Office Supplies",Online,L,4/21/2016,986684978,6/9/2016,866,651.21,524.96,563947.86,454615.36,109332.50
"Middle East and North Africa",Jordan,Beverages,Offline,M,7/8/2013,386413037,8/17/2013,7060,47.45,31.79,334997.00,224437.40,110559.60
"Central America and the Caribbean","Saint Lucia",Clothes,Online,M,4/21/2012,363541305,6/5/2012,8806,109.28,35.84,962319.68,315607.04,646712.64
"Middle East and North Africa",Yemen,"Personal Care",Offline,C,8/11/2014,675931107,9/8/2014,1890,81.73,56.67,154469.70,107106.30,47363.40
"Sub-Saharan Africa","Mauritius ",Cereal,Offline,C,1/30/2012,251756274,3/15/2012,9131,205.70,117.11,1878246.70,1069331.41,808915.29
"Australia and Oceania","Federated States of Micronesia",Beverages,Offline,C,7/27/2012,339503133,8/7/2012,5376,47.45,31.79,255091.20,170903.04,84188.16
"Sub-Saharan Africa","Central African Republic","Personal Care",Online,L,8/23/2013,457970511,9/25/2013,2506,81.73,56.67,204815.38,142015.02,62800.36
Asia,Cambodia,"Office Supplies",Online,C,12/6/2013,646269738,1/3/2014,4432,651.21,524.96,2886162.72,2326622.72,559540.00
"Middle East and North Africa",Qatar,Beverages,Offline,L,11/28/2016,113824641,12/1/2016,2096,47.45,31.79,99455.20,66631.84,32823.36
"North America",Mexico,Cosmetics,Offline,M,12/24/2011,390371549,1/23/2012,8471,437.20,263.33,3703521.20,2230668.43,1472852.77
"Central America and the Caribbean",Belize,"Personal Care",Offline,M,2/9/2016,375959289,2/23/2016,3563,81.73,56.67,291203.99,201915.21,89288.78
"Sub-Saharan Africa",Mauritania,Cereal,Online,M,1/14/2017,390949189,2/12/2017,9408,205.70,117.11,1935225.60,1101770.88,833454.72
"Middle East and North Africa",Azerbaijan,Beverages,Offline,H,12/8/2014,826015079,1/11/2015,5072,47.45,31.79,240666.40,161238.88,79427.52
Europe,Italy,Beverages,Offline,C,1/13/2011,792143285,1/14/2011,1656,47.45,31.79,78577.20,52644.24,25932.96
"Sub-Saharan Africa",Benin,"Baby Food",Online,C,5/31/2011,370632636,7/15/2011,7288,255.28,159.42,1860480.64,1161852.96,698627.68
Asia,"South Korea",Beverages,Offline,L,8/26/2015,163094460,10/3/2015,2130,47.45,31.79,101068.50,67712.70,33355.80
Asia,Cambodia,Meat,Online,M,1/9/2013,841452586,2/21/2013,3374,421.89,364.69,1423456.86,1230464.06,192992.80
"Sub-Saharan Africa",Sudan,Vegetables,Online,L,8/6/2016,897943341,9/11/2016,244,154.06,90.93,37590.64,22186.92,15403.72
Europe,Italy,Cereal,Online,H,12/31/2013,695115554,2/2/2014,8994,205.70,117.11,1850065.80,1053287.34,796778.46
"Middle East and North Africa",Azerbaijan,Cereal,Offline,M,8/18/2016,215830552,8/29/2016,7911,205.70,117.11,1627292.70,926457.21,700835.49
"Middle East and North Africa",Libya,Snacks,Offline,M,6/18/2010,413262164,7/25/2010,2313,152.58,97.44,352917.54,225378.72,127538.82
Europe,Monaco,Clothes,Online,L,10/26/2012,960896718,12/5/2012,9547,109.28,35.84,1043296.16,342164.48,701131.68
"Middle East and North Africa",Afghanistan,"Baby Food",Offline,H,7/31/2015,702533042,9/6/2015,3994,255.28,159.42,1019588.32,636723.48,382864.84
Europe,"United Kingdom",Clothes,Offline,C,9/12/2011,802282464,9/21/2011,2064,109.28,35.84,225553.92,73973.76,151580.16
Asia,Turkmenistan,Cosmetics,Online,M,2/12/2014,694568812,3/10/2014,7201,437.20,263.33,3148277.20,1896239.33,1252037.87
Europe,Poland,Fruits,Online,L,2/16/2014,334128415,3/9/2014,4878,9.33,6.92,45511.74,33755.76,11755.98
Europe,Finland,"Baby Food",Online,H,6/13/2015,646010100,6/26/2015,7599,255.28,159.42,1939872.72,1211432.58,728440.14
