Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Liberia,"Baby Food",Offline,M,2/17/2014,628998887,3/11/2014,3603,255.28,159.42,919773.84,574390.26,345383.58
"Sub-Saharan Africa",Nigeria,Snacks,Offline,M,5/2/2017,185707843,5/6/2017,3932,152.58,97.44,599944.56,383134.08,216810.48
Europe,Belarus,Vegetables,Online,L,10/13/2011,851994740,11/20/2011,3032,154.06,90.93,467109.92,275699.76,191410.16
Europe,Netherlands,Beverages,Offline,M,1/31/2012,571658408,3/9/2012,5281,47.45,31.79,250583.45,167882.99,82700.46
Europe,"San Marino",Household,Online,H,3/7/2011,508810174,4/14/2011,7092,668.27,502.54,4739370.84,3564013.68,1175357.16
"Australia and Oceania","Papua New Guinea",Clothes,Offline,C,6/13/2014,997873866,6/18/2014,1907,109.28,35.84,208396.96,68346.88,140050.08
Europe,Italy,Cereal,Offline,L,3/7/2013,193585813,3/31/2013,5199,205.70,117.11,1069434.30,608854.89,460579.41
"Central America and the Caribbean","Dominican Republic",Clothes,Offline,L,2/3/2011,820994842,2/17/2011,9473,109.28,35.84,1035209.44,339512.32,695697.12
Europe,Denmark,Meat,Online,H,12/18/2012,725462281,12/27/2012,9265,421.89,364.69,3908810.85,3378852.85,529958.00
"Sub-Saharan Africa",Eritrea,Vegetables,Offline,C,4/13/2013,522661960,5/16/2013,6143,154.06,90.93,946390.58,558582.99,387807.59
"Sub-Saharan Africa",Senegal,Household,Online,M,3/4/2015,448580205,3/24/2015,3706,668.27,502.54,2476608.62,1862413.24,614195.38
Asia,Myanmar,"Office Supplies",Offline,H,6/19/2011,809515845,8/4/2011,2583,651.21,524.96,1682075.43,1355971.68,326103.75
"Sub-Saharan Africa","The Gambia",Beverages,Online,H,3/14/2011,632080209,4/29/2011,5435,47.45,31.79,257890.75,172778.65,85112.10
"Central America and the Caribbean",Barbados,Snacks,Online,C,2/14/2013,813197124,4/1/2013,1955,152.58,97.44,298293.90,190495.20,107798.70
Asia,Philippines,Vegetables,Online,C,1/17/2017,970102918,2/21/2017,3866,154.06,90.93,595595.96,351535.38,244060.58
Europe,Finland,"Baby Food",Offline,H,6/27/2012,790346419,8/7/2012,9924,255.28,159.42,2533398.72,1582084.08,951314.64
"Middle East and North Africa",Egypt,Beverages,Online,L,9/30/2012,481788957,10/3/2012,914,47.45,31.79,43369.30,29056.06,14313.24
"Sub-Saharan Africa",Rwanda,"Office Supplies",Online,L,4/5/2013,322604358,4/6/2013,4653,651.21,524.96,3030080.13,2442638.88,587441.25
Europe,"United Kingdom",Vegetables,Online,M,7/10/2010,211278951,8/5/2010,991,154.06,90.93,152673.46,90111.63,62561.83
"Sub-Saharan Africa",Gabon,Beverages,Online,L,6/16/2013,116611564,6/24/2013,6808,47.45,31.79,323039.60,216426.32,106613.28
"Australia and Oceania",Palau,Beverages,Offline,M,11/26/2016,527713525,1/6/2017,1014,47.45,31.79,48114.30,32235.06,15879.24
"Australia and Oceania",Tonga,Vegetables,Offline,L,12/26/2012,204008662,1/1/2013,9552,154.06,90.93,1471581.12,868563.36,603017.76
"North America",Mexico,Snacks,Online,M,1/13/2010,225233304,1/13/2010,395,152.58,97.44,60269.10,38488.80,21780.30
"Sub-Saharan Africa",Djibouti,Fruits,Online,L,8/28/2013,841436278,9/1/2013,8548,9.33,6.92,79752.84,59152.16,20600.68
"Central America and the Caribbean","Antigua and Barbuda ","Baby Food",Online,M,5/20/2015,122978913,6/5/2015,1048,255.28,159.42,267533.44,167072.16,100461.28
Europe,Liechtenstein,Snacks,Offline,H,8/4/2011,710535037,8/25/2011,1962,152.58,97.44,299361.96,191177.28,108184.68
"Central America and the Caribbean","Antigua and Barbuda ",Cereal,Offline,M,11/15/2014,365090978,12/1/2014,7388,205.70,117.11,1519711.60,865208.68,654502.92
"Sub-Saharan Africa","Burkina Faso",Fruits,Offline,C,5/19/2012,517945563,6/27/2012,457,9.33,6.92,4263.81,3162.44,1101.37
Europe,Finland,Meat,Offline,C,1/17/2015,420710122,2/24/2015,6329,421.89,364.69,2670141.81,2308123.01,362018.80
Europe,Slovakia,Cosmetics,Offline,H,12/8/2015,295308482,12/9/2015,7197,437.20,263.33,3146528.40,1895186.01,1251342.39
"Australia and Oceania","Papua New Guinea",Vegetables,Online,M,10/3/2016,883976972,11/3/2016,7285,154.06,90.93,1122327.10,662425.05,459902.05
Asia,Bhutan,Cosmetics,Online,C,6/28/2016,299264419,7/15/2016,7847,437.20,263.33,3430708.40,2066350.51,1364357.89
