Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Malawi,Vegetables,Offline,H,4/24/2013,873775994,6/3/2013,8589,154.06,90.93,1323221.34,780997.77,542223.57
"Sub-Saharan Africa",Guinea,Snacks,Offline,H,7/25/2013,638620936,8/22/2013,982,152.58,97.44,149833.56,95686.08,54147.48
"Sub-Saharan Africa",Zimbabwe,"Office Supplies",Online,H,3/4/2011,235114133,4/3/2011,4352,651.21,524.96,2834065.92,2284625.92,549440.00
Asia,Philippines,"Baby Food",Offline,L,6/4/2017,588304412,6/19/2017,1204,255.28,159.42,307357.12,191941.68,115415.44
Asia,Kyrgyzstan,Meat,Online,H,5/21/2014,443553102,6/9/2014,6074,421.89,364.69,2562559.86,2215127.06,347432.80
"Australia and Oceania","Federated States of Micronesia",Household,Offline,C,9/8/2011,416534030,9/21/2011,531,668.27,502.54,354851.37,266848.74,88002.63
"Sub-Saharan Africa",Lesotho,Fruits,Online,C,6/14/2012,743233525,7/18/2012,8171,9.33,6.92,76235.43,56543.32,19692.11
Asia,Bangladesh,Snacks,Offline,M,2/1/2017,829950416,2/5/2017,9626,152.58,97.44,1468735.08,937957.44,530777.64
"Sub-Saharan Africa",Tanzania,Cereal,Online,M,11/29/2011,603296029,12/11/2011,7556,205.70,117.11,1554269.20,884883.16,669386.04
"Middle East and North Africa",Iran,"Office Supplies",Online,H,10/26/2010,960194194,11/29/2010,1654,651.21,524.96,1077101.34,868283.84,208817.50
Europe,Monaco,Cosmetics,Offline,L,8/14/2013,617881238,8/20/2013,3644,437.20,263.33,1593156.80,959574.52,633582.28
"Central America and the Caribbean","Trinidad and Tobago",Clothes,Offline,M,5/27/2017,163905990,6/4/2017,2280,109.28,35.84,249158.40,81715.20,167443.20
"Sub-Saharan Africa",Comoros,Vegetables,Online,L,10/1/2012,706129777,10/30/2012,8348,154.06,90.93,1286092.88,759083.64,527009.24
"Sub-Saharan Africa","Seychelles ",Fruits,Offline,C,3/31/2010,722726428,5/17/2010,9665,9.33,6.92,90174.45,66881.80,23292.65
Europe,Albania,Vegetables,Online,C,12/15/2013,112182271,12/19/2013,6082,154.06,90.93,936992.92,553036.26,383956.66
Europe,Russia,Snacks,Online,C,2/1/2010,643296134,3/6/2010,4476,152.58,97.44,682948.08,436141.44,246806.64
"Sub-Saharan Africa",Zimbabwe,Meat,Offline,L,3/13/2016,105179345,4/6/2016,3760,421.89,364.69,1586306.40,1371234.40,215072.00
Europe,Luxembourg,"Office Supplies",Offline,C,11/1/2016,857255733,11/11/2016,9876,651.21,524.96,6431349.96,5184504.96,1246845.00
"Sub-Saharan Africa","Cape Verde",Cereal,Online,H,10/4/2012,379261624,11/10/2012,798,205.70,117.11,164148.60,93453.78,70694.82
"Sub-Saharan Africa",Senegal,"Office Supplies",Offline,C,2/24/2017,721245849,4/2/2017,1529,651.21,524.96,995700.09,802663.84,193036.25
"Sub-Saharan Africa",Zambia,Snacks,Offline,L,12/18/2013,853569734,12/25/2013,9107,152.58,97.44,1389546.06,887386.08,502159.98
"Middle East and North Africa","Saudi Arabia",Cereal,Offline,M,9/23/2014,716907107,10/26/2014,7599,205.70,117.11,1563114.30,889918.89,673195.41
Asia,"Sri Lanka",Meat,Online,H,11/20/2016,772244298,11/30/2016,3104,421.89,364.69,1309546.56,1131997.76,177548.80
"Middle East and North Africa",Morocco,"Personal Care",Online,H,3/1/2015,650880134,3/30/2015,8750,81.73,56.67,715137.50,495862.50,219275.00
Asia,Singapore,Meat,Online,H,12/1/2012,504425942,1/6/2013,9701,421.89,364.69,4092754.89,3537857.69,554897.20
"Sub-Saharan Africa",Djibouti,Household,Offline,M,10/16/2010,554805552,11/5/2010,8147,668.27,502.54,5444395.69,4094193.38,1350202.31
"Australia and Oceania",Fiji,Beverages,Online,H,6/27/2010,644255292,7/31/2010,8313,47.45,31.79,394451.85,264270.27,130181.58
"Australia and Oceania",Nauru,Clothes,Online,H,12/28/2010,685323989,1/12/2011,1453,109.28,35.84,158783.84,52075.52,106708.32
"Sub-Saharan Africa",Uganda,Clothes,Online,C,5/6/2012,210872972,5/24/2012,853,109.28,35.84,93215.84,30571.52,62644.32
Europe,Bulgaria,Cosmetics,Online,C,11/19/2011,624076068,12/22/2011,6832,437.20,263.33,2986950.40,1799070.56,1187879.84
