Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Iraq,Cosmetics,Online,L,12/20/2016,846988236,1/20/2017,1496,437.20,263.33,654051.20,393941.68,260109.52
"Central America and the Caribbean","The Bahamas",Fruits,Offline,H,6/5/2017,257579028,6/30/2017,2213,9.33,6.92,20647.29,15313.96,5333.33
"Central America and the Caribbean","Saint Lucia",Beverages,Online,M,4/12/2014,742591512,5/8/2014,8185,47.45,31.79,388378.25,260201.15,128177.10
Europe,Serbia,Clothes,Offline,C,8/29/2012,920824515,10/6/2012,1292,109.28,35.84,141189.76,46305.28,94884.48
Asia,Bhutan,Fruits,Online,L,3/15/2011,831389367,4/13/2011,5444,9.33,6.92,50792.52,37672.48,13120.04
"North America","United States of America",Clothes,Offline,M,5/19/2013,583709895,5/25/2013,1584,109.28,35.84,173099.52,56770.56,116328.96
Europe,Cyprus,Vegetables,Online,C,3/4/2016,807522428,4/15/2016,2686,154.06,90.93,413805.16,244237.98,169567.18
"Australia and Oceania",Fiji,Meat,Online,C,10/27/2013,402875792,12/7/2013,8755,421.89,364.69,3693646.95,3192860.95,500786.00
"Sub-Saharan Africa",Sudan,Cosmetics,Online,C,10/17/2016,590131318,11/13/2016,1826,437.20,263.33,798327.20,480840.58,317486.62
Asia,"South Korea",Meat,Offline,H,2/8/2010,859962832,2/17/2010,967,421.89,364.69,407967.63,352655.23,55312.40
"Middle East and North Africa",Somalia,Vegetables,Offline,H,2/20/2010,323356664,3/3/2010,7277,154.06,90.93,1121094.62,661697.61,459397.01
"Central America and the Caribbean",Grenada,Household,Online,C,5/27/2015,861611640,7/11/2015,8886,668.27,502.54,5938247.22,4465570.44,1472676.78
"Middle East and North Africa",Lebanon,Fruits,Online,C,4/27/2010,376339089,5/30/2010,5954,9.33,6.92,55550.82,41201.68,14349.14
Europe,Slovenia,Snacks,Offline,C,6/20/2014,439462840,7/31/2014,5675,152.58,97.44,865891.50,552972.00,312919.50
"Sub-Saharan Africa","Mauritius ","Baby Food",Offline,C,8/14/2010,443219220,9/26/2010,7271,255.28,159.42,1856140.88,1159142.82,696998.06
"Sub-Saharan Africa",Uganda,Meat,Online,L,9/7/2016,750157058,9/12/2016,6998,421.89,364.69,2952386.22,2552100.62,400285.60
Europe,Ireland,"Personal Care",Online,L,10/14/2013,443137681,10/18/2013,3142,81.73,56.67,256795.66,178057.14,78738.52
"Middle East and North Africa","United Arab Emirates",Beverages,Offline,M,8/9/2010,475334918,8/17/2010,1020,47.45,31.79,48399.00,32425.80,15973.20
Europe,Norway,Household,Offline,L,11/22/2016,520235097,1/6/2017,7981,668.27,502.54,5333462.87,4010771.74,1322691.13
"Middle East and North Africa",Somalia,Cosmetics,Online,H,12/18/2016,321637046,1/18/2017,8404,437.20,263.33,3674228.80,2213025.32,1461203.48
"Sub-Saharan Africa",Mozambique,Meat,Offline,H,5/3/2011,143652093,5/3/2011,8701,421.89,364.69,3670864.89,3173167.69,497697.20
"Sub-Saharan Africa",Guinea,Beverages,Online,L,12/15/2012,320704066,1/4/2013,2315,47.45,31.79,109846.75,73593.85,36252.90
"North America","United States of America","Office Supplies",Online,L,2/11/2013,807529294,3/6/2013,4718,651.21,524.96,3072408.78,2476761.28,595647.50
Asia,Cambodia,Snacks,Online,M,7/13/2015,729176604,8/13/2015,8416,152.58,97.44,1284113.28,820055.04,464058.24
