Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,"South Korea",Vegetables,Online,M,2/3/2017,399216401,2/26/2017,5859,154.06,90.93,902637.54,532758.87,369878.67
Europe,Ireland,Cereal,Online,L,3/8/2011,392192447,3/9/2011,7315,205.70,117.11,1504695.50,856659.65,648035.85
"Sub-Saharan Africa","Sierra Leone",Snacks,Offline,M,12/17/2016,506855809,1/31/2017,8752,152.58,97.44,1335380.16,852794.88,482585.28
"Sub-Saharan Africa","Cape Verde","Personal Care",Online,M,3/21/2010,824505317,4/4/2010,8300,81.73,56.67,678359.00,470361.00,207998.00
"Sub-Saharan Africa",Zambia,Beverages,Online,C,4/1/2013,146752297,5/7/2013,6121,47.45,31.79,290441.45,194586.59,95854.86
"Australia and Oceania","Samoa ",Beverages,Offline,C,5/3/2015,945520579,5/23/2015,9406,47.45,31.79,446314.70,299016.74,147297.96
"Middle East and North Africa",Qatar,Snacks,Offline,L,5/23/2014,813046491,7/8/2014,7379,152.58,97.44,1125887.82,719009.76,406878.06
Europe,Liechtenstein,"Personal Care",Online,H,3/10/2013,111878859,4/5/2013,6296,81.73,56.67,514572.08,356794.32,157777.76
Asia,Tajikistan,"Office Supplies",Online,L,7/25/2015,624879014,9/2/2015,4441,651.21,524.96,2892023.61,2331347.36,560676.25
Europe,Liechtenstein,Beverages,Online,M,1/19/2015,605220782,1/19/2015,7134,47.45,31.79,338508.30,226789.86,111718.44
"Middle East and North Africa",Afghanistan,Vegetables,Online,C,11/1/2013,626390492,12/12/2013,1721,154.06,90.93,265137.26,156490.53,108646.73
"Central America and the Caribbean","Saint Vincent and the Grenadines","Baby Food",Online,C,5/15/2011,432186973,6/11/2011,2584,255.28,159.42,659643.52,411941.28,247702.24
Asia,Philippines,Beverages,Offline,L,9/30/2015,286721551,11/10/2015,6133,47.45,31.79,291010.85,194968.07,96042.78
Asia,Laos,"Office Supplies",Online,M,3/13/2017,524418056,5/2/2017,5811,651.21,524.96,3784181.31,3050542.56,733638.75
Asia,India,"Office Supplies",Online,L,8/1/2014,200012814,9/9/2014,7091,651.21,524.96,4617730.11,3722491.36,895238.75
"Sub-Saharan Africa",Nigeria,Beverages,Online,H,8/15/2011,238554656,9/11/2011,2479,47.45,31.79,117628.55,78807.41,38821.14
"Middle East and North Africa",Somalia,Household,Offline,L,2/3/2013,285404908,3/24/2013,6510,668.27,502.54,4350437.70,3271535.40,1078902.30
Europe,Ireland,Household,Offline,L,6/26/2013,956237399,7/23/2013,751,668.27,502.54,501870.77,377407.54,124463.23
Europe,Armenia,"Office Supplies",Offline,H,12/4/2015,687038457,1/20/2016,8802,651.21,524.96,5731950.42,4620697.92,1111252.50
Europe,Iceland,Household,Online,L,3/27/2013,684106910,4/28/2013,1292,668.27,502.54,863404.84,649281.68,214123.16
"Australia and Oceania","New Zealand",Beverages,Offline,H,6/19/2014,874054086,7/10/2014,882,47.45,31.79,41850.90,28038.78,13812.12
"Sub-Saharan Africa",Eritrea,Clothes,Online,M,10/13/2010,353803813,11/20/2010,7265,109.28,35.84,793919.20,260377.60,533541.60
Europe,Croatia,"Office Supplies",Offline,M,2/23/2017,540592420,3/17/2017,2165,651.21,524.96,1409869.65,1136538.40,273331.25
"Sub-Saharan Africa",Angola,"Office Supplies",Online,L,7/3/2015,221968734,7/4/2015,4336,651.21,524.96,2823646.56,2276226.56,547420.00
"Central America and the Caribbean","Trinidad and Tobago",Snacks,Online,L,7/30/2011,505794084,8/14/2011,4564,152.58,97.44,696375.12,444716.16,251658.96
"Central America and the Caribbean","The Bahamas","Baby Food",Online,M,12/13/2015,770242297,1/24/2016,667,255.28,159.42,170271.76,106333.14,63938.62
"North America",Canada,Snacks,Offline,M,7/18/2017,913799703,8/11/2017,2494,152.58,97.44,380534.52,243015.36,137519.16
Asia,Taiwan,"Office Supplies",Online,H,2/21/2010,905265128,4/5/2010,6923,651.21,524.96,4508326.83,3634298.08,874028.75
"Sub-Saharan Africa",Eritrea,Household,Online,L,4/19/2011,333749902,5/28/2011,2867,668.27,502.54,1915930.09,1440782.18,475147.91
"Middle East and North Africa",Syria,"Personal Care",Offline,C,2/17/2013,658677852,4/5/2013,6268,81.73,56.67,512283.64,355207.56,157076.08
Europe,Estonia,Household,Offline,H,5/28/2016,259785306,6/7/2016,5100,668.27,502.54,3408177.00,2562954.00,845223.00
Asia,Turkmenistan,Beverages,Offline,C,8/2/2011,287121093,8/14/2011,4367,47.45,31.79,207214.15,138826.93,68387.22
"Central America and the Caribbean",Honduras,Household,Online,C,11/28/2012,611046540,11/28/2012,1105,668.27,502.54,738438.35,555306.70,183131.65
"Middle East and North Africa",Kuwait,Household,Offline,C,10/6/2016,272235476,10/15/2016,9382,668.27,502.54,6269709.14,4714830.28,1554878.86
Asia,Vietnam,Vegetables,Online,C,1/8/2013,631674230,2/15/2013,5297,154.06,90.93,816055.82,481656.21,334399.61
Asia,Tajikistan,"Baby Food",Online,M,7/20/2011,420661628,8/9/2011,1979,255.28,159.42,505199.12,315492.18,189706.94
"Sub-Saharan Africa","Central African Republic","Baby Food",Offline,M,9/16/2015,690808999,9/24/2015,4589,255.28,159.42,1171479.92,731578.38,439901.54
"Sub-Saharan Africa",Mozambique,"Personal Care",Offline,M,12/29/2010,764040172,2/6/2011,5320,81.73,56.67,434803.60,301484.40,133319.20
Europe,Finland,Beverages,Online,M,4/3/2014,482591474,4/17/2014,8396,47.45,31.79,398390.20,266908.84,131481.36
Europe,Slovakia,"Baby Food",Online,H,11/25/2016,659011733,12/18/2016,5071,255.28,159.42,1294524.88,808418.82,486106.06
Europe,Ireland,Snacks,Offline,L,5/30/2011,826162278,6/17/2011,8632,152.58,97.44,1317070.56,841102.08,475968.48
"North America",Greenland,Meat,Offline,H,4/2/2010,587216937,5/14/2010,9396,421.89,364.69,3964078.44,3426627.24,537451.20
Europe,Germany,Household,Online,C,10/27/2011,965662038,12/14/2011,9711,668.27,502.54,6489569.97,4880165.94,1609404.03
"Central America and the Caribbean","Saint Lucia",Cereal,Online,M,10/13/2011,355296409,11/10/2011,8958,205.70,117.11,1842660.60,1049071.38,793589.22
Asia,Maldives,"Personal Care",Online,C,6/13/2014,370231378,7/23/2014,8547,81.73,56.67,698546.31,484358.49,214187.82
