Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Zimbabwe,"Baby Food",Offline,L,12/10/2014,917129075,1/7/2015,7729,255.28,159.42,1973059.12,1232157.18,740901.94
Europe,"Bosnia and Herzegovina",Vegetables,Offline,C,8/31/2013,720371234,10/15/2013,2711,154.06,90.93,417656.66,246511.23,171145.43
"Sub-Saharan Africa","Seychelles ",Household,Offline,L,4/30/2011,691003835,5/18/2011,2245,668.27,502.54,1500266.15,1128202.30,372063.85
Europe,Ireland,Snacks,Offline,C,3/4/2011,122825706,4/15/2011,5711,152.58,97.44,871384.38,556479.84,314904.54
"Central America and the Caribbean","Antigua and Barbuda ",Meat,Offline,L,7/4/2017,629948174,7/25/2017,4519,421.89,364.69,1906520.91,1648034.11,258486.80
Europe,Netherlands,Fruits,Offline,H,10/8/2016,296795070,10/9/2016,7111,9.33,6.92,66345.63,49208.12,17137.51
Asia,India,"Personal Care",Online,C,8/13/2011,428102719,9/21/2011,3963,81.73,56.67,323895.99,224583.21,99312.78
"Sub-Saharan Africa",Benin,Cereal,Offline,L,2/12/2017,598919951,3/14/2017,2578,205.70,117.11,530294.60,301909.58,228385.02
"Central America and the Caribbean",Grenada,Beverages,Online,M,7/22/2011,904608094,8/25/2011,2492,47.45,31.79,118245.40,79220.68,39024.72
Europe,"San Marino","Personal Care",Offline,C,11/30/2015,610840976,1/17/2016,274,81.73,56.67,22394.02,15527.58,6866.44
"Sub-Saharan Africa","Mauritius ",Cosmetics,Offline,C,5/23/2014,403604924,6/24/2014,4521,437.20,263.33,1976581.20,1190514.93,786066.27
"North America","United States of America",Beverages,Offline,C,3/5/2011,139198768,4/10/2011,864,47.45,31.79,40996.80,27466.56,13530.24
Europe,"San Marino",Household,Offline,M,7/9/2011,194233834,7/31/2011,6963,668.27,502.54,4653164.01,3499186.02,1153977.99
