Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Denmark,"Baby Food",Offline,C,7/24/2016,894517838,9/2/2016,6561,255.28,159.42,1674892.08,1045954.62,628937.46
"Australia and Oceania",Tuvalu,"Office Supplies",Offline,H,11/9/2016,811798083,12/3/2016,7948,651.21,524.96,5175817.08,4172382.08,1003435.00
Europe,Ireland,"Office Supplies",Online,C,7/25/2015,186312520,8/29/2015,2870,651.21,524.96,1868972.70,1506635.20,362337.50
Asia,India,Vegetables,Offline,C,1/8/2014,786859977,1/9/2014,8208,154.06,90.93,1264524.48,746353.44,518171.04
Europe,Italy,Clothes,Offline,L,8/27/2014,402551782,9/13/2014,2873,109.28,35.84,313961.44,102968.32,210993.12
Europe,Albania,Clothes,Online,L,2/23/2017,492811763,3/8/2017,2807,109.28,35.84,306748.96,100602.88,206146.08
Europe,Lithuania,"Baby Food",Online,L,9/9/2014,337376248,10/15/2014,5984,255.28,159.42,1527595.52,953969.28,573626.24
"Sub-Saharan Africa",Tanzania,Fruits,Online,L,11/21/2012,186294066,12/9/2012,7409,9.33,6.92,69125.97,51270.28,17855.69
"Sub-Saharan Africa","Equatorial Guinea",Cereal,Offline,H,11/8/2010,809926545,11/14/2010,4118,205.70,117.11,847072.60,482258.98,364813.62
Europe,"Czech Republic",Cosmetics,Online,C,7/11/2012,348947513,8/16/2012,178,437.20,263.33,77821.60,46872.74,30948.86
"Australia and Oceania",Fiji,Clothes,Online,C,5/11/2015,164343297,5/15/2015,1689,109.28,35.84,184573.92,60533.76,124040.16
"Middle East and North Africa","Saudi Arabia","Office Supplies",Offline,L,1/26/2014,787412726,3/16/2014,1779,651.21,524.96,1158502.59,933903.84,224598.75
"Sub-Saharan Africa",Liberia,Vegetables,Offline,M,1/10/2012,569767129,1/27/2012,5610,154.06,90.93,864276.60,510117.30,354159.30
"North America","United States of America",Snacks,Offline,H,6/7/2017,633330333,7/27/2017,5374,152.58,97.44,819964.92,523642.56,296322.36
Europe,Germany,"Baby Food",Offline,M,11/8/2016,820338666,12/25/2016,5296,255.28,159.42,1351962.88,844288.32,507674.56
Europe,Norway,"Baby Food",Online,L,11/5/2016,143340957,12/23/2016,6629,255.28,159.42,1692251.12,1056795.18,635455.94
"Australia and Oceania","Marshall Islands",Household,Online,L,6/16/2017,835198533,6/21/2017,2661,668.27,502.54,1778266.47,1337258.94,441007.53
Europe,Germany,Cereal,Offline,L,1/5/2016,699085223,1/17/2016,3708,205.70,117.11,762735.60,434243.88,328491.72
Asia,Nepal,Beverages,Offline,M,11/25/2010,758487355,12/16/2010,2119,47.45,31.79,100546.55,67363.01,33183.54
"Australia and Oceania",Nauru,Cosmetics,Offline,L,12/10/2012,307203757,1/4/2013,7273,437.20,263.33,3179755.60,1915199.09,1264556.51
"Central America and the Caribbean",Haiti,Fruits,Offline,C,4/19/2011,959345757,5/20/2011,583,9.33,6.92,5439.39,4034.36,1405.03
"Middle East and North Africa",Algeria,"Baby Food",Offline,C,2/15/2015,799337184,3/19/2015,491,255.28,159.42,125342.48,78275.22,47067.26
"North America","United States of America",Clothes,Online,C,12/6/2011,231914365,1/11/2012,7469,109.28,35.84,816212.32,267688.96,548523.36
"Middle East and North Africa",Afghanistan,Cereal,Offline,L,10/15/2016,632126128,11/23/2016,9023,205.70,117.11,1856031.10,1056683.53,799347.57
"Middle East and North Africa",Lebanon,Vegetables,Online,H,7/20/2015,295333802,9/8/2015,4690,154.06,90.93,722541.40,426461.70,296079.70
Europe,France,Snacks,Online,M,1/22/2014,287211215,2/6/2014,1036,152.58,97.44,158072.88,100947.84,57125.04
Asia,Tajikistan,Household,Offline,C,8/29/2011,393744695,10/16/2011,6660,668.27,502.54,4450678.20,3346916.40,1103761.80
Europe,Montenegro,Cosmetics,Online,C,7/13/2012,471233069,8/27/2012,7192,437.20,263.33,3144342.40,1893869.36,1250473.04
Asia,"Sri Lanka",Cosmetics,Offline,H,5/13/2014,896287667,6/1/2014,293,437.20,263.33,128099.60,77155.69,50943.91
Europe,Finland,Snacks,Online,H,2/11/2012,315832316,3/4/2012,656,152.58,97.44,100092.48,63920.64,36171.84
"Middle East and North Africa",Oman,Beverages,Online,H,12/13/2016,597103345,12/28/2016,5004,47.45,31.79,237439.80,159077.16,78362.64
"Middle East and North Africa","Saudi Arabia","Office Supplies",Offline,H,8/10/2014,977649581,8/12/2014,7091,651.21,524.96,4617730.11,3722491.36,895238.75
"Sub-Saharan Africa",Gabon,Beverages,Offline,M,8/6/2014,315332353,9/25/2014,2705,47.45,31.79,128352.25,85991.95,42360.30
"North America",Mexico,Cosmetics,Offline,C,2/21/2016,238325488,2/29/2016,4663,437.20,263.33,2038663.60,1227907.79,810755.81
"Middle East and North Africa",Turkey,Clothes,Online,H,12/13/2011,195115315,1/29/2012,7813,109.28,35.84,853804.64,280017.92,573786.72
"Australia and Oceania",Kiribati,Cosmetics,Online,L,9/24/2014,604500663,10/14/2014,4034,437.20,263.33,1763664.80,1062273.22,701391.58
"North America",Canada,Snacks,Online,L,7/18/2015,605592858,9/3/2015,7239,152.58,97.44,1104526.62,705368.16,399158.46
Europe,Georgia,Cosmetics,Online,L,4/16/2010,307815730,5/19/2010,8370,437.20,263.33,3659364.00,2204072.10,1455291.90
"Central America and the Caribbean",Nicaragua,Vegetables,Online,L,2/3/2011,340905606,3/24/2011,399,154.06,90.93,61469.94,36281.07,25188.87
"Australia and Oceania",Palau,Household,Offline,M,3/12/2012,504911315,3/15/2012,3333,668.27,502.54,2227343.91,1674965.82,552378.09
"Sub-Saharan Africa","Sao Tome and Principe",Cosmetics,Offline,C,6/28/2016,220194184,7/16/2016,9207,437.20,263.33,4025300.40,2424479.31,1600821.09
"Middle East and North Africa",Israel,Beverages,Online,C,7/27/2016,777428042,7/29/2016,7089,47.45,31.79,336373.05,225359.31,111013.74
"Sub-Saharan Africa",Ethiopia,Beverages,Offline,L,9/1/2013,387599217,10/1/2013,8077,47.45,31.79,383253.65,256767.83,126485.82
"Sub-Saharan Africa",Comoros,"Baby Food",Online,H,11/11/2013,932006537,11/23/2013,301,255.28,159.42,76839.28,47985.42,28853.86
