Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Central America and the Caribbean",Dominica,Fruits,Online,M,8/8/2010,479782235,9/9/2010,7080,9.33,6.92,66056.40,48993.60,17062.80
Asia,Japan,Cosmetics,Offline,L,11/21/2015,361192119,12/23/2015,3629,437.20,263.33,1586598.80,955624.57,630974.23
"Central America and the Caribbean",Barbados,Household,Offline,C,6/4/2014,640265882,6/5/2014,7757,668.27,502.54,5183770.39,3898202.78,1285567.61
Asia,Vietnam,Vegetables,Online,H,11/11/2010,104552352,11/27/2010,8219,154.06,90.93,1266219.14,747353.67,518865.47
"Central America and the Caribbean","Saint Lucia",Vegetables,Offline,H,12/9/2010,761912858,12/27/2010,5801,154.06,90.93,893702.06,527484.93,366217.13
Europe,France,Snacks,Online,L,1/30/2010,190521228,3/5/2010,8320,152.58,97.44,1269465.60,810700.80,458764.80
Europe,Kosovo,Snacks,Offline,M,5/13/2012,988863790,5/20/2012,5625,152.58,97.44,858262.50,548100.00,310162.50
Europe,Denmark,"Personal Care",Offline,L,7/26/2011,425739371,8/12/2011,4596,81.73,56.67,375631.08,260455.32,115175.76
"Central America and the Caribbean","El Salvador",Clothes,Offline,C,2/4/2010,790259301,2/12/2010,4143,109.28,35.84,452747.04,148485.12,304261.92
Asia,Cambodia,Vegetables,Online,M,3/22/2015,841847407,4/2/2015,210,154.06,90.93,32352.60,19095.30,13257.30
Europe,Bulgaria,Cereal,Offline,H,7/22/2012,760240018,8/13/2012,770,205.70,117.11,158389.00,90174.70,68214.30
"Central America and the Caribbean",Dominica,Clothes,Online,C,4/15/2015,795485961,5/8/2015,828,109.28,35.84,90483.84,29675.52,60808.32
"Sub-Saharan Africa",Nigeria,Snacks,Online,M,12/7/2014,817946565,12/18/2014,7420,152.58,97.44,1132143.60,723004.80,409138.80
Europe,Poland,Beverages,Offline,H,6/15/2015,768295657,7/7/2015,4613,47.45,31.79,218886.85,146647.27,72239.58
"Sub-Saharan Africa","Cote d'Ivoire",Meat,Offline,M,4/16/2014,207519567,4/19/2014,8506,421.89,364.69,3588596.34,3102053.14,486543.20
Europe,Croatia,Cereal,Offline,M,9/28/2013,566917121,11/8/2013,2229,205.70,117.11,458505.30,261038.19,197467.11
"Sub-Saharan Africa",Kenya,Household,Online,L,3/3/2017,198099648,4/8/2017,943,668.27,502.54,630178.61,473895.22,156283.39
Asia,Maldives,Snacks,Offline,C,1/24/2010,222990977,2/17/2010,6840,152.58,97.44,1043647.20,666489.60,377157.60
