Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Guinea-Bissau,"Office Supplies",Online,L,10/22/2016,983948266,12/6/2016,1012,651.21,524.96,659024.52,531259.52,127765.00
Europe,Denmark,"Office Supplies",Offline,M,12/4/2014,835145747,1/4/2015,7040,651.21,524.96,4584518.40,3695718.40,888800.00
"Central America and the Caribbean","Saint Kitts and Nevis ",Cosmetics,Online,H,11/17/2011,890647733,12/6/2011,1311,437.20,263.33,573169.20,345225.63,227943.57
"Sub-Saharan Africa",Madagascar,Meat,Online,C,4/10/2013,500503051,5/21/2013,8830,421.89,364.69,3725288.70,3220212.70,505076.00
"Sub-Saharan Africa",Mauritania,Snacks,Offline,L,8/23/2010,435073029,10/7/2010,6633,152.58,97.44,1012063.14,646319.52,365743.62
Asia,Malaysia,Beverages,Online,H,7/6/2015,635031497,7/19/2015,8787,47.45,31.79,416943.15,279338.73,137604.42
"Sub-Saharan Africa","Sao Tome and Principe","Baby Food",Online,L,3/6/2010,661364781,4/22/2010,1391,255.28,159.42,355094.48,221753.22,133341.26
"Sub-Saharan Africa",Mozambique,Clothes,Online,H,2/1/2012,145371711,3/2/2012,7575,109.28,35.84,827796.00,271488.00,556308.00
"North America","United States of America",Cosmetics,Offline,M,1/7/2017,138663613,1/21/2017,2499,437.20,263.33,1092562.80,658061.67,434501.13
"Australia and Oceania",Tonga,Household,Offline,C,6/24/2010,863164317,7/30/2010,8358,668.27,502.54,5585400.66,4200229.32,1385171.34
"Australia and Oceania",Palau,Vegetables,Online,L,11/18/2016,361110150,1/6/2017,9373,154.06,90.93,1444004.38,852286.89,591717.49
"Sub-Saharan Africa","Cote d'Ivoire",Vegetables,Offline,L,6/30/2012,345049941,8/8/2012,6800,154.06,90.93,1047608.00,618324.00,429284.00
Europe,Latvia,Meat,Online,H,7/6/2012,347845017,7/18/2012,3925,421.89,364.69,1655918.25,1431408.25,224510.00
Europe,"San Marino",Beverages,Offline,L,4/6/2014,872669208,4/14/2014,1066,47.45,31.79,50581.70,33888.14,16693.56
Europe,Kosovo,Vegetables,Online,H,2/18/2016,243008840,3/21/2016,571,154.06,90.93,87968.26,51921.03,36047.23
"Sub-Saharan Africa",Zimbabwe,Meat,Online,H,10/18/2013,452662742,11/13/2013,1819,421.89,364.69,767417.91,663371.11,104046.80
"Sub-Saharan Africa",Ethiopia,Cosmetics,Online,C,7/24/2011,415742242,9/9/2011,6223,437.20,263.33,2720695.60,1638702.59,1081993.01
"Australia and Oceania",Palau,Beverages,Online,L,1/4/2011,916671168,2/10/2011,2224,47.45,31.79,105528.80,70700.96,34827.84
Europe,"Vatican City",Cosmetics,Online,C,10/18/2014,560185849,10/23/2014,296,437.20,263.33,129411.20,77945.68,51465.52
"Sub-Saharan Africa",Madagascar,"Personal Care",Offline,L,4/11/2015,721335113,5/30/2015,7944,81.73,56.67,649263.12,450186.48,199076.64
Asia,China,Vegetables,Offline,M,6/12/2013,595480287,7/6/2013,4705,154.06,90.93,724852.30,427825.65,297026.65
"Sub-Saharan Africa",Rwanda,Snacks,Offline,L,2/25/2015,348295199,3/27/2015,7144,152.58,97.44,1090031.52,696111.36,393920.16
"Sub-Saharan Africa",Lesotho,Cosmetics,Offline,H,2/27/2012,665766179,3/25/2012,3862,437.20,263.33,1688466.40,1016980.46,671485.94
"Sub-Saharan Africa",Guinea-Bissau,Household,Online,H,3/23/2016,504192054,4/6/2016,488,668.27,502.54,326115.76,245239.52,80876.24
"Central America and the Caribbean",Jamaica,Cosmetics,Online,C,6/19/2017,240184152,6/22/2017,4683,437.20,263.33,2047407.60,1233174.39,814233.21
Europe,"Vatican City",Beverages,Offline,L,11/2/2010,320666301,12/18/2010,1139,47.45,31.79,54045.55,36208.81,17836.74
"Central America and the Caribbean","Costa Rica",Meat,Offline,H,1/30/2015,812874829,2/3/2015,6581,421.89,364.69,2776458.09,2400024.89,376433.20
"Middle East and North Africa","United Arab Emirates","Baby Food",Online,C,12/8/2015,954358565,1/9/2016,4762,255.28,159.42,1215643.36,759158.04,456485.32
"Australia and Oceania","Federated States of Micronesia","Baby Food",Online,L,5/2/2015,502978837,6/14/2015,1470,255.28,159.42,375261.60,234347.40,140914.20
Europe,Luxembourg,Vegetables,Offline,C,7/1/2012,186909472,8/12/2012,9521,154.06,90.93,1466805.26,865744.53,601060.73
Europe,Belgium,Vegetables,Online,M,4/16/2015,354636800,5/31/2015,3765,154.06,90.93,580035.90,342351.45,237684.45
"Central America and the Caribbean","Trinidad and Tobago",Snacks,Online,C,9/10/2013,524959647,9/18/2013,6080,152.58,97.44,927686.40,592435.20,335251.20
Europe,Macedonia,"Baby Food",Online,H,11/29/2013,736989343,1/18/2014,379,255.28,159.42,96751.12,60420.18,36330.94
"Sub-Saharan Africa",Zambia,Vegetables,Online,H,11/9/2011,200149714,12/4/2011,7603,154.06,90.93,1171318.18,691340.79,479977.39
Europe,Germany,"Baby Food",Offline,M,1/24/2012,444177091,1/30/2012,727,255.28,159.42,185588.56,115898.34,69690.22
Europe,Greece,Vegetables,Online,C,5/12/2016,369120299,5/13/2016,9754,154.06,90.93,1502701.24,886931.22,615770.02
Europe,Malta,Vegetables,Online,C,6/29/2012,295340669,7/30/2012,6722,154.06,90.93,1035591.32,611231.46,424359.86
Europe,Monaco,Cosmetics,Online,C,10/8/2015,613512027,10/13/2015,697,437.20,263.33,304728.40,183541.01,121187.39
"Middle East and North Africa",Egypt,Household,Online,C,4/9/2012,434620702,5/27/2012,2779,668.27,502.54,1857122.33,1396558.66,460563.67
"Sub-Saharan Africa",Madagascar,Snacks,Online,M,8/30/2015,739965522,9/18/2015,1096,152.58,97.44,167227.68,106794.24,60433.44
Europe,Italy,Vegetables,Online,C,5/14/2010,331157815,6/29/2010,5811,154.06,90.93,895242.66,528394.23,366848.43
Europe,Ireland,"Baby Food",Online,L,12/16/2015,780121409,1/24/2016,4116,255.28,159.42,1050732.48,656172.72,394559.76
Asia,Thailand,Meat,Offline,H,3/17/2015,579092633,4/11/2015,5234,421.89,364.69,2208172.26,1908787.46,299384.80
Europe,Germany,"Office Supplies",Online,C,11/18/2010,990620315,12/8/2010,5420,651.21,524.96,3529558.20,2845283.20,684275.00
"Sub-Saharan Africa","Central African Republic",Cereal,Online,C,5/24/2014,197565782,5/24/2014,2960,205.70,117.11,608872.00,346645.60,262226.40
"Middle East and North Africa",Azerbaijan,Cosmetics,Offline,L,9/17/2011,953102862,10/20/2011,3172,437.20,263.33,1386798.40,835282.76,551515.64
"Central America and the Caribbean","Saint Lucia",Clothes,Offline,C,7/30/2012,230717885,9/16/2012,3404,109.28,35.84,371989.12,121999.36,249989.76
Europe,Poland,Vegetables,Online,C,6/16/2016,474209678,6/26/2016,8036,154.06,90.93,1238026.16,730713.48,507312.68
"Sub-Saharan Africa",Guinea-Bissau,Beverages,Online,C,4/17/2016,147689568,4/21/2016,3480,47.45,31.79,165126.00,110629.20,54496.80
"Middle East and North Africa",Iran,Clothes,Online,H,6/18/2017,485581386,8/4/2017,3178,109.28,35.84,347291.84,113899.52,233392.32
Asia,Turkmenistan,Household,Offline,M,4/4/2011,542621457,4/26/2011,2602,668.27,502.54,1738838.54,1307609.08,431229.46
Europe,Slovenia,Snacks,Offline,H,7/13/2016,343858611,9/1/2016,4259,152.58,97.44,649838.22,414996.96,234841.26
Asia,Cambodia,"Baby Food",Offline,M,5/11/2015,434654176,5/25/2015,2684,255.28,159.42,685171.52,427883.28,257288.24
