Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,Indonesia,Beverages,Offline,L,5/23/2015,916358315,5/24/2015,9644,47.45,31.79,457607.80,306582.76,151025.04
"Australia and Oceania",Fiji,Snacks,Offline,L,3/10/2013,993105113,4/11/2013,727,152.58,97.44,110925.66,70838.88,40086.78
Europe,France,Clothes,Online,L,5/4/2012,377672040,5/16/2012,404,109.28,35.84,44149.12,14479.36,29669.76
Europe,Switzerland,Beverages,Online,C,10/27/2011,782607924,11/29/2011,9931,47.45,31.79,471225.95,315706.49,155519.46
"North America","United States of America",Fruits,Online,M,9/7/2011,840774095,10/25/2011,2593,9.33,6.92,24192.69,17943.56,6249.13
"Australia and Oceania","Samoa ",Household,Offline,C,10/29/2016,155344378,12/13/2016,8709,668.27,502.54,5819963.43,4376620.86,1443342.57
"Middle East and North Africa",Jordan,"Baby Food",Online,C,6/30/2010,649805104,7/31/2010,625,255.28,159.42,159550.00,99637.50,59912.50
"Australia and Oceania",Vanuatu,Cereal,Offline,M,1/30/2011,717955100,3/20/2011,7724,205.70,117.11,1588826.80,904557.64,684269.16
Asia,Malaysia,"Office Supplies",Offline,M,4/25/2015,173905694,4/28/2015,1414,651.21,524.96,920810.94,742293.44,178517.50
Europe,Spain,Snacks,Offline,L,3/18/2017,702080714,4/27/2017,140,152.58,97.44,21361.20,13641.60,7719.60
"Middle East and North Africa",Syria,"Personal Care",Online,C,11/7/2011,907216489,11/22/2011,4374,81.73,56.67,357487.02,247874.58,109612.44
"Sub-Saharan Africa",Benin,Meat,Online,M,4/22/2014,364361846,5/17/2014,1622,421.89,364.69,684305.58,591527.18,92778.40
Asia,Brunei,"Personal Care",Online,H,6/5/2010,968878114,7/4/2010,1419,81.73,56.67,115974.87,80414.73,35560.14
"Australia and Oceania",Australia,Vegetables,Online,C,8/19/2013,186439120,9/12/2013,334,154.06,90.93,51456.04,30370.62,21085.42
"Australia and Oceania","East Timor",Snacks,Offline,C,9/9/2015,503031194,10/1/2015,6964,152.58,97.44,1062567.12,678572.16,383994.96
"Australia and Oceania","Marshall Islands","Office Supplies",Online,H,3/19/2013,874953162,4/8/2013,6939,651.21,524.96,4518746.19,3642697.44,876048.75
"Sub-Saharan Africa",Kenya,Beverages,Offline,H,6/17/2011,778816354,7/18/2011,7921,47.45,31.79,375851.45,251808.59,124042.86
"Central America and the Caribbean","Saint Lucia",Meat,Offline,L,12/15/2012,661544597,12/21/2012,4602,421.89,364.69,1941537.78,1678303.38,263234.40
"Central America and the Caribbean",Nicaragua,Beverages,Offline,C,9/25/2013,590374219,10/3/2013,3706,47.45,31.79,175849.70,117813.74,58035.96
"Middle East and North Africa",Oman,Cosmetics,Online,L,9/1/2014,702854049,10/12/2014,8987,437.20,263.33,3929116.40,2366546.71,1562569.69
"Sub-Saharan Africa",Guinea-Bissau,Clothes,Online,L,2/15/2010,756845414,3/5/2010,6232,109.28,35.84,681032.96,223354.88,457678.08
Asia,Maldives,"Personal Care",Online,H,6/21/2014,580522143,8/4/2014,8258,81.73,56.67,674926.34,467980.86,206945.48
"Sub-Saharan Africa",Guinea,Cereal,Online,H,11/4/2012,522370564,12/8/2012,9913,205.70,117.11,2039104.10,1160911.43,878192.67
"Sub-Saharan Africa",Uganda,Snacks,Online,L,5/21/2010,101189506,7/6/2010,3078,152.58,97.44,469641.24,299920.32,169720.92
Europe,Luxembourg,Fruits,Offline,L,4/15/2013,256090295,6/1/2013,1664,9.33,6.92,15525.12,11514.88,4010.24
"Central America and the Caribbean",Honduras,Clothes,Online,M,6/19/2017,196496760,8/2/2017,6613,109.28,35.84,722668.64,237009.92,485658.72
"Sub-Saharan Africa",Ethiopia,Meat,Offline,H,4/24/2012,552145230,4/30/2012,898,421.89,364.69,378857.22,327491.62,51365.60
Europe,Lithuania,Clothes,Online,H,10/19/2014,223084533,12/1/2014,4526,109.28,35.84,494601.28,162211.84,332389.44
Asia,Myanmar,"Personal Care",Offline,M,9/1/2012,429675996,9/27/2012,9530,81.73,56.67,778886.90,540065.10,238821.80
"Sub-Saharan Africa",Burundi,Cosmetics,Online,M,8/29/2013,662593448,9/12/2013,4980,437.20,263.33,2177256.00,1311383.40,865872.60
"Australia and Oceania","Samoa ",Vegetables,Online,M,6/6/2011,932823216,7/8/2011,1974,154.06,90.93,304114.44,179495.82,124618.62
Asia,Turkmenistan,Cereal,Offline,L,1/22/2012,421664130,3/2/2012,8641,205.70,117.11,1777453.70,1011947.51,765506.19
"Middle East and North Africa",Morocco,Cereal,Online,C,2/16/2015,630727517,2/28/2015,5143,205.70,117.11,1057915.10,602296.73,455618.37
"Sub-Saharan Africa",Botswana,Cosmetics,Online,H,6/26/2017,431937205,7/9/2017,8673,437.20,263.33,3791835.60,2283861.09,1507974.51
"Sub-Saharan Africa",Senegal,Beverages,Offline,C,1/19/2017,117529523,2/7/2017,8452,47.45,31.79,401047.40,268689.08,132358.32
Europe,Slovakia,Cereal,Online,C,8/6/2016,950053298,9/19/2016,738,205.70,117.11,151806.60,86427.18,65379.42
"Middle East and North Africa",Kuwait,Snacks,Online,L,5/19/2012,212369859,6/3/2012,3815,152.58,97.44,582092.70,371733.60,210359.10
"Australia and Oceania",Vanuatu,Beverages,Online,L,2/2/2013,657653033,3/24/2013,3002,47.45,31.79,142444.90,95433.58,47011.32
"Sub-Saharan Africa",Liberia,Meat,Offline,M,5/1/2013,159389150,5/27/2013,5646,421.89,364.69,2381990.94,2059039.74,322951.20
"Sub-Saharan Africa","South Sudan",Snacks,Offline,C,7/22/2012,261377036,8/4/2012,6128,152.58,97.44,935010.24,597112.32,337897.92
Europe,Montenegro,Cosmetics,Offline,M,4/18/2011,327728021,5/30/2011,859,437.20,263.33,375554.80,226200.47,149354.33
Asia,"South Korea",Household,Offline,C,11/29/2014,692865931,12/29/2014,3281,668.27,502.54,2192593.87,1648833.74,543760.13
"Middle East and North Africa",Kuwait,Cosmetics,Offline,H,9/13/2014,411527097,9/24/2014,8868,437.20,263.33,3877089.60,2335210.44,1541879.16
"Sub-Saharan Africa",Comoros,Clothes,Offline,L,5/18/2014,408760344,5/24/2014,124,109.28,35.84,13550.72,4444.16,9106.56
Europe,Georgia,Fruits,Online,L,2/26/2011,329927003,4/16/2011,1587,9.33,6.92,14806.71,10982.04,3824.67
"Middle East and North Africa","United Arab Emirates",Meat,Online,C,8/29/2014,790700900,9/10/2014,4822,421.89,364.69,2034353.58,1758535.18,275818.40
Europe,Romania,Cosmetics,Offline,H,11/15/2012,227068364,12/16/2012,3430,437.20,263.33,1499596.00,903221.90,596374.10
Europe,Kosovo,Beverages,Offline,M,10/10/2013,745328223,11/9/2013,8039,47.45,31.79,381450.55,255559.81,125890.74
Europe,Finland,Vegetables,Offline,C,4/3/2011,472091805,5/19/2011,1311,154.06,90.93,201972.66,119209.23,82763.43
Asia,Cambodia,Snacks,Online,C,8/19/2011,304282939,8/23/2011,2938,152.58,97.44,448280.04,286278.72,162001.32
Asia,Cambodia,Clothes,Online,M,9/20/2014,759137952,11/3/2014,4645,109.28,35.84,507605.60,166476.80,341128.80
Europe,"Czech Republic",Household,Online,C,1/14/2010,624205672,2/25/2010,5185,668.27,502.54,3464979.95,2605669.90,859310.05
"Sub-Saharan Africa",Mali,Meat,Offline,L,11/18/2010,107347428,12/28/2010,5344,421.89,364.69,2254580.16,1948903.36,305676.80
"Sub-Saharan Africa",Djibouti,Clothes,Online,C,9/8/2012,386737048,9/22/2012,2942,109.28,35.84,321501.76,105441.28,216060.48
"Middle East and North Africa",Turkey,Cosmetics,Offline,C,12/14/2011,460860860,12/21/2011,7825,437.20,263.33,3421090.00,2060557.25,1360532.75
"Australia and Oceania",Australia,Cereal,Offline,M,1/10/2010,298517692,1/11/2010,6874,205.70,117.11,1413981.80,805014.14,608967.66
"Middle East and North Africa",Bahrain,Cosmetics,Offline,M,11/25/2016,388818871,1/2/2017,8999,437.20,263.33,3934362.80,2369706.67,1564656.13
"Sub-Saharan Africa",Mauritania,Meat,Offline,L,2/12/2017,391188228,4/3/2017,144,421.89,364.69,60752.16,52515.36,8236.80
"Central America and the Caribbean",Cuba,Household,Online,L,6/8/2011,485362088,7/8/2011,8283,668.27,502.54,5535280.41,4162538.82,1372741.59
"Central America and the Caribbean",Cuba,Meat,Offline,C,1/14/2013,921389281,1/28/2013,8418,421.89,364.69,3551470.02,3069960.42,481509.60
"Sub-Saharan Africa",Mauritania,Meat,Online,C,6/15/2013,669631135,8/3/2013,7588,421.89,364.69,3201301.32,2767267.72,434033.60
"Central America and the Caribbean","Trinidad and Tobago",Vegetables,Online,M,8/21/2016,570761477,9/8/2016,9860,154.06,90.93,1519031.60,896569.80,622461.80
Europe,Liechtenstein,Vegetables,Online,C,6/16/2012,185766637,7/5/2012,1331,154.06,90.93,205053.86,121027.83,84026.03
"Sub-Saharan Africa","Republic of the Congo","Baby Food",Online,M,10/14/2010,945945441,11/24/2010,5132,255.28,159.42,1310096.96,818143.44,491953.52
"Middle East and North Africa",Azerbaijan,"Personal Care",Offline,H,12/25/2014,302909219,1/24/2015,6424,81.73,56.67,525033.52,364048.08,160985.44
"Sub-Saharan Africa",Burundi,"Office Supplies",Offline,M,7/16/2010,278581798,8/12/2010,7399,651.21,524.96,4818302.79,3884179.04,934123.75
Asia,Thailand,"Office Supplies",Online,M,4/24/2014,715199506,5/27/2014,2282,651.21,524.96,1486061.22,1197958.72,288102.50
"Sub-Saharan Africa",Djibouti,Beverages,Offline,L,2/17/2010,625311172,3/25/2010,2326,47.45,31.79,110368.70,73943.54,36425.16
"Central America and the Caribbean",Haiti,Clothes,Online,M,3/13/2013,441778123,4/22/2013,819,109.28,35.84,89500.32,29352.96,60147.36
Europe,Austria,"Baby Food",Offline,H,4/5/2013,667774188,5/11/2013,8077,255.28,159.42,2061896.56,1287635.34,774261.22
"Middle East and North Africa",Azerbaijan,Fruits,Offline,M,4/13/2016,526785695,5/11/2016,6448,9.33,6.92,60159.84,44620.16,15539.68
Asia,India,Meat,Online,H,5/14/2010,212611472,5/23/2010,5314,421.89,364.69,2241923.46,1937962.66,303960.80
"Central America and the Caribbean","Costa Rica",Fruits,Online,L,12/18/2014,439362847,1/23/2015,6085,9.33,6.92,56773.05,42108.20,14664.85
"Sub-Saharan Africa",Sudan,Fruits,Online,C,7/6/2016,191463649,7/7/2016,7203,9.33,6.92,67203.99,49844.76,17359.23
"Sub-Saharan Africa",Zambia,Beverages,Online,L,2/4/2010,773650205,2/18/2010,9143,47.45,31.79,433835.35,290655.97,143179.38
Asia,Cambodia,Snacks,Online,L,10/13/2010,860971343,11/1/2010,9408,152.58,97.44,1435472.64,916715.52,518757.12
Europe,Portugal,Fruits,Online,L,1/1/2012,548788392,1/27/2012,7535,9.33,6.92,70301.55,52142.20,18159.35
"Sub-Saharan Africa","Sierra Leone",Meat,Offline,C,1/8/2012,902775180,2/9/2012,92,421.89,364.69,38813.88,33551.48,5262.40
"Sub-Saharan Africa",Kenya,Clothes,Offline,L,3/6/2010,808918035,4/23/2010,5677,109.28,35.84,620382.56,203463.68,416918.88
Asia,Singapore,Fruits,Online,M,9/1/2010,123515784,9/23/2010,9920,9.33,6.92,92553.60,68646.40,23907.20
"Sub-Saharan Africa",Benin,Beverages,Offline,C,3/2/2011,123179757,3/19/2011,482,47.45,31.79,22870.90,15322.78,7548.12
"Sub-Saharan Africa",Angola,Beverages,Offline,H,3/18/2014,354833781,4/21/2014,2056,47.45,31.79,97557.20,65360.24,32196.96
"Middle East and North Africa",Iran,Beverages,Offline,C,10/29/2015,885714185,12/4/2015,1365,47.45,31.79,64769.25,43393.35,21375.90
"Sub-Saharan Africa","Central African Republic",Beverages,Offline,H,11/18/2016,953369796,12/14/2016,2163,47.45,31.79,102634.35,68761.77,33872.58
"Central America and the Caribbean",Guatemala,"Personal Care",Online,C,10/4/2011,315661942,10/22/2011,238,81.73,56.67,19451.74,13487.46,5964.28
"Central America and the Caribbean","Trinidad and Tobago",Household,Online,M,10/22/2014,600764453,11/7/2014,8407,668.27,502.54,5618145.89,4224853.78,1393292.11
Europe,Sweden,Household,Online,C,3/7/2011,357163655,4/15/2011,1517,668.27,502.54,1013765.59,762353.18,251412.41
"Middle East and North Africa",Lebanon,Cereal,Online,H,7/30/2013,903658378,9/7/2013,1450,205.70,117.11,298265.00,169809.50,128455.50
"Sub-Saharan Africa",Burundi,"Office Supplies",Online,H,1/21/2013,479359948,2/26/2013,2116,651.21,524.96,1377960.36,1110815.36,267145.00
"Middle East and North Africa",Yemen,"Baby Food",Online,L,2/5/2013,993692195,3/14/2013,4457,255.28,159.42,1137782.96,710534.94,427248.02
"Middle East and North Africa",Iraq,Cereal,Offline,M,9/4/2010,376391446,9/15/2010,1448,205.70,117.11,297853.60,169575.28,128278.32
Asia,China,Beverages,Offline,M,3/8/2015,227506530,3/26/2015,3093,47.45,31.79,146762.85,98326.47,48436.38
Europe,Belgium,"Personal Care",Offline,M,5/12/2014,867398774,6/10/2014,1428,81.73,56.67,116710.44,80924.76,35785.68
"Sub-Saharan Africa",Togo,Cosmetics,Online,M,12/13/2015,886742007,12/16/2015,5520,437.20,263.33,2413344.00,1453581.60,959762.40
"Central America and the Caribbean","El Salvador","Personal Care",Offline,M,8/10/2013,296522557,8/24/2013,6469,81.73,56.67,528711.37,366598.23,162113.14
"Central America and the Caribbean",Barbados,Clothes,Offline,L,6/1/2013,978039252,6/24/2013,2404,109.28,35.84,262709.12,86159.36,176549.76
"Sub-Saharan Africa","Sierra Leone","Office Supplies",Online,C,12/15/2014,832903420,12/20/2014,3486,651.21,524.96,2270118.06,1830010.56,440107.50
"Australia and Oceania",Nauru,"Office Supplies",Online,M,1/27/2015,533038890,2/19/2015,6908,651.21,524.96,4498558.68,3626423.68,872135.00
"Middle East and North Africa",Bahrain,Fruits,Offline,H,9/9/2011,370681989,9/12/2011,1893,9.33,6.92,17661.69,13099.56,4562.13
