Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Egypt,"Baby Food",Offline,C,12/30/2015,783428895,1/9/2016,2874,255.28,159.42,733674.72,458173.08,275501.64
Europe,Slovakia,"Baby Food",Online,L,12/2/2010,254114902,12/15/2010,7101,255.28,159.42,1812743.28,1132041.42,680701.86
"Sub-Saharan Africa",Tanzania,Clothes,Online,C,4/7/2012,823831975,4/25/2012,9044,109.28,35.84,988328.32,324136.96,664191.36
Europe,Croatia,"Personal Care",Offline,H,8/26/2016,548878943,9/19/2016,4332,81.73,56.67,354054.36,245494.44,108559.92
"Central America and the Caribbean",Barbados,Fruits,Offline,C,3/9/2014,705867135,4/22/2014,626,9.33,6.92,5840.58,4331.92,1508.66
"Sub-Saharan Africa",Niger,Cereal,Online,L,12/22/2014,841720378,1/17/2015,2620,205.70,117.11,538934.00,306828.20,232105.80
"Middle East and North Africa",Pakistan,Clothes,Online,C,1/16/2015,123675000,2/22/2015,7036,109.28,35.84,768894.08,252170.24,516723.84
"Middle East and North Africa",Oman,Cosmetics,Online,M,4/8/2015,489279830,5/4/2015,7629,437.20,263.33,3335398.80,2008944.57,1326454.23
"Middle East and North Africa",Israel,"Baby Food",Online,L,1/5/2010,796396195,1/16/2010,187,255.28,159.42,47737.36,29811.54,17925.82
"Sub-Saharan Africa",Swaziland,"Baby Food",Offline,H,8/25/2013,873197925,10/9/2013,7525,255.28,159.42,1920982.00,1199635.50,721346.50
"Australia and Oceania",Tuvalu,Clothes,Online,H,4/25/2011,168171346,6/8/2011,4493,109.28,35.84,490995.04,161029.12,329965.92
Europe,"Vatican City",Clothes,Online,L,9/19/2015,900115287,10/1/2015,2971,109.28,35.84,324670.88,106480.64,218190.24
Europe,Netherlands,Vegetables,Offline,C,5/4/2010,408141076,5/25/2010,6869,154.06,90.93,1058238.14,624598.17,433639.97
