Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Afghanistan,"Baby Food",Online,H,7/20/2016,916164338,8/22/2016,2242,255.28,159.42,572337.76,357419.64,214918.12
"Sub-Saharan Africa",Ghana,Cereal,Online,H,4/11/2012,775107181,4/19/2012,294,205.70,117.11,60475.80,34430.34,26045.46
"Sub-Saharan Africa",Guinea-Bissau,Beverages,Online,M,1/2/2012,797924840,2/14/2012,2547,47.45,31.79,120855.15,80969.13,39886.02
"Sub-Saharan Africa","Sao Tome and Principe",Beverages,Online,H,6/13/2010,615916144,7/3/2010,2129,47.45,31.79,101021.05,67680.91,33340.14
"Central America and the Caribbean","The Bahamas",Fruits,Offline,C,12/23/2010,380692422,2/4/2011,4202,9.33,6.92,39204.66,29077.84,10126.82
"Sub-Saharan Africa",Rwanda,"Office Supplies",Online,M,3/24/2014,314177501,5/10/2014,959,651.21,524.96,624510.39,503436.64,121073.75
"Central America and the Caribbean","The Bahamas",Fruits,Online,H,5/1/2014,258607709,6/4/2014,6623,9.33,6.92,61792.59,45831.16,15961.43
"Australia and Oceania","East Timor",Cereal,Online,C,4/8/2010,126531875,5/23/2010,2448,205.70,117.11,503553.60,286685.28,216868.32
Asia,Malaysia,Household,Online,M,3/28/2017,350811326,4/27/2017,1722,668.27,502.54,1150760.94,865373.88,285387.06
Europe,Ukraine,Cosmetics,Offline,M,6/2/2017,534619891,7/5/2017,4761,437.20,263.33,2081509.20,1253714.13,827795.07
"Central America and the Caribbean","Trinidad and Tobago",Fruits,Online,M,10/10/2016,801443898,10/17/2016,3914,9.33,6.92,36517.62,27084.88,9432.74
Europe,Austria,Clothes,Online,L,12/23/2010,445082175,2/7/2011,8561,109.28,35.84,935546.08,306826.24,628719.84
Asia,Philippines,Vegetables,Offline,C,11/27/2011,179646050,12/1/2011,113,154.06,90.93,17408.78,10275.09,7133.69
"Middle East and North Africa",Egypt,Household,Offline,L,7/28/2013,789559352,8/24/2013,7013,668.27,502.54,4686577.51,3524313.02,1162264.49
Europe,Romania,Cosmetics,Online,H,1/22/2011,879558408,2/12/2011,9733,437.20,263.33,4255267.60,2562990.89,1692276.71
Europe,Finland,Vegetables,Online,L,11/13/2011,924692046,12/16/2011,5780,154.06,90.93,890466.80,525575.40,364891.40
Asia,Kazakhstan,Meat,Online,M,12/26/2016,120321595,1/17/2017,4689,421.89,364.69,1978242.21,1710031.41,268210.80
"Middle East and North Africa",Pakistan,Cereal,Offline,C,2/15/2017,432120883,3/22/2017,3027,205.70,117.11,622653.90,354491.97,268161.93
Europe,Latvia,Cosmetics,Online,M,8/14/2011,746076238,9/16/2011,9393,437.20,263.33,4106619.60,2473458.69,1633160.91
Europe,Slovenia,Beverages,Offline,M,3/22/2012,918486487,4/5/2012,9417,47.45,31.79,446836.65,299366.43,147470.22
Europe,Croatia,"Office Supplies",Online,C,8/17/2016,425962960,9/28/2016,761,651.21,524.96,495570.81,399494.56,96076.25
Asia,Maldives,Household,Offline,M,3/20/2012,615429484,4/4/2012,8115,668.27,502.54,5423011.05,4078112.10,1344898.95
"Sub-Saharan Africa",Senegal,Meat,Offline,H,3/1/2010,654122388,4/20/2010,8205,421.89,364.69,3461607.45,2992281.45,469326.00
"Middle East and North Africa",Afghanistan,Clothes,Offline,L,5/5/2011,679590499,6/21/2011,4785,109.28,35.84,522904.80,171494.40,351410.40
Europe,Cyprus,Fruits,Online,H,2/12/2010,449695146,3/4/2010,3642,9.33,6.92,33979.86,25202.64,8777.22
Asia,Uzbekistan,"Personal Care",Offline,C,4/15/2013,692610156,5/11/2013,7591,81.73,56.67,620412.43,430181.97,190230.46
