Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Sudan,Beverages,Offline,M,8/17/2013,947662484,10/2/2013,3243,47.45,31.79,153880.35,103094.97,50785.38
"Sub-Saharan Africa",Lesotho,Cosmetics,Online,M,9/3/2013,898505961,10/8/2013,6736,437.20,263.33,2944979.20,1773790.88,1171188.32
"Middle East and North Africa",Pakistan,"Office Supplies",Online,C,4/19/2014,431388318,5/17/2014,6245,651.21,524.96,4066806.45,3278375.20,788431.25
"Middle East and North Africa",Jordan,Fruits,Online,C,8/5/2012,133858382,8/8/2012,525,9.33,6.92,4898.25,3633.00,1265.25
"North America","United States of America",Snacks,Offline,C,4/16/2014,213777482,4/17/2014,362,152.58,97.44,55233.96,35273.28,19960.68
"Central America and the Caribbean",Belize,Fruits,Offline,M,10/25/2014,949319446,12/14/2014,3575,9.33,6.92,33354.75,24739.00,8615.75
Europe,Lithuania,Household,Online,C,9/3/2010,438970601,10/14/2010,11,668.27,502.54,7350.97,5527.94,1823.03
"Central America and the Caribbean",Guatemala,Cosmetics,Offline,C,10/13/2010,451529777,10/18/2010,6550,437.20,263.33,2863660.00,1724811.50,1138848.50
"Central America and the Caribbean",Grenada,Meat,Offline,L,7/23/2017,576108300,8/28/2017,2103,421.89,364.69,887234.67,766943.07,120291.60
"Middle East and North Africa",Pakistan,Clothes,Offline,L,7/20/2015,472130000,8/4/2015,2614,109.28,35.84,285657.92,93685.76,191972.16
"Middle East and North Africa",Israel,Meat,Online,L,1/31/2013,319331204,3/10/2013,6054,421.89,364.69,2554122.06,2207833.26,346288.80
"Central America and the Caribbean","Dominican Republic",Meat,Online,L,10/10/2015,367760741,11/16/2015,7431,421.89,364.69,3135064.59,2710011.39,425053.20
Europe,Norway,"Office Supplies",Online,L,2/24/2015,487779939,3/5/2015,3778,651.21,524.96,2460271.38,1983298.88,476972.50
Asia,Vietnam,Clothes,Offline,M,2/27/2015,620062625,4/7/2015,9165,109.28,35.84,1001551.20,328473.60,673077.60
"Australia and Oceania",Nauru,"Baby Food",Online,H,4/1/2013,325595128,4/27/2013,9689,255.28,159.42,2473407.92,1544620.38,928787.54
"Central America and the Caribbean","Antigua and Barbuda ","Personal Care",Offline,C,9/19/2011,135676276,9/24/2011,8480,81.73,56.67,693070.40,480561.60,212508.80
Europe,Spain,Household,Online,H,12/3/2013,201917397,12/30/2013,700,668.27,502.54,467789.00,351778.00,116011.00
"Sub-Saharan Africa",Eritrea,"Personal Care",Online,C,12/8/2012,746242320,1/6/2013,8541,81.73,56.67,698055.93,484018.47,214037.46
Asia,Thailand,Meat,Offline,M,6/16/2010,710887372,6/29/2010,6226,421.89,364.69,2626687.14,2270559.94,356127.20
"Sub-Saharan Africa",Swaziland,Meat,Online,L,1/17/2013,908401381,2/4/2013,5010,421.89,364.69,2113668.90,1827096.90,286572.00
"Middle East and North Africa",Afghanistan,"Office Supplies",Online,H,3/5/2013,871645677,4/23/2013,8180,651.21,524.96,5326897.80,4294172.80,1032725.00
Europe,Malta,"Office Supplies",Online,L,9/29/2015,203794085,11/11/2015,6054,651.21,524.96,3942425.34,3178107.84,764317.50
Asia,"Sri Lanka",Cosmetics,Offline,C,7/29/2011,828332936,8/5/2011,978,437.20,263.33,427581.60,257536.74,170044.86
Asia,Brunei,Meat,Online,L,6/24/2011,239061057,7/29/2011,2334,421.89,364.69,984691.26,851186.46,133504.80
"Sub-Saharan Africa",Mauritania,"Baby Food",Offline,M,3/10/2012,950089776,4/10/2012,1533,255.28,159.42,391344.24,244390.86,146953.38
"Central America and the Caribbean","Dominican Republic","Office Supplies",Offline,C,4/20/2015,145842921,5/29/2015,7016,651.21,524.96,4568889.36,3683119.36,885770.00
Europe,Bulgaria,Cosmetics,Online,H,11/20/2015,931056821,12/7/2015,9258,437.20,263.33,4047597.60,2437909.14,1609688.46
Europe,"Czech Republic",Snacks,Online,L,11/15/2013,180780303,11/27/2013,5764,152.58,97.44,879471.12,561644.16,317826.96
"Sub-Saharan Africa",Tanzania,"Personal Care",Online,H,4/6/2010,690374696,5/8/2010,6069,81.73,56.67,496019.37,343930.23,152089.14
"Central America and the Caribbean","Saint Vincent and the Grenadines",Beverages,Offline,C,11/23/2010,825513827,12/17/2010,6741,47.45,31.79,319860.45,214296.39,105564.06
Asia,Thailand,Snacks,Offline,M,2/10/2015,372184026,4/1/2015,6379,152.58,97.44,973307.82,621569.76,351738.06
"Middle East and North Africa",Somalia,Household,Online,C,12/15/2011,986684119,12/22/2011,612,668.27,502.54,408981.24,307554.48,101426.76
"Sub-Saharan Africa",Malawi,"Office Supplies",Offline,M,4/2/2014,345625436,4/11/2014,7102,651.21,524.96,4624893.42,3728265.92,896627.50
Asia,Cambodia,"Baby Food",Online,L,12/17/2016,695931804,12/23/2016,541,255.28,159.42,138106.48,86246.22,51860.26
"Australia and Oceania","Samoa ",Vegetables,Online,L,2/11/2016,304839551,2/23/2016,7652,154.06,90.93,1178867.12,695796.36,483070.76
"Middle East and North Africa",Azerbaijan,Vegetables,Online,C,7/30/2012,209897506,8/28/2012,2191,154.06,90.93,337545.46,199227.63,138317.83
"Australia and Oceania","Marshall Islands",Household,Online,H,11/16/2015,168966996,12/8/2015,9944,668.27,502.54,6645276.88,4997257.76,1648019.12
Asia,Myanmar,"Baby Food",Offline,C,1/28/2010,910221850,3/14/2010,3728,255.28,159.42,951683.84,594317.76,357366.08
"Middle East and North Africa",Turkey,Beverages,Offline,C,8/11/2010,982148396,8/25/2010,8391,47.45,31.79,398152.95,266749.89,131403.06
Europe,Serbia,"Baby Food",Offline,L,1/15/2015,803545463,2/19/2015,5814,255.28,159.42,1484197.92,926867.88,557330.04
"Sub-Saharan Africa","Republic of the Congo","Personal Care",Offline,M,6/4/2014,413524377,7/1/2014,9907,81.73,56.67,809699.11,561429.69,248269.42
Europe,Albania,Cereal,Online,L,3/29/2012,821508967,5/14/2012,1614,205.70,117.11,331999.80,189015.54,142984.26
Europe,Iceland,Clothes,Offline,H,1/13/2013,857235562,1/24/2013,3907,109.28,35.84,426956.96,140026.88,286930.08
"Central America and the Caribbean",Nicaragua,Snacks,Offline,H,1/21/2011,320752990,2/23/2011,6792,152.58,97.44,1036323.36,661812.48,374510.88
"North America",Canada,Vegetables,Online,M,10/5/2016,432422578,11/5/2016,2305,154.06,90.93,355108.30,209593.65,145514.65
