Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa","United Arab Emirates",Snacks,Offline,C,3/29/2010,579620492,4/18/2010,1439,152.58,97.44,219562.62,140216.16,79346.46
"Central America and the Caribbean","Costa Rica",Fruits,Offline,C,5/15/2014,874995219,5/16/2014,9385,9.33,6.92,87562.05,64944.20,22617.85
"Sub-Saharan Africa","Burkina Faso","Personal Care",Online,M,5/25/2013,977408826,7/14/2013,5847,81.73,56.67,477875.31,331349.49,146525.82
"Central America and the Caribbean","The Bahamas",Cosmetics,Online,L,12/28/2011,574410140,2/9/2012,9580,437.20,263.33,4188376.00,2522701.40,1665674.60
Asia,Mongolia,Cosmetics,Offline,H,11/16/2015,773860490,12/6/2015,1371,437.20,263.33,599401.20,361025.43,238375.77
Europe,"United Kingdom",Snacks,Offline,L,11/28/2012,953933703,12/9/2012,9036,152.58,97.44,1378712.88,880467.84,498245.04
Asia,China,Fruits,Online,H,9/28/2014,113116109,10/6/2014,2425,9.33,6.92,22625.25,16781.00,5844.25
Asia,Turkmenistan,Meat,Online,L,2/23/2015,920206534,4/4/2015,8417,421.89,364.69,3551048.13,3069595.73,481452.40
Europe,Belarus,Vegetables,Online,L,7/16/2016,264316308,7/16/2016,5924,154.06,90.93,912651.44,538669.32,373982.12
Europe,"Czech Republic",Snacks,Online,L,1/15/2011,504869258,2/6/2011,888,152.58,97.44,135491.04,86526.72,48964.32
"Australia and Oceania",Nauru,Meat,Online,L,7/20/2014,921601712,9/8/2014,1282,421.89,364.69,540862.98,467532.58,73330.40
Europe,Andorra,Vegetables,Offline,H,7/15/2017,864562499,7/31/2017,2111,154.06,90.93,325220.66,191953.23,133267.43
Europe,Belgium,Household,Online,L,7/12/2011,204112946,7/30/2011,412,668.27,502.54,275327.24,207046.48,68280.76
Europe,Lithuania,Vegetables,Offline,H,8/14/2015,680926883,9/25/2015,251,154.06,90.93,38669.06,22823.43,15845.63
"Sub-Saharan Africa","South Sudan",Meat,Online,C,2/11/2012,955990636,3/15/2012,7728,421.89,364.69,3260365.92,2818324.32,442041.60
Europe,Kosovo,Snacks,Offline,C,11/16/2010,660603034,12/16/2010,5973,152.58,97.44,911360.34,582009.12,329351.22
Europe,Spain,"Office Supplies",Offline,C,4/10/2015,846375405,5/12/2015,146,651.21,524.96,95076.66,76644.16,18432.50
"Middle East and North Africa",Azerbaijan,"Personal Care",Offline,M,10/17/2010,835231578,11/13/2010,2439,81.73,56.67,199339.47,138218.13,61121.34
"Middle East and North Africa",Libya,Meat,Offline,H,4/16/2014,469407880,5/2/2014,7078,421.89,364.69,2986137.42,2581275.82,404861.60
"Sub-Saharan Africa",Sudan,Cosmetics,Offline,M,3/5/2017,561453139,4/13/2017,5316,437.20,263.33,2324155.20,1399862.28,924292.92
Europe,Bulgaria,Household,Online,M,12/2/2011,644228684,1/20/2012,439,668.27,502.54,293370.53,220615.06,72755.47
"Australia and Oceania",Vanuatu,Beverages,Offline,C,12/31/2010,320908343,2/5/2011,2765,47.45,31.79,131199.25,87899.35,43299.90
Europe,France,"Personal Care",Online,H,10/20/2012,614978444,10/25/2012,4643,81.73,56.67,379472.39,263118.81,116353.58
"Middle East and North Africa",Bahrain,Household,Offline,M,1/1/2013,820237815,1/1/2013,5452,668.27,502.54,3643408.04,2739848.08,903559.96
