Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Russia,Clothes,Online,C,10/14/2014,768861711,11/20/2014,2121,109.28,35.84,231782.88,76016.64,155766.24
Asia,Singapore,Cereal,Offline,C,8/29/2011,106942737,9/16/2011,5587,205.70,117.11,1149245.90,654293.57,494952.33
"Sub-Saharan Africa","Sierra Leone",Fruits,Offline,M,10/19/2013,955382955,11/21/2013,7902,9.33,6.92,73725.66,54681.84,19043.82
Europe,"Bosnia and Herzegovina","Office Supplies",Online,H,12/27/2014,582981193,1/7/2015,5945,651.21,524.96,3871443.45,3120887.20,750556.25
"Sub-Saharan Africa",Rwanda,"Office Supplies",Offline,C,1/24/2010,378848779,3/13/2010,8627,651.21,524.96,5617988.67,4528829.92,1089158.75
Europe,"Czech Republic",Fruits,Offline,C,11/13/2013,902409541,12/5/2013,1892,9.33,6.92,17652.36,13092.64,4559.72
Europe,Portugal,Meat,Offline,C,1/5/2012,533399808,2/4/2012,3711,421.89,364.69,1565633.79,1353364.59,212269.20
Europe,Germany,"Baby Food",Online,C,2/6/2010,421868407,2/11/2010,9091,255.28,159.42,2320750.48,1449287.22,871463.26
Asia,Brunei,Vegetables,Online,M,10/25/2014,438176667,12/10/2014,5068,154.06,90.93,780776.08,460833.24,319942.84
"Sub-Saharan Africa","Mauritius ","Baby Food",Online,H,12/16/2014,522998416,1/19/2015,5708,255.28,159.42,1457138.24,909969.36,547168.88
Asia,"South Korea",Meat,Online,M,7/20/2015,237319982,8/7/2015,7111,421.89,364.69,3000059.79,2593310.59,406749.20
Europe,Italy,Fruits,Online,H,4/23/2011,112440192,5/30/2011,2406,9.33,6.92,22447.98,16649.52,5798.46
Europe,Ireland,Meat,Online,H,3/5/2013,299970376,4/13/2013,6755,421.89,364.69,2849866.95,2463480.95,386386.00
"Australia and Oceania",Tonga,Meat,Offline,H,3/19/2014,121834361,3/30/2014,2350,421.89,364.69,991441.50,857021.50,134420.00
Asia,"North Korea","Office Supplies",Offline,L,2/17/2016,320268476,2/23/2016,3414,651.21,524.96,2223230.94,1792213.44,431017.50
"Sub-Saharan Africa",Madagascar,Vegetables,Online,C,5/1/2010,807821547,5/14/2010,1202,154.06,90.93,185180.12,109297.86,75882.26
Europe,Georgia,Fruits,Online,M,1/5/2012,217354905,2/10/2012,9001,9.33,6.92,83979.33,62286.92,21692.41
"Middle East and North Africa",Somalia,Cereal,Offline,M,12/5/2010,852042376,12/18/2010,7128,205.70,117.11,1466229.60,834760.08,631469.52
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Online,C,1/16/2013,135370290,1/17/2013,7932,81.73,56.67,648282.36,449506.44,198775.92
"Australia and Oceania",Tuvalu,"Personal Care",Online,M,1/10/2014,961137473,2/22/2014,792,81.73,56.67,64730.16,44882.64,19847.52
Europe,Estonia,Clothes,Online,H,8/12/2010,443455255,9/24/2010,7119,109.28,35.84,777964.32,255144.96,522819.36
