Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Central America and the Caribbean",Dominica,Cereal,Online,H,1/15/2014,845740258,1/20/2014,2191,205.70,117.11,450688.70,256588.01,194100.69
"Sub-Saharan Africa","Cote d'Ivoire",Snacks,Offline,H,8/25/2015,352406489,10/14/2015,3766,152.58,97.44,574616.28,366959.04,207657.24
Europe,Hungary,Household,Online,M,3/13/2014,738377225,4/14/2014,1084,668.27,502.54,724404.68,544753.36,179651.32
"Central America and the Caribbean",Honduras,Cosmetics,Offline,H,4/19/2015,453701293,5/26/2015,9150,437.20,263.33,4000380.00,2409469.50,1590910.50
Europe,Romania,Cereal,Offline,H,6/24/2010,268740022,7/3/2010,4999,205.70,117.11,1028294.30,585432.89,442861.41
Europe,Bulgaria,Beverages,Offline,C,4/7/2011,124167239,5/13/2011,2700,47.45,31.79,128115.00,85833.00,42282.00
Europe,Malta,"Baby Food",Online,M,2/6/2015,480969274,2/20/2015,8351,255.28,159.42,2131843.28,1331316.42,800526.86
Europe,Serbia,Beverages,Offline,L,9/17/2016,970444953,10/17/2016,5082,47.45,31.79,241140.90,161556.78,79584.12
Asia,"North Korea",Beverages,Offline,H,11/20/2011,844205605,12/24/2011,8054,47.45,31.79,382162.30,256036.66,126125.64
Asia,Laos,Cosmetics,Offline,C,5/28/2016,324175059,6/10/2016,9459,437.20,263.33,4135474.80,2490838.47,1644636.33
Europe,Italy,Snacks,Online,L,11/1/2016,152589643,11/21/2016,3521,152.58,97.44,537234.18,343086.24,194147.94
"Middle East and North Africa","Saudi Arabia",Cereal,Offline,H,2/26/2012,241998183,4/10/2012,1495,205.70,117.11,307521.50,175079.45,132442.05
"Sub-Saharan Africa","Equatorial Guinea",Clothes,Offline,H,7/22/2017,125262010,8/28/2017,6667,109.28,35.84,728569.76,238945.28,489624.48
Europe,Lithuania,"Baby Food",Online,C,3/23/2015,305554950,5/3/2015,9355,255.28,159.42,2388144.40,1491374.10,896770.30
"Central America and the Caribbean","Saint Vincent and the Grenadines",Vegetables,Online,H,2/12/2011,906363332,2/21/2011,1906,154.06,90.93,293638.36,173312.58,120325.78
"Middle East and North Africa",Yemen,Snacks,Offline,C,1/22/2016,321485984,2/26/2016,3702,152.58,97.44,564851.16,360722.88,204128.28
"Australia and Oceania",Kiribati,"Baby Food",Online,H,8/19/2011,165034234,9/13/2011,6152,255.28,159.42,1570482.56,980751.84,589730.72
"Sub-Saharan Africa","Equatorial Guinea",Meat,Offline,H,7/28/2014,321431910,8/21/2014,7700,421.89,364.69,3248553.00,2808113.00,440440.00
"Central America and the Caribbean",Panama,Clothes,Offline,M,5/19/2012,295415341,6/26/2012,8819,109.28,35.84,963740.32,316072.96,647667.36
