Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,"United Kingdom","Office Supplies",Offline,M,5/28/2016,868772065,6/4/2016,7815,651.21,524.96,5089206.15,4102562.40,986643.75
Asia,Kazakhstan,Snacks,Offline,M,9/16/2016,446904361,9/20/2016,7786,152.58,97.44,1187987.88,758667.84,429320.04
"Australia and Oceania","Solomon Islands",Beverages,Online,H,6/13/2015,371723973,7/13/2015,239,47.45,31.79,11340.55,7597.81,3742.74
Europe,Slovenia,Clothes,Online,M,2/17/2011,724529731,4/2/2011,3303,109.28,35.84,360951.84,118379.52,242572.32
"Sub-Saharan Africa",Angola,Beverages,Offline,M,11/28/2010,306932961,12/19/2010,7139,47.45,31.79,338745.55,226948.81,111796.74
"Australia and Oceania",Australia,Meat,Offline,H,8/19/2011,690857493,9/13/2011,8940,421.89,364.69,3771696.60,3260328.60,511368.00
"Central America and the Caribbean",Honduras,Clothes,Offline,C,3/22/2011,368539655,4/23/2011,7928,109.28,35.84,866371.84,284139.52,582232.32
Europe,Slovakia,"Personal Care",Online,M,6/11/2012,602528274,6/17/2012,361,81.73,56.67,29504.53,20457.87,9046.66
"Middle East and North Africa",Algeria,Fruits,Online,L,7/25/2011,475684678,8/20/2011,4522,9.33,6.92,42190.26,31292.24,10898.02
"Central America and the Caribbean",Nicaragua,Vegetables,Offline,H,4/7/2017,941182696,4/14/2017,5730,154.06,90.93,882763.80,521028.90,361734.90
"Sub-Saharan Africa","Mauritius ",Cereal,Online,M,7/31/2016,772508656,8/29/2016,1333,205.70,117.11,274198.10,156107.63,118090.47
Asia,Cambodia,Snacks,Online,C,7/16/2016,613461387,7/25/2016,5712,152.58,97.44,871536.96,556577.28,314959.68
Europe,Lithuania,"Personal Care",Offline,C,2/3/2010,728152215,3/4/2010,5276,81.73,56.67,431207.48,298990.92,132216.56
"Central America and the Caribbean","Costa Rica",Clothes,Offline,M,3/7/2010,551004970,3/15/2010,3470,109.28,35.84,379201.60,124364.80,254836.80
"Australia and Oceania","Solomon Islands","Baby Food",Online,L,9/3/2015,936755979,10/1/2015,5766,255.28,159.42,1471944.48,919215.72,552728.76
Europe,Serbia,"Personal Care",Offline,M,2/19/2015,110454070,3/1/2015,4669,81.73,56.67,381597.37,264592.23,117005.14
"Sub-Saharan Africa",Niger,Fruits,Offline,M,5/9/2013,417460572,6/17/2013,4715,9.33,6.92,43990.95,32627.80,11363.15
"Middle East and North Africa",Egypt,Clothes,Online,H,5/21/2012,673449313,6/26/2012,7472,109.28,35.84,816540.16,267796.48,548743.68
Europe,Ukraine,Snacks,Online,M,5/10/2015,214406621,6/17/2015,6539,152.58,97.44,997720.62,637160.16,360560.46
Europe,"Bosnia and Herzegovina",Fruits,Offline,M,2/4/2015,246631324,2/21/2015,2544,9.33,6.92,23735.52,17604.48,6131.04
"Sub-Saharan Africa",Niger,Vegetables,Online,H,1/25/2013,696734750,2/7/2013,8150,154.06,90.93,1255589.00,741079.50,514509.50
"Sub-Saharan Africa",Mauritania,Clothes,Online,H,8/7/2015,661640727,9/26/2015,3049,109.28,35.84,333194.72,109276.16,223918.56
"Sub-Saharan Africa",Namibia,Clothes,Offline,H,12/3/2014,658585584,12/18/2014,8964,109.28,35.84,979585.92,321269.76,658316.16
"Sub-Saharan Africa","South Africa",Snacks,Online,C,9/15/2015,375118148,10/24/2015,4651,152.58,97.44,709649.58,453193.44,256456.14
"Sub-Saharan Africa",Mauritania,Cereal,Online,H,2/6/2016,919099748,2/14/2016,895,205.70,117.11,184101.50,104813.45,79288.05
"Sub-Saharan Africa",Zambia,Snacks,Offline,L,7/16/2011,768704211,7/20/2011,5513,152.58,97.44,841173.54,537186.72,303986.82
Europe,"Czech Republic",Beverages,Offline,L,8/31/2013,722417867,9/19/2013,8355,47.45,31.79,396444.75,265605.45,130839.30
"Central America and the Caribbean",Grenada,Household,Offline,L,4/4/2016,749039542,5/5/2016,6301,668.27,502.54,4210769.27,3166504.54,1044264.73
"Middle East and North Africa",Iraq,Clothes,Offline,L,2/28/2014,437680566,4/3/2014,8261,109.28,35.84,902762.08,296074.24,606687.84
"Sub-Saharan Africa","South Sudan",Fruits,Offline,L,8/20/2014,347764766,8/31/2014,177,9.33,6.92,1651.41,1224.84,426.57
Europe,Luxembourg,Household,Online,C,11/14/2010,659028470,11/20/2010,24,668.27,502.54,16038.48,12060.96,3977.52
"Sub-Saharan Africa",Uganda,Beverages,Offline,C,1/17/2016,721520507,1/19/2016,2807,47.45,31.79,133192.15,89234.53,43957.62
Europe,Estonia,"Personal Care",Online,H,2/12/2014,405602204,4/1/2014,5560,81.73,56.67,454418.80,315085.20,139333.60
Asia,"Sri Lanka",Cosmetics,Online,C,8/11/2016,551947391,9/6/2016,2353,437.20,263.33,1028731.60,619615.49,409116.11
Europe,Spain,Cosmetics,Online,C,5/26/2013,721542394,6/30/2013,9283,437.20,263.33,4058527.60,2444492.39,1614035.21
"Middle East and North Africa",Iran,Beverages,Online,L,5/9/2014,545686042,5/21/2014,9481,47.45,31.79,449873.45,301400.99,148472.46
"Sub-Saharan Africa","Central African Republic",Clothes,Online,H,4/5/2015,175989663,4/11/2015,8107,109.28,35.84,885932.96,290554.88,595378.08
Asia,Cambodia,Beverages,Offline,C,10/3/2016,734377086,10/9/2016,7354,47.45,31.79,348947.30,233783.66,115163.64
"Australia and Oceania",Tonga,"Personal Care",Online,C,12/22/2012,263084638,1/4/2013,1445,81.73,56.67,118099.85,81888.15,36211.70
"Sub-Saharan Africa",Mozambique,Clothes,Offline,C,6/23/2010,474661147,7/9/2010,1636,109.28,35.84,178782.08,58634.24,120147.84
"Sub-Saharan Africa",Angola,Meat,Offline,L,11/16/2016,901967942,12/4/2016,1213,421.89,364.69,511752.57,442368.97,69383.60
Asia,Brunei,Household,Online,H,5/11/2014,248178851,5/21/2014,492,668.27,502.54,328788.84,247249.68,81539.16
Europe,Andorra,Cosmetics,Online,C,6/16/2016,436780202,8/4/2016,1823,437.20,263.33,797015.60,480050.59,316965.01
"Middle East and North Africa","United Arab Emirates",Clothes,Online,L,4/10/2011,761570823,5/3/2011,4585,109.28,35.84,501048.80,164326.40,336722.40
"Central America and the Caribbean","Saint Kitts and Nevis ","Baby Food",Offline,L,9/8/2010,136662042,10/19/2010,190,255.28,159.42,48503.20,30289.80,18213.40
Europe,Slovenia,Household,Offline,H,4/12/2016,246477687,5/29/2016,7080,668.27,502.54,4731351.60,3557983.20,1173368.40
"Sub-Saharan Africa",Liberia,Cosmetics,Offline,L,7/25/2015,595754086,9/12/2015,5728,437.20,263.33,2504281.60,1508354.24,995927.36
"Sub-Saharan Africa",Swaziland,"Baby Food",Online,C,1/14/2016,759540069,2/24/2016,3640,255.28,159.42,929219.20,580288.80,348930.40
Asia,Indonesia,Meat,Offline,C,2/14/2011,833196961,3/19/2011,351,421.89,364.69,148083.39,128006.19,20077.20
"Sub-Saharan Africa","Sierra Leone",Cereal,Offline,L,3/29/2014,982398593,4/21/2014,2430,205.70,117.11,499851.00,284577.30,215273.70
"Australia and Oceania",Australia,Clothes,Offline,M,2/26/2017,993131291,3/19/2017,8474,109.28,35.84,926038.72,303708.16,622330.56
Asia,"Sri Lanka",Snacks,Online,C,6/25/2016,721693885,7/22/2016,4113,152.58,97.44,627561.54,400770.72,226790.82
"Middle East and North Africa","Tunisia ",Fruits,Online,L,6/24/2017,544697701,6/25/2017,7009,9.33,6.92,65393.97,48502.28,16891.69
"North America",Mexico,Cereal,Online,C,2/7/2015,909066569,3/26/2015,1854,205.70,117.11,381367.80,217121.94,164245.86
Asia,Maldives,Cosmetics,Online,H,12/13/2012,982036817,1/7/2013,5372,437.20,263.33,2348638.40,1414608.76,934029.64
Europe,Finland,"Office Supplies",Offline,L,11/26/2011,901157271,1/4/2012,1317,651.21,524.96,857643.57,691372.32,166271.25
"Sub-Saharan Africa",Chad,"Office Supplies",Online,C,11/24/2013,424289262,11/28/2013,5476,651.21,524.96,3566025.96,2874680.96,691345.00
"Australia and Oceania","East Timor","Baby Food",Online,L,8/1/2010,279606616,8/26/2010,666,255.28,159.42,170016.48,106173.72,63842.76
"Sub-Saharan Africa",Botswana,Household,Offline,H,5/21/2017,815595662,6/6/2017,1736,668.27,502.54,1160116.72,872409.44,287707.28
"Australia and Oceania","Solomon Islands","Baby Food",Online,C,9/24/2016,651055228,10/30/2016,565,255.28,159.42,144233.20,90072.30,54160.90
"Sub-Saharan Africa",Liberia,Fruits,Online,C,10/24/2014,725096642,12/13/2014,1065,9.33,6.92,9936.45,7369.80,2566.65
Europe,Malta,"Baby Food",Offline,H,2/11/2015,247143733,2/27/2015,4178,255.28,159.42,1066559.84,666056.76,400503.08
Asia,Singapore,"Office Supplies",Online,H,8/10/2014,746932828,8/14/2014,2877,651.21,524.96,1873531.17,1510309.92,363221.25
Europe,Montenegro,Clothes,Offline,C,2/10/2015,224512755,3/6/2015,7168,109.28,35.84,783319.04,256901.12,526417.92
"Australia and Oceania",Australia,"Baby Food",Offline,M,12/12/2011,800244843,1/26/2012,9087,255.28,159.42,2319729.36,1448649.54,871079.82
Europe,Netherlands,Vegetables,Offline,M,11/5/2012,164802920,12/3/2012,7701,154.06,90.93,1186416.06,700251.93,486164.13
"Sub-Saharan Africa",Lesotho,Household,Offline,H,6/22/2011,129173314,8/8/2011,4109,668.27,502.54,2745921.43,2064936.86,680984.57
Asia,Taiwan,Beverages,Offline,M,11/28/2013,774654853,12/10/2013,6440,47.45,31.79,305578.00,204727.60,100850.40
Europe,Spain,Snacks,Online,M,2/26/2012,902858865,4/15/2012,4856,152.58,97.44,740928.48,473168.64,267759.84
Europe,Italy,Cosmetics,Online,H,8/21/2010,285709178,9/9/2010,6550,437.20,263.33,2863660.00,1724811.50,1138848.50
Asia,Taiwan,"Personal Care",Offline,H,11/6/2014,115442121,11/6/2014,744,81.73,56.67,60807.12,42162.48,18644.64
Europe,Malta,Clothes,Offline,C,5/30/2012,754606521,6/6/2012,3693,109.28,35.84,403571.04,132357.12,271213.92
"Australia and Oceania",Kiribati,Beverages,Online,H,9/25/2014,386063706,10/12/2014,3685,47.45,31.79,174853.25,117146.15,57707.10
"Sub-Saharan Africa",Angola,Snacks,Online,C,5/10/2015,862987506,6/26/2015,6035,152.58,97.44,920820.30,588050.40,332769.90
Europe,Sweden,Meat,Online,M,6/14/2016,958864247,7/8/2016,8094,421.89,364.69,3414777.66,2951800.86,462976.80
"Sub-Saharan Africa",Guinea,"Office Supplies",Offline,H,6/26/2017,417492759,7/14/2017,4240,651.21,524.96,2761130.40,2225830.40,535300.00
"Central America and the Caribbean",Panama,Household,Offline,L,5/26/2011,402984368,6/5/2011,885,668.27,502.54,591418.95,444747.90,146671.05
"Sub-Saharan Africa",Botswana,Vegetables,Online,L,2/20/2011,349762904,3/10/2011,1471,154.06,90.93,226622.26,133758.03,92864.23
