Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"North America",Greenland,Beverages,Online,L,2/1/2014,646983850,2/20/2014,5753,47.45,31.79,272979.85,182887.87,90091.98
Asia,Vietnam,"Personal Care",Online,L,10/4/2012,749109065,11/12/2012,6874,81.73,56.67,561812.02,389549.58,172262.44
Europe,Malta,Clothes,Online,M,5/11/2015,141476285,5/23/2015,4831,109.28,35.84,527931.68,173143.04,354788.64
"Australia and Oceania","Samoa ",Clothes,Offline,H,2/17/2016,424134337,4/4/2016,9630,109.28,35.84,1052366.40,345139.20,707227.20
Europe,"Bosnia and Herzegovina",Meat,Online,C,5/22/2010,117444550,6/6/2010,3307,421.89,364.69,1395190.23,1206029.83,189160.40
Europe,Belgium,Vegetables,Online,C,6/13/2013,512080752,7/10/2013,4929,154.06,90.93,759361.74,448193.97,311167.77
"Sub-Saharan Africa",Eritrea,Beverages,Offline,H,5/25/2011,719029271,5/29/2011,5595,47.45,31.79,265482.75,177865.05,87617.70
"Sub-Saharan Africa",Madagascar,Vegetables,Online,C,4/24/2010,819588935,5/4/2010,3434,154.06,90.93,529042.04,312253.62,216788.42
Europe,"Vatican City",Fruits,Offline,L,5/6/2017,515371072,5/25/2017,8608,9.33,6.92,80312.64,59567.36,20745.28
Europe,Italy,"Personal Care",Online,H,3/14/2014,478299510,4/27/2014,8309,81.73,56.67,679094.57,470871.03,208223.54
"Sub-Saharan Africa","Republic of the Congo",Clothes,Online,C,12/11/2013,100610578,12/20/2013,1761,109.28,35.84,192442.08,63114.24,129327.84
"Middle East and North Africa",Syria,"Personal Care",Offline,L,10/10/2011,644853103,11/11/2011,5218,81.73,56.67,426467.14,295704.06,130763.08
"Central America and the Caribbean",Grenada,Vegetables,Online,H,7/10/2011,293888413,8/18/2011,6967,154.06,90.93,1073336.02,633509.31,439826.71
"Sub-Saharan Africa",Malawi,"Personal Care",Offline,H,4/20/2014,900890338,6/6/2014,2326,81.73,56.67,190103.98,131814.42,58289.56
"Sub-Saharan Africa",Eritrea,"Personal Care",Offline,C,9/20/2014,339345204,10/24/2014,8642,81.73,56.67,706310.66,489742.14,216568.52
"Sub-Saharan Africa",Djibouti,Household,Offline,H,3/25/2012,153051841,4/13/2012,296,668.27,502.54,197807.92,148751.84,49056.08
"Australia and Oceania","Marshall Islands",Beverages,Offline,H,12/6/2014,606121575,1/8/2015,3698,47.45,31.79,175470.10,117559.42,57910.68
"Australia and Oceania",Nauru,"Personal Care",Online,C,1/16/2013,232978236,3/1/2013,2292,81.73,56.67,187325.16,129887.64,57437.52
"Middle East and North Africa",Somalia,Meat,Offline,H,1/4/2013,788358151,2/9/2013,1551,421.89,364.69,654351.39,565634.19,88717.20
"Central America and the Caribbean","Trinidad and Tobago",Snacks,Offline,M,12/22/2010,497310149,1/20/2011,3979,152.58,97.44,607115.82,387713.76,219402.06
"Australia and Oceania","Federated States of Micronesia",Fruits,Online,C,9/18/2011,805195558,9/25/2011,4114,9.33,6.92,38383.62,28468.88,9914.74
"Middle East and North Africa",Turkey,Clothes,Offline,M,4/16/2017,527688205,5/30/2017,3521,109.28,35.84,384774.88,126192.64,258582.24
"Central America and the Caribbean",Guatemala,Snacks,Online,L,9/7/2015,800774419,9/30/2015,5800,152.58,97.44,884964.00,565152.00,319812.00
Europe,"Moldova ",Vegetables,Online,L,11/13/2014,130753028,12/2/2014,1581,154.06,90.93,243568.86,143760.33,99808.53
Asia,India,"Personal Care",Online,M,4/23/2016,244235360,5/14/2016,3525,81.73,56.67,288098.25,199761.75,88336.50
Asia,Singapore,Vegetables,Online,C,3/9/2011,238145244,3/11/2011,1325,154.06,90.93,204129.50,120482.25,83647.25
"Middle East and North Africa",Turkey,Clothes,Online,M,6/14/2014,629719007,6/16/2014,6703,109.28,35.84,732503.84,240235.52,492268.32
Europe,Poland,Vegetables,Online,L,8/17/2015,206505477,10/6/2015,8414,154.06,90.93,1296260.84,765085.02,531175.82
"Central America and the Caribbean","Dominican Republic",Cosmetics,Online,C,11/10/2012,976365983,12/12/2012,7246,437.20,263.33,3167951.20,1908089.18,1259862.02
"Sub-Saharan Africa",Zimbabwe,Meat,Online,H,9/26/2016,517474353,10/26/2016,1015,421.89,364.69,428218.35,370160.35,58058.00
"Central America and the Caribbean",Dominica,"Office Supplies",Online,H,3/7/2016,528316915,4/10/2016,9570,651.21,524.96,6232079.70,5023867.20,1208212.50
"Middle East and North Africa",Afghanistan,"Baby Food",Online,L,7/16/2012,977692496,8/11/2012,9791,255.28,159.42,2499446.48,1560881.22,938565.26
Asia,Japan,Cereal,Offline,C,10/21/2015,554712426,12/8/2015,589,205.70,117.11,121157.30,68977.79,52179.51
Asia,Mongolia,"Personal Care",Offline,L,7/8/2010,718800532,8/9/2010,7906,81.73,56.67,646157.38,448033.02,198124.36
Asia,Bangladesh,Cosmetics,Offline,L,8/2/2012,749693143,8/26/2012,9716,437.20,263.33,4247835.20,2558514.28,1689320.92
"Sub-Saharan Africa",Togo,Household,Online,M,6/22/2012,897439086,6/28/2012,1023,668.27,502.54,683640.21,514098.42,169541.79
"Sub-Saharan Africa",Kenya,"Personal Care",Offline,C,11/8/2016,132399690,12/4/2016,8865,81.73,56.67,724536.45,502379.55,222156.90
Asia,China,Household,Online,C,7/15/2014,195248782,8/2/2014,7308,668.27,502.54,4883717.16,3672562.32,1211154.84
"Australia and Oceania",Australia,Cereal,Online,H,7/14/2010,646972692,8/13/2010,2451,205.70,117.11,504170.70,287036.61,217134.09
Asia,Turkmenistan,Meat,Online,M,9/20/2014,218870246,11/9/2014,7424,421.89,364.69,3132111.36,2707458.56,424652.80
"Middle East and North Africa",Oman,"Baby Food",Online,L,4/22/2015,862552773,5/17/2015,7388,255.28,159.42,1886008.64,1177794.96,708213.68
Asia,Vietnam,"Baby Food",Online,H,12/7/2012,999944102,1/21/2013,4536,255.28,159.42,1157950.08,723129.12,434820.96
"Sub-Saharan Africa","Equatorial Guinea",Meat,Online,H,11/18/2016,473280560,11/28/2016,3090,421.89,364.69,1303640.10,1126892.10,176748.00
"Middle East and North Africa","Saudi Arabia",Clothes,Offline,H,12/27/2010,995110976,1/8/2011,4306,109.28,35.84,470559.68,154327.04,316232.64
"Sub-Saharan Africa",Guinea,Meat,Offline,M,6/11/2010,298296678,6/12/2010,1471,421.89,364.69,620600.19,536458.99,84141.20
"Sub-Saharan Africa",Nigeria,Beverages,Online,M,7/30/2012,686011493,8/19/2012,4900,47.45,31.79,232505.00,155771.00,76734.00
"Sub-Saharan Africa","Seychelles ","Personal Care",Offline,L,10/12/2015,481741750,11/4/2015,6944,81.73,56.67,567533.12,393516.48,174016.64
