Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Madagascar,Clothes,Online,C,11/11/2014,314043176,12/15/2014,1209,109.28,35.84,132119.52,43330.56,88788.96
"Middle East and North Africa",Kuwait,Clothes,Online,L,9/9/2011,175348079,10/23/2011,8248,109.28,35.84,901341.44,295608.32,605733.12
"Sub-Saharan Africa","Central African Republic","Personal Care",Online,H,10/1/2015,845644986,10/4/2015,3998,81.73,56.67,326756.54,226566.66,100189.88
"Sub-Saharan Africa",Zimbabwe,"Personal Care",Offline,H,9/22/2013,324982726,10/15/2013,8465,81.73,56.67,691844.45,479711.55,212132.90
Europe,Finland,Household,Offline,H,1/28/2016,733722627,2/19/2016,3685,668.27,502.54,2462574.95,1851859.90,610715.05
"Sub-Saharan Africa","South Sudan",Cereal,Online,C,5/24/2015,662538516,6/4/2015,8725,205.70,117.11,1794732.50,1021784.75,772947.75
Europe,Austria,"Personal Care",Offline,L,11/29/2012,122416722,12/12/2012,4683,81.73,56.67,382741.59,265385.61,117355.98
"Sub-Saharan Africa","The Gambia",Fruits,Online,M,9/17/2014,994656074,10/28/2014,9690,9.33,6.92,90407.70,67054.80,23352.90
Europe,Estonia,Clothes,Online,H,10/17/2012,280867898,11/4/2012,3907,109.28,35.84,426956.96,140026.88,286930.08
Europe,Serbia,Beverages,Offline,C,8/4/2011,452976024,8/11/2011,4526,47.45,31.79,214758.70,143881.54,70877.16
"North America",Greenland,Vegetables,Offline,H,8/1/2016,903216779,9/5/2016,771,154.06,90.93,118780.26,70107.03,48673.23
"Middle East and North Africa",Qatar,"Personal Care",Offline,M,5/28/2015,194138991,6/13/2015,8897,81.73,56.67,727151.81,504192.99,222958.82
"Middle East and North Africa",Israel,Cosmetics,Online,L,11/19/2011,108603990,12/18/2011,7189,437.20,263.33,3143030.80,1893079.37,1249951.43
Europe,Malta,Meat,Offline,L,9/16/2014,699785602,10/26/2014,965,421.89,364.69,407123.85,351925.85,55198.00
"Sub-Saharan Africa",Nigeria,Beverages,Offline,L,11/29/2010,741170156,12/25/2010,7574,47.45,31.79,359386.30,240777.46,118608.84
"Sub-Saharan Africa","Equatorial Guinea",Clothes,Online,H,2/3/2015,876556479,2/10/2015,1396,109.28,35.84,152554.88,50032.64,102522.24
Europe,Belgium,Cereal,Offline,C,8/18/2012,470055902,9/1/2012,8842,205.70,117.11,1818799.40,1035486.62,783312.78
Asia,Philippines,Cereal,Offline,H,6/20/2016,756092250,7/6/2016,3354,205.70,117.11,689917.80,392786.94,297130.86
"Central America and the Caribbean",Haiti,Household,Offline,M,4/29/2010,789401853,6/13/2010,405,668.27,502.54,270649.35,203528.70,67120.65
"Sub-Saharan Africa",Cameroon,"Baby Food",Online,C,1/24/2013,595033538,2/15/2013,2502,255.28,159.42,638710.56,398868.84,239841.72
Asia,Maldives,Clothes,Offline,L,4/29/2014,718348634,5/30/2014,4179,109.28,35.84,456681.12,149775.36,306905.76
"Australia and Oceania",Australia,Snacks,Offline,L,2/28/2016,875020968,4/13/2016,7004,152.58,97.44,1068670.32,682469.76,386200.56
"Middle East and North Africa","Tunisia ",Snacks,Offline,L,2/14/2014,401036870,4/4/2014,4577,152.58,97.44,698358.66,445982.88,252375.78
Europe,Serbia,"Personal Care",Online,M,3/10/2016,502695167,3/27/2016,7526,81.73,56.67,615099.98,426498.42,188601.56
"Australia and Oceania",Fiji,"Office Supplies",Offline,M,4/4/2016,206607186,5/11/2016,8513,651.21,524.96,5543750.73,4468984.48,1074766.25
Europe,Belgium,"Baby Food",Online,H,1/26/2013,409696757,2/28/2013,7230,255.28,159.42,1845674.40,1152606.60,693067.80
"Middle East and North Africa",Egypt,"Personal Care",Offline,C,1/6/2014,729200208,2/21/2014,5401,81.73,56.67,441423.73,306074.67,135349.06
"North America",Greenland,"Personal Care",Online,C,3/6/2016,852666366,3/6/2016,1781,81.73,56.67,145561.13,100929.27,44631.86
"Middle East and North Africa",Yemen,Fruits,Offline,C,2/23/2010,987956559,4/4/2010,7155,9.33,6.92,66756.15,49512.60,17243.55
"Central America and the Caribbean",Nicaragua,Clothes,Online,M,1/25/2014,513244616,3/6/2014,9342,109.28,35.84,1020893.76,334817.28,686076.48
"Sub-Saharan Africa",Guinea-Bissau,Cereal,Online,M,11/13/2016,227016866,12/27/2016,8190,205.70,117.11,1684683.00,959130.90,725552.10
"Middle East and North Africa",Syria,"Office Supplies",Online,H,4/29/2012,998072135,5/31/2012,579,651.21,524.96,377050.59,303951.84,73098.75
Europe,Slovakia,Meat,Online,H,6/5/2010,615521752,7/22/2010,5420,421.89,364.69,2286643.80,1976619.80,310024.00
Europe,Cyprus,Vegetables,Online,M,11/12/2010,538789546,12/3/2010,8655,154.06,90.93,1333389.30,786999.15,546390.15
Europe,Romania,"Personal Care",Online,M,5/26/2014,947611844,5/26/2014,8258,81.73,56.67,674926.34,467980.86,206945.48
Asia,India,Cereal,Offline,M,6/29/2011,292037475,7/15/2011,9233,205.70,117.11,1899228.10,1081276.63,817951.47
Asia,Bangladesh,Vegetables,Offline,H,5/22/2016,242427766,6/8/2016,8618,154.06,90.93,1327689.08,783634.74,544054.34
"Sub-Saharan Africa",Lesotho,"Baby Food",Online,L,4/30/2010,739456546,6/6/2010,479,255.28,159.42,122279.12,76362.18,45916.94
"Central America and the Caribbean","Trinidad and Tobago","Office Supplies",Online,L,6/20/2013,444110143,7/13/2013,915,651.21,524.96,595857.15,480338.40,115518.75
Europe,Andorra,"Baby Food",Offline,L,12/18/2012,787687385,12/31/2012,3056,255.28,159.42,780135.68,487187.52,292948.16
"Middle East and North Africa",Oman,Cereal,Online,H,3/5/2012,121799600,3/12/2012,2063,205.70,117.11,424359.10,241597.93,182761.17
Europe,"Moldova ",Beverages,Online,L,9/29/2011,468370616,11/11/2011,128,47.45,31.79,6073.60,4069.12,2004.48
"Sub-Saharan Africa",Ethiopia,"Personal Care",Offline,H,5/15/2013,769636762,6/5/2013,1476,81.73,56.67,120633.48,83644.92,36988.56
Europe,Lithuania,Vegetables,Online,C,1/15/2016,938146865,2/15/2016,7360,154.06,90.93,1133881.60,669244.80,464636.80
"North America",Greenland,Snacks,Online,C,3/23/2012,506762254,4/18/2012,1067,152.58,97.44,162802.86,103968.48,58834.38
"Central America and the Caribbean","Saint Vincent and the Grenadines","Office Supplies",Offline,C,5/28/2014,878656756,7/15/2014,2915,651.21,524.96,1898277.15,1530258.40,368018.75
"Middle East and North Africa",Afghanistan,Meat,Offline,M,5/22/2013,377316701,5/22/2013,5251,421.89,364.69,2215344.39,1914987.19,300357.20
"Sub-Saharan Africa",Mozambique,Cosmetics,Online,H,6/5/2012,996540915,7/1/2012,7457,437.20,263.33,3260200.40,1963651.81,1296548.59
Europe,Hungary,Beverages,Online,L,10/29/2015,750440728,11/29/2015,943,47.45,31.79,44745.35,29977.97,14767.38
"Sub-Saharan Africa","Seychelles ",Meat,Offline,H,1/9/2010,423439967,1/18/2010,4151,421.89,364.69,1751265.39,1513828.19,237437.20
"Middle East and North Africa","United Arab Emirates",Vegetables,Online,C,10/27/2012,420274960,11/16/2012,7555,154.06,90.93,1163923.30,686976.15,476947.15
