Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,"San Marino",Clothes,Offline,L,7/24/2016,139906442,9/3/2016,280,109.28,35.84,30598.40,10035.20,20563.20
Europe,Spain,Clothes,Offline,H,8/28/2016,523611247,9/29/2016,7059,109.28,35.84,771407.52,252994.56,518412.96
Europe,Poland,Cereal,Online,H,8/11/2014,559667432,8/28/2014,6885,205.70,117.11,1416244.50,806302.35,609942.15
"Sub-Saharan Africa",Mozambique,Household,Offline,L,4/19/2011,385623824,6/5/2011,3514,668.27,502.54,2348300.78,1765925.56,582375.22
"Australia and Oceania","Solomon Islands",Cereal,Online,L,3/27/2016,659341752,5/3/2016,2731,205.70,117.11,561766.70,319827.41,241939.29
"Sub-Saharan Africa",Cameroon,Cereal,Offline,H,6/30/2013,308995044,8/11/2013,7355,205.70,117.11,1512923.50,861344.05,651579.45
"Central America and the Caribbean",Grenada,Fruits,Online,H,12/9/2010,583070027,1/5/2011,2233,9.33,6.92,20833.89,15452.36,5381.53
"Sub-Saharan Africa",Guinea,Cosmetics,Online,L,9/13/2013,100365531,11/2/2013,9246,437.20,263.33,4042351.20,2434749.18,1607602.02
Asia,Tajikistan,Cereal,Online,C,10/31/2012,699992883,11/26/2012,2304,205.70,117.11,473932.80,269821.44,204111.36
"Australia and Oceania",Tuvalu,Meat,Offline,C,10/26/2011,691375911,11/9/2011,2351,421.89,364.69,991863.39,857386.19,134477.20
"Central America and the Caribbean","Dominican Republic",Household,Offline,C,3/14/2015,704250943,4/17/2015,2359,668.27,502.54,1576448.93,1185491.86,390957.07
"North America",Canada,Snacks,Offline,M,3/24/2017,538666808,5/7/2017,2334,152.58,97.44,356121.72,227424.96,128696.76
Europe,Bulgaria,"Baby Food",Offline,C,3/21/2013,514984834,4/4/2013,4311,255.28,159.42,1100512.08,687259.62,413252.46
"Sub-Saharan Africa",Mauritania,Fruits,Offline,M,11/29/2010,123878848,12/6/2010,7359,9.33,6.92,68659.47,50924.28,17735.19
"Sub-Saharan Africa",Mozambique,"Personal Care",Online,H,7/14/2011,276335179,8/28/2011,2575,81.73,56.67,210454.75,145925.25,64529.50
Europe,Ukraine,Beverages,Online,C,8/7/2013,153652656,9/14/2013,8090,47.45,31.79,383870.50,257181.10,126689.40
"Australia and Oceania","Marshall Islands",Beverages,Online,L,9/6/2016,357442605,9/17/2016,4065,47.45,31.79,192884.25,129226.35,63657.90
"Central America and the Caribbean","The Bahamas","Personal Care",Offline,L,1/23/2010,659628856,2/21/2010,7692,81.73,56.67,628667.16,435905.64,192761.52
"Sub-Saharan Africa",Comoros,Fruits,Offline,H,5/18/2014,452447736,6/3/2014,8194,9.33,6.92,76450.02,56702.48,19747.54
Asia,Thailand,Household,Online,H,4/1/2017,998448073,5/10/2017,1827,668.27,502.54,1220929.29,918140.58,302788.71
Europe,Monaco,Fruits,Offline,C,12/10/2014,480491197,1/3/2015,6878,9.33,6.92,64171.74,47595.76,16575.98
"Central America and the Caribbean","Saint Kitts and Nevis ","Personal Care",Offline,L,2/21/2016,751750934,3/29/2016,8662,81.73,56.67,707945.26,490875.54,217069.72
"Central America and the Caribbean","Trinidad and Tobago",Clothes,Online,L,6/13/2015,585713613,6/21/2015,4529,109.28,35.84,494929.12,162319.36,332609.76
"Sub-Saharan Africa",Guinea-Bissau,Fruits,Offline,H,4/28/2012,626178061,5/3/2012,8858,9.33,6.92,82645.14,61297.36,21347.78
"Middle East and North Africa",Israel,Cereal,Offline,L,11/10/2014,237255609,11/19/2014,8062,205.70,117.11,1658353.40,944140.82,714212.58
Europe,Portugal,Meat,Online,M,4/14/2013,653370082,5/24/2013,5581,421.89,364.69,2354568.09,2035334.89,319233.20
Asia,Laos,"Office Supplies",Offline,H,1/13/2014,929257810,2/10/2014,6891,651.21,524.96,4487488.11,3617499.36,869988.75
"Sub-Saharan Africa","Sierra Leone",Beverages,Online,C,4/4/2013,189967620,5/20/2013,4495,47.45,31.79,213287.75,142896.05,70391.70
"Central America and the Caribbean",Guatemala,Household,Offline,M,9/23/2015,780860841,10/20/2015,2930,668.27,502.54,1958031.10,1472442.20,485588.90
Europe,Malta,Household,Offline,H,12/8/2015,617611300,1/21/2016,3763,668.27,502.54,2514700.01,1891058.02,623641.99
Europe,France,Meat,Offline,C,1/1/2017,836205327,2/3/2017,593,421.89,364.69,250180.77,216261.17,33919.60
"Sub-Saharan Africa",Malawi,Beverages,Online,L,10/7/2011,842941749,10/23/2011,4050,47.45,31.79,192172.50,128749.50,63423.00
Asia,Philippines,Fruits,Offline,L,10/30/2016,564431893,12/2/2016,6795,9.33,6.92,63397.35,47021.40,16375.95
"Australia and Oceania",Kiribati,Fruits,Online,L,10/21/2015,897599589,10/29/2015,8520,9.33,6.92,79491.60,58958.40,20533.20
"Sub-Saharan Africa",Zambia,Cosmetics,Offline,C,1/26/2016,559681165,2/25/2016,949,437.20,263.33,414902.80,249900.17,165002.63
"Australia and Oceania",Vanuatu,Vegetables,Offline,H,9/18/2014,138225448,10/14/2014,2836,154.06,90.93,436914.16,257877.48,179036.68
Asia,Maldives,"Baby Food",Online,C,6/19/2017,741093766,7/26/2017,4969,255.28,159.42,1268486.32,792157.98,476328.34
Europe,Lithuania,"Office Supplies",Online,H,3/9/2012,846459949,4/19/2012,5164,651.21,524.96,3362848.44,2710893.44,651955.00
"Middle East and North Africa",Algeria,"Personal Care",Offline,H,7/9/2010,352810323,8/7/2010,3270,81.73,56.67,267257.10,185310.90,81946.20
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Online,C,10/25/2013,128943717,11/27/2013,6166,81.73,56.67,503947.18,349427.22,154519.96
"Australia and Oceania",Kiribati,Cosmetics,Offline,C,12/1/2016,663971459,1/15/2017,2765,437.20,263.33,1208858.00,728107.45,480750.55
"Middle East and North Africa",Syria,Meat,Online,M,12/11/2011,717317378,1/28/2012,9007,421.89,364.69,3799963.23,3284762.83,515200.40
Europe,Serbia,"Baby Food",Offline,L,10/18/2014,468717801,11/23/2014,2868,255.28,159.42,732143.04,457216.56,274926.48
"Sub-Saharan Africa",Guinea,Clothes,Offline,H,12/10/2015,168221557,1/23/2016,9352,109.28,35.84,1021986.56,335175.68,686810.88
Asia,Nepal,"Baby Food",Online,L,6/24/2014,586189973,7/10/2014,5494,255.28,159.42,1402508.32,875853.48,526654.84
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Online,L,5/13/2014,763296878,6/21/2014,5363,81.73,56.67,438317.99,303921.21,134396.78
Europe,Croatia,Clothes,Online,L,1/14/2013,260528600,1/24/2013,5057,109.28,35.84,552628.96,181242.88,371386.08
"Middle East and North Africa",Azerbaijan,"Baby Food",Online,L,10/19/2012,509183967,11/4/2012,7706,255.28,159.42,1967187.68,1228490.52,738697.16
"Australia and Oceania","Federated States of Micronesia",Household,Online,H,1/4/2017,760874307,1/11/2017,8471,668.27,502.54,5660915.17,4257016.34,1403898.83
"Central America and the Caribbean",Nicaragua,Beverages,Online,H,3/1/2011,337523448,3/22/2011,9544,47.45,31.79,452862.80,303403.76,149459.04
Asia,Kazakhstan,Beverages,Offline,C,2/10/2012,881367719,2/18/2012,5149,47.45,31.79,244320.05,163686.71,80633.34
Europe,Monaco,Clothes,Offline,H,4/5/2011,504955947,4/14/2011,6541,109.28,35.84,714800.48,234429.44,480371.04
"Sub-Saharan Africa",Zambia,Vegetables,Offline,C,3/25/2016,541149461,4/21/2016,7006,154.06,90.93,1079344.36,637055.58,442288.78
"Australia and Oceania",Tuvalu,Clothes,Online,M,10/12/2016,593122088,10/13/2016,6861,109.28,35.84,749770.08,245898.24,503871.84
Asia,Myanmar,Clothes,Online,L,4/21/2011,784360158,5/30/2011,8456,109.28,35.84,924071.68,303063.04,621008.64
"Australia and Oceania",Tuvalu,Cereal,Offline,L,8/10/2010,408662497,9/9/2010,1169,205.70,117.11,240463.30,136901.59,103561.71
Europe,Ireland,Vegetables,Offline,H,6/7/2011,180140435,7/9/2011,6413,154.06,90.93,987986.78,583134.09,404852.69
Europe,Finland,Vegetables,Online,C,5/13/2015,883217799,6/22/2015,2629,154.06,90.93,405023.74,239054.97,165968.77
"Sub-Saharan Africa",Rwanda,"Office Supplies",Offline,C,6/23/2017,222630918,7/2/2017,291,651.21,524.96,189502.11,152763.36,36738.75
"Middle East and North Africa","Saudi Arabia",Cosmetics,Online,M,2/18/2010,473428618,3/27/2010,6904,437.20,263.33,3018428.80,1818030.32,1200398.48
"Sub-Saharan Africa",Guinea-Bissau,Snacks,Online,L,1/17/2017,830972230,2/18/2017,2004,152.58,97.44,305770.32,195269.76,110500.56
Asia,Myanmar,Snacks,Offline,M,10/7/2013,560935580,11/18/2013,2158,152.58,97.44,329267.64,210275.52,118992.12
"Sub-Saharan Africa","Democratic Republic of the Congo",Fruits,Online,L,10/12/2014,349304997,11/8/2014,5966,9.33,6.92,55662.78,41284.72,14378.06
"Central America and the Caribbean",Dominica,"Office Supplies",Online,C,9/14/2016,952379310,10/21/2016,9057,651.21,524.96,5898008.97,4754562.72,1143446.25
Europe,Slovakia,Cereal,Online,H,3/21/2017,946769845,4/23/2017,9091,205.70,117.11,1870018.70,1064647.01,805371.69
"Central America and the Caribbean","Saint Kitts and Nevis ",Meat,Offline,H,4/15/2011,779400432,5/1/2011,763,421.89,364.69,321902.07,278258.47,43643.60
Asia,Thailand,Meat,Offline,C,1/27/2010,517507398,1/27/2010,794,421.89,364.69,334980.66,289563.86,45416.80
Europe,Monaco,Snacks,Online,C,6/17/2014,298639571,7/25/2014,2940,152.58,97.44,448585.20,286473.60,162111.60
"Australia and Oceania",Kiribati,Fruits,Online,L,3/29/2011,780658280,5/12/2011,2988,9.33,6.92,27878.04,20676.96,7201.08
Europe,Kosovo,"Personal Care",Online,C,10/12/2014,891737353,11/2/2014,3754,81.73,56.67,306814.42,212739.18,94075.24
Europe,Romania,Cosmetics,Offline,M,3/21/2010,980363118,4/28/2010,87,437.20,263.33,38036.40,22909.71,15126.69
"Middle East and North Africa",Kuwait,Clothes,Online,C,4/7/2010,565334403,5/26/2010,3868,109.28,35.84,422695.04,138629.12,284065.92
Europe,Ukraine,"Personal Care",Offline,H,7/19/2013,585762536,8/9/2013,9006,81.73,56.67,736060.38,510370.02,225690.36
"Sub-Saharan Africa",Ghana,Cosmetics,Offline,C,12/21/2015,251071345,1/4/2016,6445,437.20,263.33,2817754.00,1697161.85,1120592.15
Asia,Vietnam,Household,Offline,C,7/5/2014,190997159,8/20/2014,9159,668.27,502.54,6120684.93,4602763.86,1517921.07
Europe,Albania,"Office Supplies",Online,H,12/26/2010,205588805,1/20/2011,7151,651.21,524.96,4656802.71,3753988.96,902813.75
"Central America and the Caribbean","Saint Lucia",Vegetables,Offline,L,11/9/2015,615207612,12/3/2015,2459,154.06,90.93,378833.54,223596.87,155236.67
"Middle East and North Africa",Afghanistan,Household,Offline,C,2/23/2014,910527408,2/25/2014,4149,668.27,502.54,2772652.23,2085038.46,687613.77
"Central America and the Caribbean",Belize,Cosmetics,Offline,L,8/29/2014,202534520,10/1/2014,3320,437.20,263.33,1451504.00,874255.60,577248.40
Asia,Malaysia,Beverages,Online,M,11/27/2015,372527778,12/24/2015,8103,47.45,31.79,384487.35,257594.37,126892.98
"Sub-Saharan Africa","Democratic Republic of the Congo",Household,Online,M,6/16/2017,222118508,6/26/2017,8657,668.27,502.54,5785213.39,4350488.78,1434724.61
"Australia and Oceania",Palau,Cereal,Online,M,3/2/2016,423230540,4/16/2016,2177,205.70,117.11,447808.90,254948.47,192860.43
"Middle East and North Africa",Afghanistan,Snacks,Offline,H,7/14/2017,368100202,7/21/2017,7885,152.58,97.44,1203093.30,768314.40,434778.90
Asia,Bangladesh,Household,Online,H,9/29/2016,419276320,10/11/2016,2035,668.27,502.54,1359929.45,1022668.90,337260.55
"Middle East and North Africa",Algeria,Clothes,Online,H,1/24/2010,559620225,3/2/2010,2915,109.28,35.84,318551.20,104473.60,214077.60
"Central America and the Caribbean",Haiti,Snacks,Offline,H,10/3/2013,842305743,11/21/2013,5842,152.58,97.44,891372.36,569244.48,322127.88
