Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Switzerland,Fruits,Offline,H,3/30/2015,216645944,5/13/2015,9204,9.33,6.92,85873.32,63691.68,22181.64
"Central America and the Caribbean",Panama,"Personal Care",Online,L,9/5/2010,461483561,9/13/2010,2096,81.73,56.67,171306.08,118780.32,52525.76
"Sub-Saharan Africa","The Gambia","Office Supplies",Offline,H,1/7/2012,189922559,2/21/2012,1160,651.21,524.96,755403.60,608953.60,146450.00
Europe,Georgia,Household,Online,M,7/25/2012,439511764,7/28/2012,153,668.27,502.54,102245.31,76888.62,25356.69
"Sub-Saharan Africa",Malawi,"Baby Food",Online,L,4/7/2014,968112504,4/8/2014,4858,255.28,159.42,1240150.24,774462.36,465687.88
"Sub-Saharan Africa","Seychelles ",Cereal,Online,L,5/1/2016,703898608,6/12/2016,8095,205.70,117.11,1665141.50,948005.45,717136.05
"Middle East and North Africa",Kuwait,Meat,Offline,M,6/26/2011,895356404,8/6/2011,4712,421.89,364.69,1987945.68,1718419.28,269526.40
"Sub-Saharan Africa",Nigeria,Clothes,Offline,C,6/4/2012,161284720,6/8/2012,6588,109.28,35.84,719936.64,236113.92,483822.72
"Sub-Saharan Africa",Djibouti,Vegetables,Online,L,3/18/2010,340794885,3/19/2010,7634,154.06,90.93,1176094.04,694159.62,481934.42
"Middle East and North Africa",Lebanon,"Personal Care",Online,M,11/24/2015,643310725,1/1/2016,8794,81.73,56.67,718733.62,498355.98,220377.64
Europe,Russia,Clothes,Online,M,4/22/2011,798568570,5/26/2011,3041,109.28,35.84,332320.48,108989.44,223331.04
Asia,Uzbekistan,Cereal,Offline,H,5/29/2013,606617248,7/16/2013,379,205.70,117.11,77960.30,44384.69,33575.61
"Sub-Saharan Africa",Chad,"Personal Care",Online,M,7/9/2017,387818086,7/10/2017,2845,81.73,56.67,232521.85,161226.15,71295.70
Asia,Laos,Meat,Offline,L,3/25/2016,532844913,3/29/2016,9505,421.89,364.69,4010064.45,3466378.45,543686.00
"Australia and Oceania",Tuvalu,Meat,Online,L,10/11/2010,152684056,11/10/2010,1460,421.89,364.69,615959.40,532447.40,83512.00
"Sub-Saharan Africa",Angola,Snacks,Online,C,10/23/2014,228634345,12/3/2014,6838,152.58,97.44,1043342.04,666294.72,377047.32
Asia,Turkmenistan,Beverages,Online,L,10/4/2012,462307107,10/13/2012,5801,47.45,31.79,275257.45,184413.79,90843.66
