Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa","Cote d'Ivoire",Vegetables,Online,M,3/21/2015,594757592,4/9/2015,843,154.06,90.93,129872.58,76653.99,53218.59
Asia,Malaysia,Household,Offline,C,6/27/2011,205134761,8/12/2011,2789,668.27,502.54,1863805.03,1401584.06,462220.97
"Central America and the Caribbean",Grenada,Cosmetics,Online,M,6/22/2017,638566434,7/12/2017,4853,437.20,263.33,2121731.60,1277940.49,843791.11
Europe,Malta,"Office Supplies",Online,M,1/28/2016,345101439,2/23/2016,2040,651.21,524.96,1328468.40,1070918.40,257550.00
"North America",Greenland,Cereal,Offline,M,12/17/2013,995101106,12/27/2013,1385,205.70,117.11,284894.50,162197.35,122697.15
Europe,Denmark,Clothes,Offline,M,2/2/2015,729239261,2/9/2015,6957,109.28,35.84,760260.96,249338.88,510922.08
Asia,Myanmar,Snacks,Offline,L,11/24/2016,908502233,12/8/2016,4854,152.58,97.44,740623.32,472973.76,267649.56
Europe,Russia,Clothes,Online,H,2/12/2014,264188849,3/4/2014,8206,109.28,35.84,896751.68,294103.04,602648.64
Asia,"North Korea",Household,Offline,M,2/8/2010,747910439,3/2/2010,2174,668.27,502.54,1452818.98,1092521.96,360297.02
"Sub-Saharan Africa",Guinea,Cereal,Offline,H,1/27/2013,781590831,2/5/2013,8950,205.70,117.11,1841015.00,1048134.50,792880.50
Europe,Russia,Beverages,Online,H,2/26/2017,207466351,3/31/2017,2759,47.45,31.79,130914.55,87708.61,43205.94
Europe,Latvia,"Office Supplies",Online,C,10/5/2013,738085830,11/7/2013,4854,651.21,524.96,3160973.34,2548155.84,612817.50
"Sub-Saharan Africa",Benin,"Office Supplies",Online,H,7/5/2010,106310594,7/16/2010,8522,651.21,524.96,5549611.62,4473709.12,1075902.50
"Sub-Saharan Africa",Lesotho,Beverages,Offline,L,4/20/2012,615314471,4/30/2012,4081,47.45,31.79,193643.45,129734.99,63908.46
"Middle East and North Africa",Egypt,Clothes,Offline,H,7/13/2017,588583791,8/16/2017,3878,109.28,35.84,423787.84,138987.52,284800.32
"Central America and the Caribbean",Haiti,Household,Offline,L,4/17/2014,219917380,5/11/2014,7295,668.27,502.54,4875029.65,3666029.30,1209000.35
"Sub-Saharan Africa",Madagascar,Vegetables,Offline,C,6/19/2014,223426568,7/27/2014,5741,154.06,90.93,884458.46,522029.13,362429.33
"Sub-Saharan Africa",Madagascar,Meat,Offline,M,1/25/2012,483535182,2/12/2012,7660,421.89,364.69,3231677.40,2793525.40,438152.00
"Central America and the Caribbean",Dominica,"Office Supplies",Online,L,4/26/2017,504979550,5/20/2017,3526,651.21,524.96,2296166.46,1851008.96,445157.50
Europe,Ukraine,Clothes,Online,M,1/1/2015,762808501,1/1/2015,842,109.28,35.84,92013.76,30177.28,61836.48
"Sub-Saharan Africa",Nigeria,Snacks,Online,L,9/9/2013,452383363,9/16/2013,9145,152.58,97.44,1395344.10,891088.80,504255.30
"Middle East and North Africa",Kuwait,Beverages,Online,H,8/27/2011,639377963,10/7/2011,5003,47.45,31.79,237392.35,159045.37,78346.98
Asia,Taiwan,Fruits,Online,L,10/21/2015,209778630,11/2/2015,7013,9.33,6.92,65431.29,48529.96,16901.33
Europe,"United Kingdom",Beverages,Online,M,3/8/2015,819884192,3/29/2015,807,47.45,31.79,38292.15,25654.53,12637.62
"Middle East and North Africa",Morocco,"Baby Food",Online,M,1/17/2015,146305978,2/15/2015,4045,255.28,159.42,1032607.60,644853.90,387753.70
Europe,Liechtenstein,"Personal Care",Online,H,5/10/2010,435967814,6/15/2010,1419,81.73,56.67,115974.87,80414.73,35560.14
"Middle East and North Africa",Iraq,Vegetables,Online,H,4/12/2012,856106030,4/18/2012,9654,154.06,90.93,1487295.24,877838.22,609457.02
Asia,China,Vegetables,Online,L,2/14/2014,644269454,3/29/2014,2503,154.06,90.93,385612.18,227597.79,158014.39
Europe,Croatia,Cosmetics,Online,C,4/2/2010,458319413,4/11/2010,5754,437.20,263.33,2515648.80,1515200.82,1000447.98
"Sub-Saharan Africa",Mauritania,"Personal Care",Offline,H,1/13/2015,126429736,1/24/2015,2223,81.73,56.67,181685.79,125977.41,55708.38
"Middle East and North Africa",Iran,Cereal,Offline,H,8/10/2013,897086751,8/24/2013,6760,205.70,117.11,1390532.00,791663.60,598868.40
Europe,Netherlands,Fruits,Offline,C,2/10/2011,489089286,3/5/2011,1243,9.33,6.92,11597.19,8601.56,2995.63
"Central America and the Caribbean","Antigua and Barbuda ",Meat,Offline,C,9/28/2013,741548669,10/6/2013,9585,421.89,364.69,4043815.65,3495553.65,548262.00
"Sub-Saharan Africa",Nigeria,Cosmetics,Offline,M,5/29/2017,863888728,6/22/2017,2727,437.20,263.33,1192244.40,718100.91,474143.49
Europe,Switzerland,Meat,Online,L,7/5/2011,585845792,8/17/2011,3643,421.89,364.69,1536945.27,1328565.67,208379.60
