Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Europe,Liechtenstein,Beverages,Offline,C,2/11/2011,794428956,3/30/2011,8037,47.45,31.79,381355.65,255496.23,125859.42
"Sub-Saharan Africa",Namibia,Clothes,Online,H,11/4/2012,988015353,11/8/2012,4554,109.28,35.84,497661.12,163215.36,334445.76
Asia,"North Korea","Office Supplies",Offline,C,1/26/2013,607195317,3/10/2013,1442,651.21,524.96,939044.82,756992.32,182052.50
Europe,Slovakia,Clothes,Online,M,3/12/2012,858267676,4/17/2012,9333,109.28,35.84,1019910.24,334494.72,685415.52
Europe,Norway,Cosmetics,Offline,M,9/8/2011,767843759,9/29/2011,886,437.20,263.33,387359.20,233310.38,154048.82
"Central America and the Caribbean","Saint Lucia",Cosmetics,Offline,M,4/16/2010,332847392,5/10/2010,5795,437.20,263.33,2533574.00,1525997.35,1007576.65
"Sub-Saharan Africa",Angola,Fruits,Online,M,5/23/2015,970514905,6/26/2015,5782,9.33,6.92,53946.06,40011.44,13934.62
Europe,Serbia,Household,Offline,H,7/3/2016,568395125,7/29/2016,9603,668.27,502.54,6417396.81,4825891.62,1591505.19
"Australia and Oceania","Solomon Islands","Personal Care",Online,M,10/15/2011,234349381,11/27/2011,8045,81.73,56.67,657517.85,455910.15,201607.70
Europe,Malta,Vegetables,Online,L,10/26/2011,246551501,11/7/2011,8923,154.06,90.93,1374677.38,811368.39,563308.99
"Australia and Oceania","New Zealand",Snacks,Online,M,2/4/2013,503487813,3/2/2013,2087,152.58,97.44,318434.46,203357.28,115077.18
Asia,Vietnam,Fruits,Offline,C,12/19/2016,973957145,1/1/2017,4417,9.33,6.92,41210.61,30565.64,10644.97
Europe,Liechtenstein,"Office Supplies",Offline,M,9/15/2010,347070825,10/5/2010,4825,651.21,524.96,3142088.25,2532932.00,609156.25
"Central America and the Caribbean",Barbados,Fruits,Offline,C,9/20/2016,982252681,10/16/2016,9251,9.33,6.92,86311.83,64016.92,22294.91
Europe,France,"Office Supplies",Online,M,1/19/2013,359239041,2/14/2013,5670,651.21,524.96,3692360.70,2976523.20,715837.50
"Sub-Saharan Africa","Sierra Leone",Snacks,Online,L,11/17/2012,528078734,11/22/2012,9087,152.58,97.44,1386494.46,885437.28,501057.18
Asia,"Sri Lanka",Snacks,Online,H,4/23/2015,459133088,5/2/2015,6539,152.58,97.44,997720.62,637160.16,360560.46
Europe,Russia,Fruits,Offline,C,9/18/2016,993075931,10/10/2016,2091,9.33,6.92,19509.03,14469.72,5039.31
"Middle East and North Africa","Saudi Arabia",Vegetables,Offline,C,7/19/2014,790893590,9/1/2014,1844,154.06,90.93,284086.64,167674.92,116411.72
Asia,Kyrgyzstan,"Personal Care",Online,M,2/6/2011,383884894,2/15/2011,8926,81.73,56.67,729521.98,505836.42,223685.56
Europe,"United Kingdom",Cosmetics,Online,C,4/22/2017,823661172,5/10/2017,8499,437.20,263.33,3715762.80,2238041.67,1477721.13
"Central America and the Caribbean","The Bahamas",Meat,Online,H,2/3/2011,532146251,2/13/2011,2756,421.89,364.69,1162728.84,1005085.64,157643.20
Asia,Cambodia,"Personal Care",Online,C,11/15/2016,251576459,12/20/2016,5920,81.73,56.67,483841.60,335486.40,148355.20
