Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Middle East and North Africa",Bahrain,Clothes,Offline,L,2/18/2014,487467515,3/9/2014,1325,109.28,35.84,144796.00,47488.00,97308.00
"Sub-Saharan Africa",Eritrea,Cosmetics,Offline,M,12/21/2016,173375689,1/20/2017,4574,437.20,263.33,1999752.80,1204471.42,795281.38
Europe,Cyprus,Cereal,Online,H,10/9/2011,715736806,11/12/2011,1281,205.70,117.11,263501.70,150017.91,113483.79
"Middle East and North Africa",Israel,Snacks,Online,L,2/15/2013,958349692,4/4/2013,5825,152.58,97.44,888778.50,567588.00,321190.50
"North America",Canada,"Office Supplies",Offline,C,12/29/2013,265325677,12/30/2013,4619,651.21,524.96,3007938.99,2424790.24,583148.75
"Australia and Oceania",Fiji,Fruits,Offline,M,3/1/2012,771088588,3/17/2012,1103,9.33,6.92,10290.99,7632.76,2658.23
"Sub-Saharan Africa","Sao Tome and Principe",Cereal,Offline,L,1/31/2014,630374753,2/24/2014,753,205.70,117.11,154892.10,88183.83,66708.27
Asia,Vietnam,Cereal,Online,C,11/23/2015,768233001,1/8/2016,6072,205.70,117.11,1249010.40,711091.92,537918.48
"Central America and the Caribbean",Belize,Beverages,Online,C,10/19/2014,830024659,11/3/2014,1596,47.45,31.79,75730.20,50736.84,24993.36
"Middle East and North Africa","United Arab Emirates",Meat,Online,H,11/11/2012,531423556,11/16/2012,8895,421.89,364.69,3752711.55,3243917.55,508794.00
"Middle East and North Africa",Syria,Meat,Offline,H,3/17/2013,108416020,3/17/2013,1565,421.89,364.69,660257.85,570739.85,89518.00
"Australia and Oceania","Federated States of Micronesia",Household,Offline,M,3/27/2016,767300879,4/22/2016,236,668.27,502.54,157711.72,118599.44,39112.28
"Sub-Saharan Africa",Burundi,Vegetables,Offline,L,11/5/2015,634689462,11/23/2015,7571,154.06,90.93,1166388.26,688431.03,477957.23
Asia,Vietnam,Cosmetics,Online,L,10/12/2010,607505595,10/15/2010,3261,437.20,263.33,1425709.20,858719.13,566990.07
"Australia and Oceania",Australia,Meat,Offline,C,1/1/2016,302985608,1/21/2016,9029,421.89,364.69,3809244.81,3292786.01,516458.80
Asia,Bhutan,Household,Offline,M,6/12/2013,308678328,7/27/2013,3632,668.27,502.54,2427156.64,1825225.28,601931.36
Europe,Albania,Beverages,Online,H,6/2/2016,832445085,6/20/2016,7854,47.45,31.79,372672.30,249678.66,122993.64
"Australia and Oceania","Solomon Islands",Meat,Online,H,10/13/2012,352459704,11/1/2012,9514,421.89,364.69,4013861.46,3469660.66,544200.80
Europe,Armenia,Fruits,Online,H,3/7/2014,567208516,4/16/2014,8459,9.33,6.92,78922.47,58536.28,20386.19
"Sub-Saharan Africa",Djibouti,Meat,Offline,L,5/20/2014,545490348,5/30/2014,1571,421.89,364.69,662789.19,572927.99,89861.20
"Sub-Saharan Africa",Gabon,Beverages,Offline,M,10/24/2015,776416528,11/16/2015,7759,47.45,31.79,368164.55,246658.61,121505.94
"Middle East and North Africa",Iraq,"Personal Care",Online,L,8/2/2010,919410884,8/13/2010,2967,81.73,56.67,242492.91,168139.89,74353.02
"Sub-Saharan Africa",Djibouti,Cereal,Offline,L,8/10/2014,254209744,8/29/2014,5167,205.70,117.11,1062851.90,605107.37,457744.53
Europe,Ukraine,Fruits,Online,L,10/8/2010,830861937,11/7/2010,9366,9.33,6.92,87384.78,64812.72,22572.06
Europe,"Vatican City","Personal Care",Offline,M,4/25/2013,719728791,6/5/2013,2598,81.73,56.67,212334.54,147228.66,65105.88
"Middle East and North Africa",Algeria,Clothes,Offline,H,1/20/2011,761484134,2/25/2011,8932,109.28,35.84,976088.96,320122.88,655966.08
"Sub-Saharan Africa",Burundi,Cosmetics,Offline,M,7/30/2016,517114293,8/13/2016,4466,437.20,263.33,1952535.20,1176031.78,776503.42
"Sub-Saharan Africa",Guinea-Bissau,Cosmetics,Offline,L,1/13/2017,517918097,1/24/2017,2329,437.20,263.33,1018238.80,613295.57,404943.23
"Australia and Oceania",Vanuatu,Cereal,Offline,M,10/15/2015,915506875,11/12/2015,7684,205.70,117.11,1580598.80,899873.24,680725.56
Europe,"Bosnia and Herzegovina",Fruits,Online,M,6/23/2013,131804454,6/24/2013,2722,9.33,6.92,25396.26,18836.24,6560.02
"North America",Canada,Household,Online,M,10/21/2011,709047162,11/24/2011,1667,668.27,502.54,1114006.09,837734.18,276271.91
"Sub-Saharan Africa",Zimbabwe,Meat,Online,L,4/30/2017,759783828,5/13/2017,5774,421.89,364.69,2435992.86,2105720.06,330272.80
"Central America and the Caribbean","Costa Rica",Household,Offline,M,12/13/2014,716875779,1/27/2015,8328,668.27,502.54,5565352.56,4185153.12,1380199.44
Asia,Indonesia,Fruits,Online,C,2/21/2017,183496844,3/10/2017,9649,9.33,6.92,90025.17,66771.08,23254.09
"Sub-Saharan Africa",Cameroon,Snacks,Offline,H,9/21/2014,183133351,10/27/2014,2083,152.58,97.44,317824.14,202967.52,114856.62
Europe,Estonia,"Office Supplies",Offline,C,12/8/2010,909584128,1/21/2011,5011,651.21,524.96,3263213.31,2630574.56,632638.75
"Sub-Saharan Africa",Benin,Meat,Online,H,2/2/2010,376960504,3/21/2010,9845,421.89,364.69,4153507.05,3590373.05,563134.00
"Sub-Saharan Africa",Gabon,Beverages,Offline,M,10/8/2013,269686305,11/16/2013,5026,47.45,31.79,238483.70,159776.54,78707.16
"Central America and the Caribbean",Barbados,Beverages,Online,H,1/19/2017,992497861,2/15/2017,1027,47.45,31.79,48731.15,32648.33,16082.82
Europe,Poland,Cosmetics,Online,C,4/19/2012,320443999,4/28/2012,5355,437.20,263.33,2341206.00,1410132.15,931073.85
"Sub-Saharan Africa","Burkina Faso",Beverages,Online,C,8/24/2015,148886048,10/6/2015,7545,47.45,31.79,358010.25,239855.55,118154.70
"Sub-Saharan Africa","Sierra Leone",Meat,Offline,H,3/22/2010,643497836,4/16/2010,4165,421.89,364.69,1757171.85,1518933.85,238238.00
"Central America and the Caribbean","The Bahamas",Cereal,Offline,L,7/6/2010,690265691,7/23/2010,3812,205.70,117.11,784128.40,446423.32,337705.08
"Sub-Saharan Africa",Benin,Beverages,Online,M,2/16/2013,145488440,3/6/2013,2117,47.45,31.79,100451.65,67299.43,33152.22
Asia,Bhutan,"Baby Food",Offline,L,10/5/2015,285777413,11/14/2015,6742,255.28,159.42,1721097.76,1074809.64,646288.12
"Sub-Saharan Africa",Kenya,Fruits,Offline,L,5/12/2013,658056437,6/14/2013,2378,9.33,6.92,22186.74,16455.76,5730.98
Asia,Maldives,Household,Offline,L,2/7/2017,429561841,2/19/2017,5749,668.27,502.54,3841884.23,2889102.46,952781.77
Europe,Italy,"Baby Food",Offline,L,9/20/2012,637842452,10/18/2012,611,255.28,159.42,155976.08,97405.62,58570.46
Asia,Malaysia,"Baby Food",Online,M,4/18/2017,140759599,6/4/2017,2748,255.28,159.42,701509.44,438086.16,263423.28
"Sub-Saharan Africa",Uganda,"Office Supplies",Offline,L,11/27/2014,566487109,12/19/2014,4979,651.21,524.96,3242374.59,2613775.84,628598.75
"North America",Greenland,Clothes,Online,H,5/28/2013,463511312,6/17/2013,2152,109.28,35.84,235170.56,77127.68,158042.88
Asia,Brunei,Meat,Online,M,5/12/2010,250631034,6/29/2010,6147,421.89,364.69,2593357.83,2241749.43,351608.40
Europe,Albania,Cosmetics,Offline,H,12/21/2011,866957604,1/11/2012,876,437.20,263.33,382987.20,230677.08,152310.12
"Central America and the Caribbean","Saint Kitts and Nevis ",Cosmetics,Online,L,2/21/2014,621914851,4/11/2014,7280,437.20,263.33,3182816.00,1917042.40,1265773.60
Europe,Denmark,"Personal Care",Online,M,11/6/2013,145239102,11/6/2013,8333,81.73,56.67,681056.09,472231.11,208824.98
"Australia and Oceania","New Zealand",Clothes,Online,H,11/29/2012,136979186,1/2/2013,4040,109.28,35.84,441491.20,144793.60,296697.60
Asia,Brunei,Clothes,Online,H,3/21/2014,917496430,4/11/2014,6437,109.28,35.84,703435.36,230702.08,472733.28
Europe,Kosovo,Household,Offline,C,5/14/2010,177464663,6/4/2010,4592,668.27,502.54,3068695.84,2307663.68,761032.16
"Sub-Saharan Africa","South Africa","Office Supplies",Online,C,2/25/2010,627870213,3/6/2010,9604,651.21,524.96,6254220.84,5041715.84,1212505.00
"Central America and the Caribbean",Jamaica,Beverages,Online,H,2/4/2012,550011909,3/20/2012,9601,47.45,31.79,455567.45,305215.79,150351.66
"Sub-Saharan Africa",Comoros,Beverages,Offline,H,10/5/2015,545501077,10/8/2015,4746,47.45,31.79,225197.70,150875.34,74322.36
"Central America and the Caribbean","Costa Rica",Fruits,Offline,M,6/8/2010,386261546,7/26/2010,2230,9.33,6.92,20805.90,15431.60,5374.30
"Central America and the Caribbean",Belize,"Office Supplies",Online,M,10/2/2016,364529645,10/6/2016,1277,651.21,524.96,831595.17,670373.92,161221.25
Europe,Malta,Cosmetics,Offline,M,10/8/2014,842854201,11/15/2014,8143,437.20,263.33,3560119.60,2144296.19,1415823.41
"Sub-Saharan Africa","The Gambia",Beverages,Online,M,11/19/2015,904096543,12/15/2015,1113,47.45,31.79,52811.85,35382.27,17429.58
"Central America and the Caribbean","Dominican Republic",Cereal,Online,M,8/23/2013,601430499,9/28/2013,5505,205.70,117.11,1132378.50,644690.55,487687.95
"Sub-Saharan Africa",Mozambique,Beverages,Offline,M,3/22/2010,508342397,5/6/2010,8667,47.45,31.79,411249.15,275523.93,135725.22
"Sub-Saharan Africa",Gabon,Snacks,Offline,C,8/26/2012,368631064,9/17/2012,4979,152.58,97.44,759695.82,485153.76,274542.06
"Central America and the Caribbean",Belize,Beverages,Online,L,11/17/2013,446407830,1/5/2014,852,47.45,31.79,40427.40,27085.08,13342.32
"Sub-Saharan Africa",Nigeria,Vegetables,Offline,M,9/15/2011,176096522,10/28/2011,9729,154.06,90.93,1498849.74,884657.97,614191.77
Asia,Japan,"Baby Food",Offline,H,7/26/2012,412433469,9/2/2012,7083,255.28,159.42,1808148.24,1129171.86,678976.38
Asia,India,Cereal,Online,C,8/10/2012,280467498,8/14/2012,5420,205.70,117.11,1114894.00,634736.20,480157.80
"North America","United States of America",Cosmetics,Online,H,8/10/2016,325559937,9/5/2016,9275,437.20,263.33,4055030.00,2442385.75,1612644.25
