Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
Asia,Malaysia,Clothes,Offline,L,4/25/2013,218819177,5/2/2013,2312,109.28,35.84,252655.36,82862.08,169793.28
Europe,Albania,Fruits,Online,L,4/11/2017,235690486,5/23/2017,4907,9.33,6.92,45782.31,33956.44,11825.87
Asia,Singapore,Cereal,Online,M,7/26/2013,977178800,9/4/2013,7777,205.70,117.11,1599728.90,910764.47,688964.43
"Middle East and North Africa",Israel,Household,Offline,C,7/31/2011,443332946,8/10/2011,925,668.27,502.54,618149.75,464849.50,153300.25
Asia,Brunei,Beverages,Online,H,3/15/2014,754514253,4/10/2014,6389,47.45,31.79,303158.05,203106.31,100051.74
Europe,Russia,Cereal,Offline,C,1/12/2014,501396548,2/27/2014,3236,205.70,117.11,665645.20,378967.96,286677.24
Europe,Finland,"Baby Food",Offline,H,4/18/2012,594966161,5/31/2012,2563,255.28,159.42,654282.64,408593.46,245689.18
"Sub-Saharan Africa",Madagascar,"Personal Care",Offline,M,1/30/2015,216521918,2/27/2015,2502,81.73,56.67,204488.46,141788.34,62700.12
"Sub-Saharan Africa",Togo,Household,Offline,C,5/20/2014,867675149,6/17/2014,3213,668.27,502.54,2147151.51,1614661.02,532490.49
Asia,Philippines,"Baby Food",Online,M,8/20/2014,520349681,8/23/2014,1889,255.28,159.42,482223.92,301144.38,181079.54
"Sub-Saharan Africa",Djibouti,Cereal,Offline,C,10/1/2013,366781842,11/2/2013,7753,205.70,117.11,1594792.10,907953.83,686838.27
"North America",Mexico,Clothes,Offline,H,7/2/2014,769520461,7/31/2014,7060,109.28,35.84,771516.80,253030.40,518486.40
Asia,Vietnam,Fruits,Online,C,2/22/2013,811426866,3/14/2013,8096,9.33,6.92,75535.68,56024.32,19511.36
"Central America and the Caribbean","The Bahamas",Cosmetics,Online,H,10/20/2010,545674884,11/12/2010,6179,437.20,263.33,2701458.80,1627116.07,1074342.73
"Sub-Saharan Africa",Burundi,Household,Offline,H,3/20/2017,545750844,4/5/2017,8657,668.27,502.54,5785213.39,4350488.78,1434724.61
"Sub-Saharan Africa","Mauritius ",Fruits,Online,H,9/13/2016,555453574,10/2/2016,9911,9.33,6.92,92469.63,68584.12,23885.51
"Middle East and North Africa",Afghanistan,Snacks,Offline,C,5/9/2017,838894402,5/19/2017,6351,152.58,97.44,969035.58,618841.44,350194.14
"Middle East and North Africa",Turkey,Clothes,Offline,H,12/20/2016,830497157,12/31/2016,1419,109.28,35.84,155068.32,50856.96,104211.36
