Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa","Cote d'Ivoire",Vegetables,Online,L,10/11/2012,656342828,11/24/2012,5283,154.06,90.93,813898.98,480383.19,333515.79
"Australia and Oceania",Vanuatu,Fruits,Offline,C,6/25/2015,897115504,7/23/2015,5268,9.33,6.92,49150.44,36454.56,12695.88
Europe,Greece,Beverages,Online,L,1/20/2013,955473935,2/16/2013,4825,47.45,31.79,228946.25,153386.75,75559.50
"Middle East and North Africa",Jordan,"Baby Food",Offline,H,1/1/2013,406466948,2/9/2013,1458,255.28,159.42,372198.24,232434.36,139763.88
"Sub-Saharan Africa","Democratic Republic of the Congo",Household,Online,C,4/27/2016,245455873,5/17/2016,4702,668.27,502.54,3142205.54,2362943.08,779262.46
"Central America and the Caribbean","El Salvador",Vegetables,Offline,M,9/15/2013,638114535,10/4/2013,1126,154.06,90.93,173471.56,102387.18,71084.38
Europe,Finland,Cereal,Online,M,1/28/2012,470429265,3/16/2012,9328,205.70,117.11,1918769.60,1092402.08,826367.52
"Sub-Saharan Africa",Swaziland,Fruits,Offline,M,8/11/2015,498698890,8/13/2015,4939,9.33,6.92,46080.87,34177.88,11902.99
Asia,Indonesia,Household,Offline,C,6/4/2014,199534738,7/22/2014,5618,668.27,502.54,3754340.86,2823269.72,931071.14
"Australia and Oceania",Tuvalu,Meat,Offline,H,1/18/2011,919860637,2/21/2011,6059,421.89,364.69,2556231.51,2209656.71,346574.80
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Offline,C,8/27/2016,926912915,9/19/2016,2985,81.73,56.67,243964.05,169159.95,74804.10
Asia,Myanmar,Clothes,Online,C,12/22/2016,358240401,1/9/2017,150,109.28,35.84,16392.00,5376.00,11016.00
Asia,Mongolia,Household,Online,H,12/12/2013,771704423,1/17/2014,3343,668.27,502.54,2234026.61,1679991.22,554035.39
"Central America and the Caribbean",Grenada,Cosmetics,Offline,C,5/14/2014,195478808,6/11/2014,5378,437.20,263.33,2351261.60,1416188.74,935072.86
Europe,Austria,"Personal Care",Offline,C,12/11/2010,778049886,12/23/2010,1106,81.73,56.67,90393.38,62677.02,27716.36
"Middle East and North Africa",Lebanon,Clothes,Offline,M,5/22/2016,238216483,7/5/2016,2406,109.28,35.84,262927.68,86231.04,176696.64
"Middle East and North Africa",Yemen,Snacks,Online,M,3/8/2014,415089929,4/18/2014,3189,152.58,97.44,486577.62,310736.16,175841.46
"Sub-Saharan Africa","Mauritius ",Vegetables,Offline,C,5/19/2015,518094050,5/29/2015,4398,154.06,90.93,677555.88,399910.14,277645.74
Asia,Malaysia,"Office Supplies",Offline,M,12/13/2016,276965177,1/4/2017,9005,651.21,524.96,5864146.05,4727264.80,1136881.25
