Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa","Sierra Leone",Clothes,Offline,C,9/1/2010,936259019,9/27/2010,8704,109.28,35.84,951173.12,311951.36,639221.76
"Middle East and North Africa",Algeria,Fruits,Offline,L,7/19/2015,794432818,7/27/2015,9180,9.33,6.92,85649.40,63525.60,22123.80
"Central America and the Caribbean",Barbados,Household,Offline,C,5/1/2013,271559560,6/9/2013,9363,668.27,502.54,6257012.01,4705282.02,1551729.99
Europe,Italy,Fruits,Offline,M,1/19/2011,911438071,2/24/2011,3634,9.33,6.92,33905.22,25147.28,8757.94
"Sub-Saharan Africa",Mauritania,Cosmetics,Offline,L,10/18/2016,278179681,11/18/2016,8404,437.20,263.33,3674228.80,2213025.32,1461203.48
Europe,Macedonia,"Personal Care",Online,M,3/23/2013,506208217,5/4/2013,7115,81.73,56.67,581508.95,403207.05,178301.90
"Sub-Saharan Africa",Benin,"Office Supplies",Online,L,5/6/2014,650260007,5/8/2014,5241,651.21,524.96,3412991.61,2751315.36,661676.25
Europe,Malta,Clothes,Online,C,4/20/2016,735383880,5/23/2016,5287,109.28,35.84,577763.36,189486.08,388277.28
Europe,"Moldova ",Vegetables,Online,H,4/20/2016,406941163,5/7/2016,1788,154.06,90.93,275459.28,162582.84,112876.44
"Sub-Saharan Africa",Namibia,Cereal,Online,H,5/28/2016,280605685,6/25/2016,6313,205.70,117.11,1298584.10,739315.43,559268.67
"Central America and the Caribbean","Saint Lucia","Personal Care",Offline,L,3/1/2012,592363774,3/2/2012,2459,81.73,56.67,200974.07,139351.53,61622.54
Europe,"Bosnia and Herzegovina","Personal Care",Online,C,7/23/2011,748514258,8/2/2011,858,81.73,56.67,70124.34,48622.86,21501.48
Asia,Tajikistan,Meat,Offline,H,1/18/2016,675668466,3/1/2016,4169,421.89,364.69,1758859.41,1520392.61,238466.80
