Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Burundi,Snacks,Offline,M,12/4/2010,515649163,12/4/2010,901,152.58,97.44,137474.58,87793.44,49681.14
Europe,Germany,Meat,Online,M,6/3/2011,193482387,6/6/2011,4593,421.89,364.69,1937740.77,1675021.17,262719.60
Asia,Taiwan,Snacks,Offline,H,5/7/2012,406088864,5/9/2012,9574,152.58,97.44,1460800.92,932890.56,527910.36
"Sub-Saharan Africa",Mauritania,"Baby Food",Online,L,6/4/2017,278517425,6/22/2017,8350,255.28,159.42,2131588.00,1331157.00,800431.00
"Middle East and North Africa",Kuwait,Clothes,Online,L,4/14/2016,356129395,5/19/2016,5457,109.28,35.84,596340.96,195578.88,400762.08
Europe,Luxembourg,Beverages,Online,L,12/29/2010,354598605,1/23/2011,2462,47.45,31.79,116821.90,78266.98,38554.92
Europe,Slovakia,Cosmetics,Online,H,3/28/2012,509911382,4/21/2012,2964,437.20,263.33,1295860.80,780510.12,515350.68
"Sub-Saharan Africa",Rwanda,Fruits,Online,C,11/9/2012,228366553,11/15/2012,7593,9.33,6.92,70842.69,52543.56,18299.13
"Sub-Saharan Africa",Lesotho,"Personal Care",Online,M,4/25/2014,336575448,5/3/2014,9009,81.73,56.67,736305.57,510540.03,225765.54
Asia,China,Clothes,Offline,L,5/12/2015,831461894,5/18/2015,6906,109.28,35.84,754687.68,247511.04,507176.64
Asia,Vietnam,Cereal,Online,L,10/20/2015,430262219,11/29/2015,3007,205.70,117.11,618539.90,352149.77,266390.13
Asia,Turkmenistan,"Baby Food",Online,C,9/23/2012,620525252,10/27/2012,6066,255.28,159.42,1548528.48,967041.72,581486.76
"Sub-Saharan Africa",Senegal,"Personal Care",Offline,H,11/15/2011,710112321,12/14/2011,6871,81.73,56.67,561566.83,389379.57,172187.26
"Central America and the Caribbean",Dominica,Fruits,Online,M,3/27/2016,977197253,4/2/2016,3238,9.33,6.92,30210.54,22406.96,7803.58
Europe,"San Marino",Snacks,Online,M,10/1/2014,420266377,10/6/2014,5015,152.58,97.44,765188.70,488661.60,276527.10
Asia,Maldives,Meat,Offline,C,4/30/2016,808118522,5/7/2016,9084,421.89,364.69,3832448.76,3312843.96,519604.80
"Sub-Saharan Africa",Mauritania,Cereal,Offline,M,10/27/2015,829865014,10/31/2015,4354,205.70,117.11,895617.80,509896.94,385720.86
Europe,Ukraine,Meat,Offline,M,11/30/2012,144929683,12/31/2012,6769,421.89,364.69,2855773.41,2468586.61,387186.80
"Sub-Saharan Africa",Uganda,"Personal Care",Online,L,12/12/2015,733048856,1/11/2016,4301,81.73,56.67,351520.73,243737.67,107783.06
Asia,Myanmar,Beverages,Online,C,5/18/2015,144271361,6/22/2015,1957,47.45,31.79,92859.65,62213.03,30646.62
Asia,Kyrgyzstan,Cosmetics,Online,L,4/22/2010,948958528,6/4/2010,6771,437.20,263.33,2960281.20,1783007.43,1177273.77
"Middle East and North Africa",Oman,Beverages,Offline,H,4/5/2012,387784183,5/14/2012,2812,47.45,31.79,133429.40,89393.48,44035.92
"Sub-Saharan Africa",Namibia,Meat,Offline,C,2/11/2011,721734654,3/4/2011,6178,421.89,364.69,2606436.42,2253054.82,353381.60
"Central America and the Caribbean","Costa Rica",Meat,Online,C,9/24/2016,682108771,10/19/2016,9998,421.89,364.69,4218056.22,3646170.62,571885.60
Asia,Brunei,Cereal,Online,C,5/2/2017,420517861,5/3/2017,9435,205.70,117.11,1940779.50,1104932.85,835846.65
Asia,Myanmar,"Personal Care",Offline,C,7/23/2013,158885753,8/30/2013,6680,81.73,56.67,545956.40,378555.60,167400.80
"Central America and the Caribbean","Trinidad and Tobago","Baby Food",Offline,C,9/6/2014,639448773,10/12/2014,5957,255.28,159.42,1520702.96,949664.94,571038.02
"Australia and Oceania",Kiribati,Meat,Online,L,2/12/2012,874755752,3/18/2012,8521,421.89,364.69,3594924.69,3107523.49,487401.20
Asia,Laos,Cereal,Offline,C,6/24/2013,397668015,8/1/2013,7658,205.70,117.11,1575250.60,896828.38,678422.22
"North America","United States of America",Household,Offline,L,2/6/2016,611359393,3/13/2016,3685,668.27,502.54,2462574.95,1851859.90,610715.05
"Sub-Saharan Africa",Liberia,Cereal,Online,H,10/18/2010,739316213,11/21/2010,8951,205.70,117.11,1841220.70,1048251.61,792969.09
"Central America and the Caribbean","Dominican Republic",Cereal,Offline,L,12/17/2015,975337302,1/9/2016,2837,205.70,117.11,583570.90,332241.07,251329.83
"Central America and the Caribbean",Panama,Vegetables,Online,C,3/5/2013,233533990,3/16/2013,6752,154.06,90.93,1040213.12,613959.36,426253.76
"Australia and Oceania",Tuvalu,"Personal Care",Offline,L,8/9/2011,198330104,9/19/2011,9140,81.73,56.67,747012.20,517963.80,229048.40
"Central America and the Caribbean","Saint Kitts and Nevis ",Cereal,Offline,L,11/23/2013,374461972,12/14/2013,474,205.70,117.11,97501.80,55510.14,41991.66
"Australia and Oceania",Fiji,Meat,Online,C,5/29/2012,336978423,7/15/2012,8259,421.89,364.69,3484389.51,3011974.71,472414.80
Asia,Taiwan,Cosmetics,Offline,L,9/18/2015,181240785,10/16/2015,2031,437.20,263.33,887953.20,534823.23,353129.97
"Sub-Saharan Africa",Niger,Vegetables,Offline,L,7/3/2014,972922885,7/13/2014,8357,154.06,90.93,1287479.42,759902.01,527577.41
"Central America and the Caribbean",Haiti,Fruits,Offline,C,9/11/2015,698011052,9/17/2015,5837,9.33,6.92,54459.21,40392.04,14067.17
Europe,Hungary,"Baby Food",Online,C,11/26/2015,112804114,12/10/2015,99,255.28,159.42,25272.72,15782.58,9490.14
"Australia and Oceania","East Timor",Household,Offline,L,10/22/2012,493913400,12/7/2012,8806,668.27,502.54,5884785.62,4425367.24,1459418.38
Europe,Russia,Fruits,Offline,L,7/8/2016,488262736,7/10/2016,6649,9.33,6.92,62035.17,46011.08,16024.09
Asia,"Sri Lanka",Household,Offline,M,6/27/2015,163088452,8/14/2015,352,668.27,502.54,235231.04,176894.08,58336.96
Europe,Croatia,Clothes,Offline,H,8/1/2010,555939376,9/3/2010,3670,109.28,35.84,401057.60,131532.80,269524.80
Europe,Romania,Cereal,Online,M,4/30/2011,524676835,5/24/2011,2390,205.70,117.11,491623.00,279892.90,211730.10
Europe,Cyprus,"Personal Care",Online,C,12/9/2016,797474658,1/2/2017,9328,81.73,56.67,762377.44,528617.76,233759.68
"North America",Mexico,Household,Online,L,7/21/2012,822819173,7/22/2012,9333,668.27,502.54,6236963.91,4690205.82,1546758.09
"Middle East and North Africa",Egypt,Beverages,Online,L,11/19/2010,119509208,11/29/2010,4285,47.45,31.79,203323.25,136220.15,67103.10
Asia,Vietnam,Clothes,Offline,M,7/23/2010,526656091,8/11/2010,8096,109.28,35.84,884730.88,290160.64,594570.24
"Sub-Saharan Africa",Lesotho,Meat,Online,M,1/20/2015,353683650,2/23/2015,1707,421.89,364.69,720166.23,622525.83,97640.40
Europe,Croatia,"Office Supplies",Offline,M,10/7/2013,230328214,11/3/2013,8092,651.21,524.96,5269591.32,4247976.32,1021615.00
Europe,Finland,Snacks,Online,M,2/6/2016,856638610,2/10/2016,7256,152.58,97.44,1107120.48,707024.64,400095.84
Europe,Greece,Clothes,Offline,M,5/12/2017,752976167,6/20/2017,1235,109.28,35.84,134960.80,44262.40,90698.40
"Middle East and North Africa",Yemen,Fruits,Online,H,2/24/2010,310014712,4/5/2010,9097,9.33,6.92,84875.01,62951.24,21923.77
"Sub-Saharan Africa",Niger,Fruits,Offline,L,11/4/2010,438740575,12/5/2010,1941,9.33,6.92,18109.53,13431.72,4677.81
