Region,Country,"Item Type","Sales Channel","Order Priority","Order Date","Order ID","Ship Date","Units Sold","Unit Price","Unit Cost","Total Revenue","Total Cost","Total Profit"
"Sub-Saharan Africa",Botswana,Cereal,Online,L,2/11/2011,598977029,2/22/2011,9468,205.70,117.11,1947567.60,1108797.48,838770.12
"Middle East and North Africa","Tunisia ","Personal Care",Online,L,1/9/2012,916983592,2/5/2012,4677,81.73,56.67,382251.21,265045.59,117205.62
"Australia and Oceania","East Timor",Snacks,Online,H,12/24/2012,106872785,1/7/2013,4887,152.58,97.44,745658.46,476189.28,269469.18
Europe,Monaco,Meat,Offline,M,10/2/2016,331193435,11/12/2016,6352,421.89,364.69,2679845.28,2316510.88,363334.40
Europe,Italy,Cereal,Offline,L,1/14/2012,672806870,2/15/2012,7359,205.70,117.11,1513746.30,861812.49,651933.81
"Sub-Saharan Africa",Mali,"Baby Food",Online,L,1/31/2015,284886920,2/5/2015,3225,255.28,159.42,823278.00,514129.50,309148.50
"Central America and the Caribbean",Grenada,Meat,Offline,L,12/4/2012,640919911,1/13/2013,1299,421.89,364.69,548035.11,473732.31,74302.80
Asia,"South Korea","Baby Food",Online,H,8/6/2012,584704673,8/9/2012,5961,255.28,159.42,1521724.08,950302.62,571421.46
Europe,Greece,"Personal Care",Online,M,8/13/2014,380352532,9/8/2014,3621,81.73,56.67,295944.33,205202.07,90742.26
Asia,Singapore,"Office Supplies",Offline,L,10/13/2016,362287318,11/11/2016,7723,651.21,524.96,5029294.83,4054266.08,975028.75
"Sub-Saharan Africa","Equatorial Guinea","Office Supplies",Offline,L,5/23/2010,485245358,7/5/2010,3740,651.21,524.96,2435525.40,1963350.40,472175.00
Asia,Thailand,Household,Online,L,4/20/2014,774275481,5/29/2014,4176,668.27,502.54,2790695.52,2098607.04,692088.48
Asia,Brunei,Snacks,Offline,H,7/28/2010,874739015,7/29/2010,3568,152.58,97.44,544405.44,347665.92,196739.52
"North America",Mexico,"Baby Food",Online,M,5/31/2016,502309787,6/3/2016,3483,255.28,159.42,889140.24,555259.86,333880.38
"Sub-Saharan Africa",Ethiopia,Household,Offline,C,3/26/2012,792974126,4/25/2012,7520,668.27,502.54,5025390.40,3779100.80,1246289.60
Asia,Japan,Meat,Online,C,7/30/2013,253030860,8/4/2013,6309,421.89,364.69,2661704.01,2300829.21,360874.80
"Sub-Saharan Africa","Equatorial Guinea",Cereal,Offline,M,5/4/2014,609091317,5/20/2014,2511,205.70,117.11,516512.70,294063.21,222449.49
"North America",Greenland,"Baby Food",Online,H,4/8/2013,958079326,5/17/2013,5818,255.28,159.42,1485219.04,927505.56,557713.48
Asia,India,"Office Supplies",Online,H,3/5/2010,917231214,3/16/2010,7954,651.21,524.96,5179724.34,4175531.84,1004192.50
"Middle East and North Africa",Libya,Beverages,Online,H,4/17/2017,174095809,4/28/2017,7674,47.45,31.79,364131.30,243956.46,120174.84
"Australia and Oceania",Kiribati,"Personal Care",Offline,M,1/23/2010,736534440,2/20/2010,5763,81.73,56.67,471009.99,326589.21,144420.78
Europe,Serbia,"Personal Care",Offline,L,3/16/2014,182720935,4/27/2014,40,81.73,56.67,3269.20,2266.80,1002.40
Asia,Bangladesh,Cereal,Online,C,1/28/2011,211141622,3/12/2011,353,205.70,117.11,72612.10,41339.83,31272.27
Asia,Indonesia,Cereal,Online,M,3/2/2017,790595328,3/15/2017,3581,205.70,117.11,736611.70,419370.91,317240.79
Asia,China,"Office Supplies",Online,H,3/5/2012,610193383,4/19/2012,8637,651.21,524.96,5624500.77,4534079.52,1090421.25
"Sub-Saharan Africa",Madagascar,Cereal,Offline,H,12/11/2010,229359614,12/31/2010,1462,205.70,117.11,300733.40,171214.82,129518.58
Asia,Kyrgyzstan,Household,Offline,C,3/24/2014,727830350,4/27/2014,29,668.27,502.54,19379.83,14573.66,4806.17
"Australia and Oceania",Fiji,Cosmetics,Offline,M,6/27/2012,555654418,7/16/2012,9345,437.20,263.33,4085634.00,2460818.85,1624815.15
Europe,Lithuania,Beverages,Online,C,5/26/2012,483193147,6/19/2012,6445,47.45,31.79,305815.25,204886.55,100928.70
"Sub-Saharan Africa","South Sudan","Personal Care",Offline,L,5/7/2010,451120364,6/8/2010,5396,81.73,56.67,441015.08,305791.32,135223.76
"Central America and the Caribbean",Honduras,"Personal Care",Offline,H,5/6/2011,920422399,6/16/2011,2296,81.73,56.67,187652.08,130114.32,57537.76
Europe,Belgium,"Office Supplies",Online,L,2/11/2010,622398078,3/21/2010,277,651.21,524.96,180385.17,145413.92,34971.25
Europe,Slovakia,Cosmetics,Offline,M,1/8/2010,608658730,1/31/2010,4499,437.20,263.33,1966962.80,1184721.67,782241.13
Asia,Turkmenistan,Vegetables,Online,H,9/15/2011,201128184,10/19/2011,7154,154.06,90.93,1102145.24,650513.22,451632.02
Asia,Maldives,Beverages,Offline,C,11/12/2016,142042768,12/4/2016,2466,47.45,31.79,117011.70,78394.14,38617.56
"North America","United States of America","Baby Food",Offline,L,11/30/2016,343951308,12/27/2016,1690,255.28,159.42,431423.20,269419.80,162003.40
"Sub-Saharan Africa","Burkina Faso","Personal Care",Online,L,11/27/2011,339715135,11/27/2011,8112,81.73,56.67,662993.76,459707.04,203286.72
"Australia and Oceania","Samoa ",Household,Offline,L,4/22/2014,632508075,5/28/2014,2050,668.27,502.54,1369953.50,1030207.00,339746.50
"Sub-Saharan Africa",Rwanda,Beverages,Offline,H,12/7/2014,445816457,1/12/2015,5851,47.45,31.79,277629.95,186003.29,91626.66
Asia,Mongolia,Fruits,Online,C,1/12/2017,873439109,2/25/2017,8897,9.33,6.92,83009.01,61567.24,21441.77
Europe,Iceland,Fruits,Online,H,5/4/2017,829487359,5/18/2017,2597,9.33,6.92,24230.01,17971.24,6258.77
"Sub-Saharan Africa",Malawi,Household,Online,H,6/10/2017,198385035,7/25/2017,5395,668.27,502.54,3605316.65,2711203.30,894113.35
Europe,"Czech Republic",Snacks,Offline,L,5/30/2012,284868466,7/8/2012,7764,152.58,97.44,1184631.12,756524.16,428106.96
Europe,"Bosnia and Herzegovina",Vegetables,Offline,H,5/1/2017,663986480,6/16/2017,7209,154.06,90.93,1110618.54,655514.37,455104.17
"Australia and Oceania",Tuvalu,Meat,Offline,M,6/21/2010,531100404,7/13/2010,3267,421.89,364.69,1378314.63,1191442.23,186872.40
Asia,China,"Personal Care",Offline,C,10/29/2012,951884067,11/15/2012,2503,81.73,56.67,204570.19,141845.01,62725.18
"Australia and Oceania",Fiji,Snacks,Offline,L,2/29/2016,812323796,4/10/2016,3518,152.58,97.44,536776.44,342793.92,193982.52
"Central America and the Caribbean",Nicaragua,Meat,Offline,M,2/4/2017,868718421,3/17/2017,1940,421.89,364.69,818466.60,707498.60,110968.00
"Australia and Oceania",Kiribati,"Office Supplies",Offline,L,4/22/2013,597679269,5/24/2013,5432,651.21,524.96,3537372.72,2851582.72,685790.00
Asia,"North Korea",Household,Online,L,11/26/2014,446130168,12/8/2014,8686,668.27,502.54,5804593.22,4365062.44,1439530.78
Asia,Kyrgyzstan,Cosmetics,Offline,H,5/2/2010,481307446,6/19/2010,8424,437.20,263.33,3682972.80,2218291.92,1464680.88
Europe,Poland,Snacks,Online,C,8/15/2015,840759932,9/22/2015,8402,152.58,97.44,1281977.16,818690.88,463286.28
"Central America and the Caribbean",Guatemala,Fruits,Offline,H,7/25/2017,382348954,7/25/2017,4407,9.33,6.92,41117.31,30496.44,10620.87
Europe,Andorra,Cosmetics,Offline,L,5/19/2015,734248340,6/26/2015,9255,437.20,263.33,4046286.00,2437119.15,1609166.85
Asia,Thailand,Cereal,Online,M,12/5/2016,444944417,12/22/2016,7795,205.70,117.11,1603431.50,912872.45,690559.05
"Middle East and North Africa",Kuwait,Household,Offline,M,3/12/2012,833236014,4/26/2012,1908,668.27,502.54,1275059.16,958846.32,316212.84
Europe,Macedonia,Fruits,Offline,M,12/17/2014,138234460,1/23/2015,5503,9.33,6.92,51342.99,38080.76,13262.23
Asia,Thailand,Fruits,Offline,L,7/21/2013,269363582,7/22/2013,9525,9.33,6.92,88868.25,65913.00,22955.25
"North America",Canada,Clothes,Offline,C,7/9/2012,956359708,7/18/2012,6945,109.28,35.84,758949.60,248908.80,510040.80
"Middle East and North Africa","Tunisia ",Fruits,Offline,M,9/7/2013,199271667,9/24/2013,7769,9.33,6.92,72484.77,53761.48,18723.29
"Sub-Saharan Africa",Guinea,Household,Offline,C,5/11/2012,118460786,6/28/2012,4034,668.27,502.54,2695801.18,2027246.36,668554.82
"Australia and Oceania",Tuvalu,Cereal,Online,C,4/14/2016,204600894,4/24/2016,4806,205.70,117.11,988594.20,562830.66,425763.54
"Sub-Saharan Africa",Burundi,"Office Supplies",Online,H,7/19/2011,468678319,8/17/2011,1185,651.21,524.96,771683.85,622077.60,149606.25
Asia,China,Clothes,Offline,M,10/20/2011,991991889,11/4/2011,1299,109.28,35.84,141954.72,46556.16,95398.56
Asia,Malaysia,Household,Offline,M,8/15/2016,576152932,9/26/2016,5311,668.27,502.54,3549181.97,2668989.94,880192.03
Europe,Armenia,"Baby Food",Offline,L,4/16/2015,793085277,5/10/2015,412,255.28,159.42,105175.36,65681.04,39494.32
"Australia and Oceania",Tuvalu,Vegetables,Offline,H,4/18/2013,135025250,5/25/2013,5827,154.06,90.93,897707.62,529849.11,367858.51
"Australia and Oceania",Fiji,Vegetables,Online,L,5/30/2013,764521682,7/14/2013,7810,154.06,90.93,1203208.60,710163.30,493045.30
"Sub-Saharan Africa",Djibouti,"Office Supplies",Offline,H,11/23/2011,864435899,12/20/2011,4647,651.21,524.96,3026172.87,2439489.12,586683.75
Europe,Liechtenstein,Cereal,Online,M,6/7/2017,487941730,7/26/2017,1656,205.70,117.11,340639.20,193934.16,146705.04
"Sub-Saharan Africa","Sao Tome and Principe","Personal Care",Offline,L,1/21/2017,208525502,3/1/2017,6185,81.73,56.67,505500.05,350503.95,154996.10
Europe,Iceland,Vegetables,Offline,M,3/25/2010,669986045,4/9/2010,2614,154.06,90.93,402712.84,237691.02,165021.82
